Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
32474,Lecturer in Energy Systems and the Built Environment,@reading.ac.uk,284498,RYTQf_0AAAAJ,{'indices'},urban climatology|energy|system dynamics|agent-based modelling,stefan thor smith,https://scholar.google.com/citations?view_op=medium_photo&user=RYTQf_0AAAAJ,118260,156,104,734,390,0,1
32475,University of Melbourne,@unimelb.edu.au,238729,LYLVqjcAAAAJ,{'indices'},Physics research|Free Software|Energy,Martin Sevior,https://scholar.google.com/citations?view_op=medium_photo&user=LYLVqjcAAAAJ,135301,213,160,1356,1012,0,1
32476,"Brock Family Chair and GRA Eminent Scholar in BME, CHEM, and CHBE at GT",@bme.gatech.edu,211064,3gDWh4gAAAAJ,{'indices'},Nanomaterials|Biomedicine|Imaging|Energy|Catalysis,Younan Xia,https://scholar.google.com/citations?view_op=medium_photo&user=3gDWh4gAAAAJ,76081,226,137,744,655,0,1
32477,Stanford University,@stanford.edu,191839,lNmR2vAAAAAJ,{'indices'},nanotechnology|energy|environment|2D materials|nanobio,Yi Cui,https://scholar.google.com/citations?view_op=medium_photo&user=lNmR2vAAAAAJ,118524,207,180,669,632,0,1
32478,"INFN & Universita' degli Studi di Milano, Professore di Fondamenti di Energetica",@unimi.it,152091,bnEeYiMAAAAJ,{'indices'},High energy physics|detectors|Energy,Gianluca Alimonti,https://scholar.google.com/citations?view_op=medium_photo&user=bnEeYiMAAAAJ,91539,160,133,683,564,0,1
32479,Pacific Northwest National Laboratory,@uw.edu,103508,8FspJo8AAAAJ,{'indices'},Energy|nanotechnology|environment,Jun Liu,https://scholar.google.com/citations?view_op=medium_photo&user=8FspJo8AAAAJ,55378,161,122,646,539,0,1
32480,"Professor, Mechanical Engineering, massachusetts institute of technology",@mit.edu,73803,YLB6tnwAAAAJ,{'indices'},heat|energy|photovoltaic|electromagnetic|desalination,Gang Chen,https://scholar.google.com/citations?view_op=medium_photo&user=YLB6tnwAAAAJ,39212,134,102,470,362,0,1
32481,Inje University,,69362,KKwM9xgAAAAJ,{'indices'},energy,Hyung-Man Kim,https://scholar.google.com/citations?view_op=medium_photo&user=KKwM9xgAAAAJ,30895,97,55,1502,927,0,1
32482,"Department of Chemistry, Brown University",@brown.edu,68823,tPoTQBwAAAAJ,{'indices'},nanomaterials|magnetics|catalysis|energy|nanomedicine,Shouheng Sun,https://scholar.google.com/citations?view_op=medium_photo&user=tPoTQBwAAAAJ,27307,129,93,280,229,0,1
32483,"Provost and Chair Professor, City University of Hong Kong",@cityu.edu.hk,67213,tEcLDxAAAAAJ,{'indices'},Organic Photonics|Organic Electronics|Energy|Self-Assembly,Alex KY. Jen,https://scholar.google.com/citations?view_op=medium_photo&user=tEcLDxAAAAAJ,32833,129,88,634,434,0,1
32484,Google,@google.com,67207,rtWKzFwAAAAJ,{'indices'},Machine learning|Artificial Intelligence|Energy,John C. Platt,https://scholar.google.com/citations?view_op=medium_photo&user=rtWKzFwAAAAJ,24682,95,51,283,176,0,1
32485,University of Florida,@ufl.edu,54405,4e_KEdUAAAAJ,{'indices'},Optimization|Data Analysis|Bio-medicine|Energy,Panos Pardalos,https://scholar.google.com/citations?view_op=medium_photo&user=4e_KEdUAAAAJ,17407,100,58,689,376,0,1
32486,"Deputy Director General, International Institute for Applied Systems Analysis (IIASA)",,50470,JobRFRAAAAAJ,{'indices'},Energy|Technology,Nebojsa Nakicenovic,https://scholar.google.com/citations?view_op=medium_photo&user=JobRFRAAAAAJ,24209,75,46,174,99,0,1
32487,"Associate Professor of Chemical Engineering, Stanford University and Photon Sciences …",@stanford.edu,49375,ODqZFjkAAAAJ,{'indices'},energy|catalysis|nanomaterials|sustainability,Thomas Jaramillo,https://scholar.google.com/citations?view_op=medium_photo&user=ODqZFjkAAAAJ,38903,82,74,166,158,0,1
32488,"Professor of Mechanical and Aerospace Engineering, Cornell University",@cornell.edu,49102,Ta87XqoAAAAJ,{'indices'},Fluid mechanics|combustion|applied mathematics|energy,Stephen B Pope,https://scholar.google.com/citations?view_op=medium_photo&user=Ta87XqoAAAAJ,14845,86,45,238,160,0,1
32489,"Mechanical Engineering,  University of Kansas",@ku.edu,47381,uHtkVqwAAAAJ,{'indices'},heat transfer|energy|thermal manufacturing,Theodore L Bergman,https://scholar.google.com/citations?view_op=medium_photo&user=uHtkVqwAAAAJ,16892,41,27,104,48,0,1
32490,"Institute of Chemistry, Chinese Academy of Sciences",@iccas.ac.cn,44975,mKiAYMQAAAAJ,{'indices'},energy|batteries,Yu-Guo Guo,https://scholar.google.com/citations?view_op=medium_photo&user=mKiAYMQAAAAJ,30234,111,92,286,268,0,1
32491,"Research Professor, University of Colorado at Boulder and NREL",@nrel.gov,44910,Gv46Ak8AAAAJ,{'indices'},Energy|Nanoscience|Next Generation Solar Photoconversion,Arthur Nozik,https://scholar.google.com/citations?view_op=medium_photo&user=Gv46Ak8AAAAJ,13534,99,58,227,134,0,1
32492,"Professor of Operations Research, École Polytechnique de Montréal",@cirrelt.net,44231,CilK624AAAAJ,{'indices'},operations research|combinatorial optimization|transportation and logistics|energy|industrial engineering,Michel Gendreau,https://scholar.google.com/citations?view_op=medium_photo&user=CilK624AAAAJ,17428,98,70,319,218,0,1
