Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
541278,Peking University,,1133.0,R244pVQAAAAJ,{'indices'},error,Yan Bao,,790.0,22,18,34,30,1,0
541279,Northern Arizona University,,193.0,7fQCKjcAAAAJ,{'indices'},environmental history,Thomas D. Finger,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7fQCKjcAAAAJ&citpid=5,122.0,3,3,3,3,1,0
541280,vgraupma@depaul.edu,,664.0,vIKfCMgAAAAJ,{'indices'},error,Verena Graupmann,,432.0,13,11,17,13,1,0
541281,"Water Resources, Delft University of Technology",,771.0,tZ33GM8AAAAJ,{'indices'},,M.W. Ertsen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tZ33GM8AAAAJ&citpid=2,442.0,16,12,19,12,1,0
541282,University of California Los Angeles,,5853.0,549NXjEAAAAJ,{'indices'},error,Xinli Zhang,,3014.0,42,31,80,70,1,0
541283,"University of Pennsylvania, School of Dental Medicine",,572.0,OADxk5oAAAAJ,{'indices'},Tissue engineering|orthodontics,Chenshuang Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OADxk5oAAAAJ&citpid=3,534.0,14,13,17,14,1,0
541284,"School of Life Sciences, Tsinghua University （清华大学生命科学学院）",,63489.0,zHnFlEsAAAAJ,{'indices'},error,GQ Chen（陈国强）,,30664.0,108,68,1070,682,1,0
541285,UCLA,,17763.0,qnfULmEAAAAJ,{'indices'},Advanced Biomanufacturing|Orthobiologics|Biomineralization|Diffusion Reaction Models,"Ben Wu, DDS, PhD",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qnfULmEAAAAJ&citpid=7,8344.0,68,46,204,171,1,0
541286,Johns Hopkins Medical Institue,,316.0,cBtYbBoAAAAJ,{'indices'},error,Ginny Ching-yun Hsu,,238.0,8,8,8,8,1,0
541287,"UCLA, Ronald Reagan Medical Center",,238.0,U_BPf2cAAAAJ,{'indices'},Regenerative Medicine|Stem Cells|Bone Biology|Orthodontics,Eric C. Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=U_BPf2cAAAAJ&citpid=4,220.0,8,8,6,6,1,0
541288,Wuhan University,,599.0,LKmcQaIAAAAJ,{'indices'},error,Wei Yin,,408.0,12,10,16,12,1,0
541289,"School of Stomatology, Peking University",,2617.0,t_myblIAAAAJ,{'indices'},error,"Chen, Feng",,1840.0,27,23,66,56,1,0
541290,Johns Hopkins University,,6453.0,fyKa2zEAAAAJ,{'indices'},Bone biology|Skeletal tissue engineering|Mesenchymal stem cells|Perivascular stem cells,Aaron W James,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fyKa2zEAAAAJ&citpid=1,4348.0,45,34,100,91,1,0
541291,"State Key Laboratory of Oral Diseases, West China School of Stomatology, Sichuan University",,4230.0,NHJybogAAAAJ,{'indices'},error,Zhihe Zhao,,2616.0,36,27,110,81,1,0
541292,"UCLA School of Dentistry, Section of Orthodontics",,245.0,a2WqbNIAAAAJ,{'indices'},Bone Biology,Hsin Chuan Pan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=a2WqbNIAAAAJ&citpid=2,244.0,10,10,10,10,1,0
541293,"China Medical University, China. University of California, Los Angeles",,159.0,VTwjoQsAAAAJ,{'indices'},error,Chenchao Wang,,128.0,6,5,4,4,1,0
541294,"Aptitude Medical Systems, Inc; UCSB; Tsinghua Univ",,647.0,I60C7iUAAAAJ,{'indices'},error,Qiang Gong,,341.0,13,10,14,10,1,0
541295,AbbVie; Bristol-Myers Squibb; Cornell University; University of Illinois at Urbana-Champaign,,495.0,rlIAw6cAAAAJ,{'indices'},Antibody purification|Biochemistry|Protein crystallography|Microbiology,Zhi Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rlIAw6cAAAAJ&citpid=4,361.0,10,8,11,7,1,0
541296,Harvard University,,743.0,GEyj4mAAAAAJ,{'indices'},Tissue engineering|bone regeneration|obstructive sleep apnea,Richard Ngo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GEyj4mAAAAAJ&citpid=2,476.0,7,7,7,7,1,0
541297,"Orthopaedic Surgery, University of Maryland, Baltimore",,1355.0,v3MhInIAAAAJ,{'indices'},error,Jie Jiang,,642.0,15,13,18,18,1,0
541298,CHA Bundang Medical Center,,172.0,bJMlLPsAAAAJ,{'indices'},error,Charles soonchul Lee,,166.0,8,8,7,7,1,0
541299,Tsinghua University,,54165.0,qG7UQVcAAAAJ,{'indices'},Synthetic Biology,Guo-Qiang (George) Chen （陈国强）,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qG7UQVcAAAAJ&citpid=1,25619.0,93,64,573,423,1,0
541300,"Director, National Eye Institute, National Institutes of Health",,12641.0,BX_s0WgAAAAJ,{'indices'},Artificial Intelligence|Retinopathy of Prematurity|Biomedical Informatics|Data Science|Pediatric Ophthalmology,Michael F. Chiang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BX_s0WgAAAAJ&citpid=3,7206.0,54,40,168,149,1,0
541301,SRUC,,41219.0,MskhsQcAAAAJ,{'indices'},Rumen microbiology|Animal science|Greenhouse Gases..,Charles James (Jamie) Newbold,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MskhsQcAAAAJ&citpid=2,16723.0,69,42,223,139,1,0
541302,Ruminant Technical Application Manager,,2582.0,AFhZiqgAAAAJ,{'indices'},Animal Sciences,Joonpyo Oh,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=AFhZiqgAAAAJ&citpid=3,2222.0,22,22,30,30,1,0
541303,Research Scientist,,4524.0,6ws9npQAAAAJ,{'indices'},Ruminant nutrition|rumen microbial ecology|feed additives|GHG emissions,David R. Yáñez-Ruiz,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6ws9npQAAAAJ&citpid=2,2949.0,30,26,66,49,1,0
541304,"Agricultural, Food and Nutritional Science, University of Alberta",,7211.0,Q8RxFXwAAAAJ,{'indices'},error,Masahito Oba,,3769.0,46,34,113,92,1,0
541305,"Senior Research Scientist, DEDJTR, Victoria, Australia",,5858.0,Sn39xGIAAAAJ,{'indices'},dairy cow nutrition,Dr Peter Moate,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Sn39xGIAAAAJ&citpid=3,2762.0,41,26,88,64,1,0
541306,"Research Scientist, DEDJTR, State Government of Victoria, Australia.",,1197.0,jzVQUnkAAAAJ,{'indices'},Agricultural Science|Pasture Agronomy|Pastoral Agriculture Technology|Dairy Science|Ruminant Nutrition,Matthew Deighton,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jzVQUnkAAAAJ&citpid=2,919.0,18,15,24,19,1,0
541307,"Professor, Nutrition and Metabolism",,8254.0,yl0m8QwAAAAJ,{'indices'},Nutrition|Metabolism|Physiology,Erasmus Okine,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yl0m8QwAAAAJ&citpid=1,3118.0,48,29,118,72,1,0
541308,Aberystwyth University,,1493.0,AEOtlGQAAAAJ,{'indices'},error,Dr Kenton Hart,,759.0,16,12,20,12,1,0
541309,The German Federal Institute for Risk Assessment (BfR),,884.0,gb4r7jUAAAAJ,{'indices'},,Fenja Klevenhusen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gb4r7jUAAAAJ&citpid=1,665.0,19,16,25,22,1,0
541310,"Assistant Professor, Department of Animal Sciences, University of Florida",,813.0,ghODHgEAAAAJ,{'indices'},Climate change|Lipid metabolism|Ruminant nutrition|Nutritional physiology,Diwakar Vyas,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ghODHgEAAAAJ&citpid=6,705.0,16,16,23,21,1,0
