Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
625467,University of Southampton,,13728.0,uugdnvwAAAAJ,{'indices'},error,John Dearing,nan,5442.0,63,39,138,82,0,0
625468,MPI for Biogeochemistry,,6267.0,BBTi-hIAAAAJ,{'indices'},,Axel Kleidon,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BBTi-hIAAAAJ&citpid=5,2935.0,42,30,93,68,0,0
625469,"School of Biological Sciences, University of Southampton UK",,6423.0,dtBs9qEAAAAJ,{'indices'},Population ecology|evolutionary ecology|theoretical ecology|tropical ecology,C. Patrick Doncaster,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dtBs9qEAAAAJ&citpid=2,2537.0,43,25,90,61,0,0
625470,University of Exeter,,40245.0,DiCOJ64AAAAJ,{'indices'},,Timothy Lenton,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DiCOJ64AAAAJ&citpid=2,22876.0,74,58,204,163,0,0
625471,"Professor of Quaternary Science, Geography & Environment, University of Southampton",,5227.0,1tyO0XYAAAAJ,{'indices'},environmental reconstruction|chironomids|palaeolimnology|peat|bogs,Professor Peter Guy Langdon,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1tyO0XYAAAAJ&citpid=2,2599.0,37,27,77,60,0,0
625472,,,9701.0,H0mAt5EAAAAJ,{'indices'},,guy poppy,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DiCOJ64AAAAJ&citpid=2,2822.0,54,28,124,75,0,0
625473,University of Southampton,,94.0,Vtgh0DgAAAAJ,{'indices'},Homeostasis|Statistical mechanics|Thermodynamics,Iain S. Weaver,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1tyO0XYAAAAJ&citpid=2,57.0,5,3,3,2,0,0
625474,"Global change researcher, Stockholm Resilience Centre at Stockholm University",,14843.0,GelhQFsAAAAJ,{'indices'},Sustainability science|global biogeochemical cycles|integrated analysis|transdisciplinarity,Sarah E. Cornell,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GelhQFsAAAAJ&citpid=4,11983.0,32,25,52,48,0,0
625475,University of Sussex,,6845.0,z7_EOOsAAAAJ,{'indices'},Artificial Intelligence,Inman Harvey,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GelhQFsAAAAJ&citpid=4,1024.0,39,13,80,22,0,0
625476,"Professor for Quantitative Biogeography, Senckenberg Research Institute & Goethe University",,17201.0,urOgg60AAAAJ,{'indices'},biogeography|biogeochemistry|climate change|biodiversity|vegetation modelling,Thomas Hickler,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=urOgg60AAAAJ&citpid=4,10292.0,62,52,134,114,0,0
625477,"Department of Geography, King's College London",,19198.0,eVYezVAAAAAJ,{'indices'},Biodiversity|Biogeography|Ecosystem Services|Climate Change|Social-ecological systems,Terence P Dawson,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eVYezVAAAAAJ&citpid=3,7890.0,51,37,84,69,0,0
625478,"Professor of Applied Spatial Ecology, Geography and Environment, University of Southampton",,6171.0,JVBDupYAAAAJ,{'indices'},ecosystem services|landscape ecology|conservation biology,Felix Eigenbrod,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JVBDupYAAAAJ&citpid=3,3975.0,33,31,48,48,0,0
625479,"Institute of Social Ecology, University of Natural Resources and Life Sciences, Vienna (BOKU)",,22863.0,SF459NAAAAAJ,{'indices'},Human ecology|social ecology|land use|energy|long-term socio-ecological research,Helmut Haberl,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SF459NAAAAAJ&citpid=4,12673.0,78,61,166,134,0,0
625480,"Associate Professor, University of Oxford",,1120.0,dsm4WsAAAAAJ,{'indices'},Palaeoecology|ecosystem ecology|nutrient cycling|statistical and dynamic modelling,Elizabeth S. Jeffers,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dsm4WsAAAAAJ&citpid=3,900.0,14,14,16,16,0,0
625481,"Lecturer in Environmental Science & Sustainability, School of Interdisciplinary Studies, University",,922.0,GSE4O4YAAAAJ,{'indices'},Complex Socio-ecological systems|system dynamics|Ecosystem Services and human well-being|Environmental Change (climate change,MD Sarwar Hossain Sohel,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GSE4O4YAAAAJ&citpid=5,855.0,13,13,15,15,0,0
625482,University College London,,4550.0,OlwhJkQAAAAJ,{'indices'},Palaeoecology|Environment|Freshwater|Climate Change|Geography,Anson W. Mackay,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OlwhJkQAAAAJ&citpid=10,2105.0,39,22,78,56,0,0
