Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
42512,"Laura Carnell Professor of Biology, Temple University",@temple.edu,370074,VxOmZDgAAAAJ,{'indices'},Evolution|Evolutionary biology|Molecular evolution|Population genetics|Phylogenetics,Masatoshi Nei,https://scholar.google.com/citations?view_op=medium_photo&user=VxOmZDgAAAAJ,103159,127,58,296,170,0,1
42513,EMBL,@embl.de,250685,M6Etr6oAAAAJ,{'indices'},biology|computational biology|systems biology|bioinformatics|evolution,Peer Bork,https://scholar.google.com/citations?view_op=medium_photo&user=M6Etr6oAAAAJ,102992,209,125,577,441,0,1
42514,"Ecologie Systématique Evolution, Université Paris-Sud CNRS AgroParisTech, Université …",@u-psud.fr,237980,0b1Q-3cAAAAJ,{'indices'},behavior|ecology|evolution,Anders Pape Møller,https://scholar.google.com/citations?view_op=medium_photo&user=0b1Q-3cAAAAJ,112722,209,141,1697,1387,0,1
42515,"Scientific Director, UC Santa Cruz Genomics Institute, University of California, Santa Cruz",@soe.ucsc.edu,234037,S2OjOvYAAAAJ,{'indices'},genomics|computer science|molecular biology|evolution|cancer,David Haussler,https://scholar.google.com/citations?view_op=medium_photo&user=S2OjOvYAAAAJ,99362,169,112,345,263,0,1
42516,"Penn State University, UC Santa Barbara, Arizona",@bx.psu.edu,231827,k9T3V7EAAAAJ,{'indices'},genomics|bioinformatics|evolution,Webb Miller,https://scholar.google.com/citations?view_op=medium_photo&user=k9T3V7EAAAAJ,55602,99,51,248,129,0,1
42517,"Dana-Farber Cancer Institute, Harvard Medical School, Broad Institute, Memorial Sloan …",@sanderlab.org,212460,4R7_wW8AAAAJ,{'indices'},Biology|Data Sciences|Evolution|Cancer Therapy,Chris Sander,https://scholar.google.com/citations?view_op=medium_photo&user=4R7_wW8AAAAJ,105640,186,125,423,312,0,1
42518,naturalist (1809-1882),@unr.edu.ar,191698,D847cGsAAAAJ,{'indices'},life sciences|evolution|biogeography|speciation|natural selection,Charles Robert Darwin,https://scholar.google.com/citations?view_op=medium_photo&user=D847cGsAAAAJ,45231,119,63,668,229,0,1
42519,University College Dublin,@ucd.ie,188486,Ap0K7rUAAAAJ,{'indices'},Evolution|Bioinformatics|Sequence Alignment|Genomics,des higgins,https://scholar.google.com/citations?view_op=medium_photo&user=Ap0K7rUAAAAJ,45048,68,40,137,96,0,1
42520,"Professor, University of California, Berkeley",@berkeley.edu,158707,bMK_K2cAAAAJ,{'indices'},fungi|mycology|evolution|phylogeny,John W. Taylor,https://scholar.google.com/citations?view_op=medium_photo&user=bMK_K2cAAAAJ,76726,127,72,750,395,0,1
42521,"Professor of quantitative ecology, Université de Montréal",@umontreal.ca,127800,VGGBqAUAAAAJ,{'indices'},Ecology|beta diversity|phylogenetic analysis|evolution|multivariate statistics,Pierre Legendre,https://scholar.google.com/citations?view_op=medium_photo&user=VGGBqAUAAAAJ,62128,111,70,348,229,0,1
42522,"Professor of Mathematics and Biology, Harvard University",@harvard.edu,121327,aNFzP50AAAAJ,{'indices'},Mathematical Biology|Evolution|Evolutionary Dynamics|Cooperation|Viral dynamics,Martin Nowak,https://scholar.google.com/citations?view_op=medium_photo&user=aNFzP50AAAAJ,43047,157,96,487,391,0,1
42523,"Professor of Systems Biology, Harvard Medical School",@hms.harvard.edu,117665,v811KJoAAAAJ,{'indices'},systems biology|developmental biology|cell biology|evolution,Marc Kirschner,https://scholar.google.com/citations?view_op=medium_photo&user=v811KJoAAAAJ,22684,170,78,388,256,0,1
42524,University of Cambridge,@cam.ac.uk,117395,OghCU6kAAAAJ,{'indices'},Genomics|microbiology|bioinformatics|evolution|Infectious diseases,Julian Parkhill,https://scholar.google.com/citations?view_op=medium_photo&user=OghCU6kAAAAJ,57503,147,110,501,460,0,1
42525,"Professor of Biology, Stanford University",@stanford.edu,113439,SN2zDOEAAAAJ,{'indices'},Population biology|human ecology|evolution|coevolution|conservation biology,Paul R. Ehrlich,https://scholar.google.com/citations?view_op=medium_photo&user=SN2zDOEAAAAJ,29291,157,75,598,271,0,1
42526,"Investigator, HHMI and Associate Professor of Molecular and Cell Biology, UC Berkeley",@berkeley.edu,109779,z2foFg4AAAAJ,{'indices'},Biology|Genetics|Genomics|Evolution|Development,Michael B. Eisen,https://scholar.google.com/citations?view_op=medium_photo&user=z2foFg4AAAAJ,23384,83,51,155,120,0,1
42527,"Co-Director, Center for Cognitive Studies, Professor, Philosophy Dept, Tufts University",@tufts.edu,106902,3FWe5OQAAAAJ,{'indices'},psychology|evolution|artificial intelligence|philosophy,Daniel C. Dennett,https://scholar.google.com/citations?view_op=medium_photo&user=3FWe5OQAAAAJ,26313,105,54,431,215,0,1
42528,La Jolla Institute for Allergy & Immunology,@liai.org,105582,QzfSIEUAAAAJ,{'indices'},biology|evolution|immunology|genomics|machine learning,Yohan Kim,https://scholar.google.com/citations?view_op=medium_photo&user=QzfSIEUAAAAJ,56951,142,120,802,467,0,1
42529,"Professor of Genetics, Stanford University",@stanford.edu,89601,zorKm2EAAAAJ,{'indices'},evolution|yeast|bioinformatics|genomics,Gavin Sherlock,https://scholar.google.com/citations?view_op=medium_photo&user=zorKm2EAAAAJ,28931,69,46,120,89,0,1
42530,Max Planck Institute for Developmental Biology,@weigelworld.org,89016,VgzYS6IAAAAJ,{'indices'},Plant genomics|evolution|immunity|adaptation|microbiomes,Detlef Weigel,https://scholar.google.com/citations?view_op=medium_photo&user=VgzYS6IAAAAJ,32897,145,98,372,317,0,1
42531,"Professor of Ecology and Evolutionary Biology, Princeton University",@princeton.edu,87201,7PeekG0AAAAJ,{'indices'},Ecology|evolution|mathematical biology|ecological economics|applied mathematics,Simon Levin,https://scholar.google.com/citations?view_op=medium_photo&user=7PeekG0AAAAJ,29765,130,75,488,307,0,1
42532,Columbia University,@columbia.edu,86135,rXYLXJMAAAAJ,{'indices'},Algorithms|Complexity|Game Theory|Evolution,Christos H PAPADIMITRIOU,https://scholar.google.com/citations?view_op=medium_photo&user=rXYLXJMAAAAJ,17915,129,54,309,205,0,1
42533,"Institute of Ecology and Evolution, University of Berne",@iee.unibe.ch,85006,VsaRrjsAAAAJ,{'indices'},evolution|population genetics|range expansions|statistical genetics|demographic inference,Laurent Excoffier,https://scholar.google.com/citations?view_op=medium_photo&user=VsaRrjsAAAAJ,28356,96,57,199,153,0,1
42534,"Director, Centre for Biodiversity Genomics, University of Guelph",@uoguelph.ca,83105,VScbxfoAAAAJ,{'indices'},Biodiversity Science|Evolution|Genetics|Ecology|DNA barcoding,Paul DN Hebert,https://scholar.google.com/citations?view_op=medium_photo&user=VScbxfoAAAAJ,34512,119,75,459,298,0,1
42535,"UC Berkeley, University of Copenhagen",@bio.ku.dk,80128,PySbfcEAAAAJ,{'indices'},Population Genetics|Evolutionary genetics|Evolution|Statistical Genetics,Rasmus Nielsen,https://scholar.google.com/citations?view_op=medium_photo&user=PySbfcEAAAAJ,36019,131,98,268,230,0,1
42536,"Department of Zoology, University of Cambridge",@cam.ac.uk,78459,HT49wfsAAAAJ,{'indices'},Animal Behaviour|Ecology|Evolution,Tim Clutton-Brock,https://scholar.google.com/citations?view_op=medium_photo&user=HT49wfsAAAAJ,20233,135,69,422,320,0,1
42537,University of Edinburgh,@ed.ac.uk,77717,z7MZvmMAAAAJ,{'indices'},Virology|Evolution,Donald Smith,https://scholar.google.com/citations?view_op=medium_photo&user=z7MZvmMAAAAJ,31666,104,62,684,286,0,1
42538,"JA Jones Distinguished Professor of Mechanical Engineering, Duke University",@duke.edu,77431,Inu2EBwAAAAJ,{'indices'},Design|Nature|Evolution|Thermodynamics|Heat Transfer,Adrian Bejan,https://scholar.google.com/citations?view_op=medium_photo&user=Inu2EBwAAAAJ,25413,100,51,528,299,0,1
42539,"Professor, University of California, Davis (UC Davis), Department of Evolution and Ecology",@ucdavis.edu,74919,LrlwhwUAAAAJ,{'indices'},Phylogenomics|Microbial Diversity|Evolution|Microbial Ecology|Microbiome,Jonathan A. Eisen,https://scholar.google.com/citations?view_op=medium_photo&user=LrlwhwUAAAAJ,22582,101,74,308,223,0,1
42540,"Professor of Ecology and Evolution, University of Chicago",@uchicago.edu,73176,RFRua_AAAAAJ,{'indices'},Evolution|Genetics|Genomics|Bioinformatics,Wen-Hsiung Li,https://scholar.google.com/citations?view_op=medium_photo&user=RFRua_AAAAAJ,14341,110,50,380,219,0,1
42541,Professor Molecular Virology,@erasmusmc.nl,72366,gl9hluAAAAAJ,{'indices'},Virology|Zoonoses|Evolution|Influenza|Virus transmission,Ron Fouchier,https://scholar.google.com/citations?view_op=medium_photo&user=gl9hluAAAAAJ,25392,117,73,372,299,0,1
42542,"Professor of Urology, Oncology, Pharmacology and Molecular Sciences, Johns Hopkins …",@jhmi.edu,69694,qrZ788cAAAAJ,{'indices'},tumor biology|metastasis|ecology|evolution|cancer treatment,Kenneth Pienta,https://scholar.google.com/citations?view_op=medium_photo&user=qrZ788cAAAAJ,27082,130,76,442,311,0,1
42543,"Professor of Environmental Engineering, University of Washington",@u.washington.edu,68928,yGoUMzYAAAAJ,{'indices'},Microbiology|Ecology|Evolution,David A. Stahl,https://scholar.google.com/citations?view_op=medium_photo&user=yGoUMzYAAAAJ,17519,106,54,265,178,0,1
42544,"Professor, Department of Psychology, Yonsei University",@yonsei.ac.kr,68068,6Wr2vN0AAAAJ,{'indices'},happiness|evolution|culture,Eunkook Mark Suh,https://scholar.google.com/citations?view_op=medium_photo&user=6Wr2vN0AAAAJ,26303,41,34,57,46,0,1
42545,"University of California, Berkeley",@berkeley.edu,67453,AY-DriwAAAAJ,{'indices'},Mycology|Evolution,John W. TAYLOR,https://scholar.google.com/citations?view_op=medium_photo&user=AY-DriwAAAAJ,24208,97,54,252,168,0,1
42546,"Professor of Biological Sciences, Stanford University",@stanford.edu,66983,DVftIaYAAAAJ,{'indices'},evolution|human genetics|population genetics,Marcus W. Feldman,https://scholar.google.com/citations?view_op=medium_photo&user=DVftIaYAAAAJ,20676,106,63,484,276,0,1
42547,Arizona State University,@asu.edu,66545,kzht3-0AAAAJ,{'indices'},evolution|genetics|cell biology,Michael Lynch,https://scholar.google.com/citations?view_op=medium_photo&user=kzht3-0AAAAJ,18214,109,63,295,213,0,1
42548,"Professor of Biology, Macquarie University",@mq.edu.au,65592,lc5qpkUAAAAJ,{'indices'},conservation|evolution|ecology|evolutionary ecology,Richard Shine,https://scholar.google.com/citations?view_op=medium_photo&user=lc5qpkUAAAAJ,20760,123,58,886,594,0,1
42549,"Macquarie University, Sydney",@mq.edu.au,64754,2PXSnHsAAAAJ,{'indices'},ecology|evolution|vegetation,Mark Westoby,https://scholar.google.com/citations?view_op=medium_photo&user=2PXSnHsAAAAJ,26280,112,64,266,175,0,1
42550,"University of Texas, Health Science Center, San Antonio",@uthscsa.edu,62647,Ob5phPIAAAAJ,{'indices'},melatonin|neurodegenerative disease|oxidative stress|evolution,Dun-Xian Tan,https://scholar.google.com/citations?view_op=medium_photo&user=Ob5phPIAAAAJ,27045,131,91,473,376,0,1
42551,"Associate Professor, Dept. of Systems Pharmacology and Translational Therapeutics, Dept …",@pennmedicine.upenn.edu,61428,FexB61cAAAAJ,{'indices'},Statistical Genetics|Population Genetics|Human Genetics|Evolution|Bioinformatics,Benjamin F. Voight,https://scholar.google.com/citations?view_op=medium_photo&user=FexB61cAAAAJ,28162,77,67,104,99,0,1
42552,"Dept Zoology, University of Oxford",@zoo.ox.ac.uk,61374,LdXKr6wAAAAJ,{'indices'},evolution|behaviour|ecology,Paul Harvey,https://scholar.google.com/citations?view_op=medium_photo&user=LdXKr6wAAAAJ,10861,106,45,263,121,0,1
42553,"Center for Biodiversity Dynamics, NTNU, Trondheim, Norway",@imperial.ac.uk,58975,9zQR3rsAAAAJ,{'indices'},evolution|ecology|conservation,Russell Lande,https://scholar.google.com/citations?view_op=medium_photo&user=9zQR3rsAAAAJ,13431,93,49,184,141,0,1
42554,"Professor of Microbiology, University of Illinois at Urbana-Champaign",@life.uiuc.edu,58393,Phx4HUEAAAAJ,{'indices'},Comparative genomics|Evolution|Archaea,Gary J. Olsen,https://scholar.google.com/citations?view_op=medium_photo&user=Phx4HUEAAAAJ,15265,75,37,130,70,0,1
42555,"Institute of Evolution, University of Haifa",@research.haifa.ac.il,56527,kHZBNkkAAAAJ,{'indices'},Evolution,Eviatar Nevo,https://scholar.google.com/citations?view_op=medium_photo&user=kHZBNkkAAAAJ,14138,109,51,832,341,0,1
42556,"Professor of Plant Breeding and Genetics, Cornell University",@cornell.edu,54952,GkvvVp8AAAAJ,{'indices'},plant genetics|rice (Oryza sativa)|evolution|plant genomics|population biology,S McCouch,https://scholar.google.com/citations?view_op=medium_photo&user=GkvvVp8AAAAJ,16240,109,67,242,192,0,1
42557,Los Alamos National Laboratory,@lanl.gov,53986,wFMWxAIAAAAJ,{'indices'},HIV|immunology|vaccines|evolution,Bette Korber,https://scholar.google.com/citations?view_op=medium_photo&user=wFMWxAIAAAAJ,15452,120,68,332,222,0,1
42558,University of St Andrews,@st-and.ac.uk,53869,rsQ9ZV4AAAAJ,{'indices'},ecology|evolution|StACBD|SOI-USTAN,Anne E. Magurran,https://scholar.google.com/citations?view_op=medium_photo&user=rsQ9ZV4AAAAJ,17509,76,42,202,143,0,1
42559,Kaiser Permanente,@kp.org,53497,kn4rmGEAAAAJ,{'indices'},health services|research|epidemiology|diabetes|evolution,Andrew John Karter,https://scholar.google.com/citations?view_op=medium_photo&user=kn4rmGEAAAAJ,23022,91,60,234,193,0,1
42560,"Higgins Professor of Biology, Harvard University",@oeb.harvard.edu,53458,h_MOIUUAAAAJ,{'indices'},Genetics|Genomics|Evolution,Daniel L. Hartl,https://scholar.google.com/citations?view_op=medium_photo&user=h_MOIUUAAAAJ,12173,116,52,396,193,0,1
