Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
576211,"Assistant Professor in Radiation Oncology, Residency Program Director, Mayo Clinic Arizona",,1496.0,-x7giL0AAAAJ,{'indices'},error,Sujay Vora,nan,536.0,20,13,32,17,0,0
576212,Mayo Clinic,,1624.0,uRUPcaYAAAAJ,{'indices'},error,Martin Bues,nan,923.0,18,15,27,24,0,0
576213,Mayo Clinic,,3597.0,OoTcgQwAAAAJ,{'indices'},error,Kenneth Olivier,nan,2338.0,32,25,61,42,0,0
576214,"Executive Director, Winship Cancer Institute of Emory University and NRG Oncology Group Chairman",,52860.0,K2J6WVgAAAAJ,{'indices'},Oncology|Lung Cancer|Brain Tumors|Radiation Oncology|Clinical Trials,Walter Curran,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=K2J6WVgAAAAJ&citpid=3,21130.0,101,60,438,297,0,0
576215,Washington University in St. Louis,,6423.0,Ish3We0AAAAJ,{'indices'},Radiation Oncology,Cliff Robinson,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ish3We0AAAAJ&citpid=1,5666.0,40,37,102,97,0,0
576216,"Associate Professor of Radiation Oncology, Mayo Clinic",,8884.0,WwbJPwUAAAAJ,{'indices'},meningioma and radiosurgery,Scott Stafford,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ish3We0AAAAJ&citpid=1,2618.0,50,32,76,61,0,0
576217,,,1168.0,3SxlnksAAAAJ,{'indices'},radiation oncology,Timothy Kozelsky,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ish3We0AAAAJ&citpid=1,270.0,11,8,11,8,0,0
576218,MAYO CLINIC,,3375.0,1F4wH0IAAAAJ,{'indices'},NEUROSURGERY,MARK K. LYONS,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ish3We0AAAAJ&citpid=1,960.0,29,16,46,29,0,0
576219,Mayo Clinic,,3103.0,Mm3skWEAAAAJ,{'indices'},Prostate cancer|breast cancer|Radiation therapy,"Carlos E Vargas, MD",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Mm3skWEAAAAJ&citpid=2,1090.0,27,19,52,36,0,0
576220,"The University of Hong Kong, Duke University",,4473.0,zbuOc4AAAAAJ,{'indices'},Biostatistics & Bioinformatics|Clinical Trials|Big Data|Machine Learning|Translational Science,Herbert Pang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Mm3skWEAAAAJ&citpid=2,3128.0,32,28,65,53,0,0
576221,University of California San Diego,,2585.0,u8CCiKQAAAAJ,{'indices'},Lung cancer|radiotherapy|radiosurgery|proton therapy|re-irradiation,James John Urbanic,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=u8CCiKQAAAAJ&citpid=1,2066.0,24,23,45,37,0,0
576222,Department of Epidemiology and Biostatistics - Memorial Sloan-Kettering Cancer Center,,2063.0,hL2-neUAAAAJ,{'indices'},Biostatistic|survival analysis|clinical trials,Audrey Mauguen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hL2-neUAAAAJ&citpid=1,1214.0,23,19,31,27,0,0
576223,Johns Hopkins School of Medicine,,81812.0,ltmXIhMAAAAJ,{'indices'},Neuropathology|Neuro Oncology|Pathology,Peter Burger,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hL2-neUAAAAJ&citpid=1,18780.0,129,58,491,269,0,0
576224,Mayo Clinic,,12098.0,H9UlchIAAAAJ,{'indices'},evidence based medicine|systematic review|meta-analysis,"Zhen Wang, PhD",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=H9UlchIAAAAJ&citpid=2,10128.0,51,49,123,114,0,0
576225,Mayo Clinic,,91495.0,dwpGaSUAAAAJ,{'indices'},Evidence-based Medicine,M. Hassan Murad,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dwpGaSUAAAAJ&citpid=1,71772.0,137,115,555,536,0,0
576226,"Professor, Departments of Neurological Surgery and Radiation Oncology",,18583.0,FEyA1HQAAAAJ,{'indices'},Neurosurgery,Bruce Pollock,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dwpGaSUAAAAJ&citpid=1,6107.0,75,43,182,138,0,0
576227,"Professor of Pathology, Oncology and Ophthalmology, Johns Hopkins University School of Medicine",,10681.0,D4XLhxcAAAAJ,{'indices'},neuropathology|neurooncology|brain tumors|peripheral nerve tumors|ophthalmic pathology,Fausto Rodriguez,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=D4XLhxcAAAAJ&citpid=2,7367.0,53,41,125,104,0,0
576228,Professor of Radiation Oncology - Mayo Medical School,,7098.0,3-Rf22kAAAAJ,{'indices'},Prostate Cancer|Brachytherapy|Radiation Therapy|Genitourinary Cancer|Biomedical Ultrasound,"Brian J. Davis, M.D., Ph.D.",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3-Rf22kAAAAJ&citpid=3,4128.0,43,26,87,55,0,0
576229,استاذ مساعد في علوم الرياضيات التطبيقية في كلية التربية الاساسية,,2.0,L_KiVpwAAAAJ,{'indices'},mathematics|fractional differential equations|fluid mechanics,mohammed ali murad,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L_KiVpwAAAAJ&citpid=2,2.0,1,1,0,0,0,0
576230,,,18569.0,IRSAUtYAAAAJ,{'indices'},,George Grunberger,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L_KiVpwAAAAJ&citpid=2,8431.0,63,41,128,69,0,0
576231,Samford University,,4810.0,6Y81a3oAAAAJ,{'indices'},Mechanisms of insulin resistance in human obesity and type 2 diabetes|novel biomarkers|gene expression|and metabolism in anim,"Suresh T. Mathews, PhD, FACN, FICS",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6Y81a3oAAAAJ&citpid=4,1468.0,21,15,28,21,0,0
576232,Karolinska Institutet,,17549.0,amru95IAAAAJ,{'indices'},Chromatin|transcriptional noise|cancer,Rolf Ohlsson,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6Y81a3oAAAAJ&citpid=4,3351.0,66,26,134,55,0,0
576233,"Uppsala University, Dept of Immunology, Genetics and Pathology",,61488.0,aUdGo78AAAAJ,{'indices'},Vascular and cancer biology,Christer Betsholtz,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aUdGo78AAAAJ&citpid=2,21996.0,110,66,263,179,0,0
576234,,,8661.0,7YMYLzsAAAAJ,{'indices'},,Lars Iversen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aUdGo78AAAAJ&citpid=2,4336.0,48,32,148,106,0,0
576235,,,625.0,k5v5WTcAAAAJ,{'indices'},,Edyta Biskup,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aUdGo78AAAAJ&citpid=2,320.0,13,11,19,13,0,0
576236,University of Copenhagen,,27231.0,IxLwJWsAAAAJ,{'indices'},Dermatology,Gregor Jemec,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aUdGo78AAAAJ&citpid=2,15453.0,85,61,393,304,0,0
576237,University of Copenhagen,,584.0,STnxjUkAAAAJ,{'indices'},biology|immunology|cancer,Andreas Willerslev-Olsen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=STnxjUkAAAAJ&citpid=1,527.0,15,14,17,16,0,0
576238,,,545.0,93Q62ZwAAAAJ,{'indices'},immunology,Simon Fredholm,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=93Q62ZwAAAAJ&citpid=2,519.0,14,14,16,16,0,0
