,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
227913,"Associate Professor, Institute of Acoustics, School of Physics in Nanjing University",@nju.edu.cn,61910,-CFL8DYAAAAJ,{'indices'},Acoustics|Sound|Ultrasonics|Vibration|NDT,Hui Zhang,https://scholar.google.com/citations?view_op=medium_photo&user=-CFL8DYAAAAJ,37039,112,87,434,330,0,0
227914,"Professor of Aerospace engineering, University of Michigan",@umich.edu,47931,icZPsdMAAAAJ,{'indices'},vibration|smart structures|piezoelectric materials|morphing UAVs,Daniel J. Inman,https://scholar.google.com/citations?view_op=medium_photo&user=icZPsdMAAAAJ,20704,92,63,499,274,0,0
227915,Ningbo University 宁波大学 A-3774-2009 ORCID: 0000-0002-0724-7538,@nbu.edu.cn,36423,UqR2PaAAAAAJ,{'indices'},Vibration|Piezoelectric|Plate|Resonator|Wave,Ji Wang王骥,https://scholar.google.com/citations?view_op=medium_photo&user=UqR2PaAAAAAJ,16542,74,53,778,437,0,0
227916,University of Leicester,@leicester.ac.uk,32289,GuLkXX4AAAAJ,{'indices'},vibration|acoustics|bionic engineering|machine condition monitoring|and structural health monitoring,Jian Chen,https://scholar.google.com/citations?view_op=medium_photo&user=GuLkXX4AAAAJ,19844,82,62,570,481,0,0
227917,"Distinguished Research Fellow, Imperial College London",@imperial.ac.uk,22219,4V-VIsUAAAAJ,{'indices'},structural dynamics|vibration|modal analysis|blade vibration,David Ewins,https://scholar.google.com/citations?view_op=medium_photo&user=4V-VIsUAAAAJ,6809,61,36,226,105,0,0
227918,"Professor of aerospace engineering, University of Illinois at Urbana-Champaign",@illinois.edu,17482,o1y1_KgAAAAJ,{'indices'},dynamics|vibration|applied stochastic processes|structural control,Lawrence Bergman,https://scholar.google.com/citations?view_op=medium_photo&user=o1y1_KgAAAAJ,7313,62,42,232,153,0,0
227919,"Freelance Professor and Consultant,  Dehradun",,17163,6P5ng-wAAAAJ,{'indices'},Machanical Engineering|Computational Mechanics|Laminated Plates|Vibration,Ashish Sharma,https://scholar.google.com/citations?view_op=medium_photo&user=6P5ng-wAAAAJ,9121,57,38,402,244,0,0
227920,UNSW,@unsw.edu.au,15703,RrKmSdMAAAAJ,{'indices'},Vibration,Robert Randall,https://scholar.google.com/citations?view_op=medium_photo&user=RrKmSdMAAAAJ,7949,51,37,139,94,0,0
227921,"Chonnam National University, Korea",@jnu.ac.kr,15469,nGF74OIAAAAJ,{'indices'},Structural health monitoring|Vibration|Smart structures,Gyuhae Park,https://scholar.google.com/citations?view_op=medium_photo&user=nGF74OIAAAAJ,5573,52,34,136,80,0,0
227922,"School of Mechatronic System Engineering, Simon Fraser University",@sfu.ca,14257,mQ8isAsAAAAJ,{'indices'},Mechatronics|dynamics|vibration|sensors|actuators,"Golnaraghi, Farid",https://scholar.google.com/citations?view_op=medium_photo&user=mQ8isAsAAAAJ,3369,47,26,100,63,0,0
