,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
188341,Research Hydrologist,@ars.usda.gov,28309,zkUEjyIAAAAJ,{'indices'},Hydrology,Bill Kustas,https://scholar.google.com/citations?view_op=medium_photo&user=zkUEjyIAAAAJ,10854,87,51,252,168,0,0
188342,Delft university of technology,@tudelft.nl,27257,J6yQd34AAAAJ,{'indices'},hydrology|water resources,Hubert HG Savenije,https://scholar.google.com/citations?view_op=medium_photo&user=J6yQd34AAAAJ,13671,85,59,252,204,0,0
188343,"Director, ICAR-IISWC Dehradun",@icar.gov.in,27222,XHKvV0sAAAAJ,{'indices'},Soil & Water Conservation|Watershed Management|Hydrology|NRM,"PK Mishra, Principal Scientist",https://scholar.google.com/citations?view_op=medium_photo&user=XHKvV0sAAAAJ,18077,66,53,654,456,0,0
188344,International Professor of Environmental Egineering and Adjunct Professor of Civil and …,@cornell.edu,27167,B_RJNxoAAAAJ,{'indices'},Water|soil and nutrient management|hydrology,Tammo Steenhuis,https://scholar.google.com/citations?view_op=medium_photo&user=B_RJNxoAAAAJ,9895,87,50,399,258,0,0
188345,"Professor of Hydrology and Water Resources, Hohai University ",@hhu.edu.cn,26971,XjrWUYsAAAAJ,{'indices'},Hydrology|Water Resources|Drought|Flood forecast,zhiyong wu（吴志勇）,https://scholar.google.com/citations?view_op=medium_photo&user=XjrWUYsAAAAJ,17747,70,60,579,399,0,0
188346,Texas A&M University,@tamu.edu,26930,LgMVJ3wAAAAJ,{'indices'},hydrology|uncertainty|modeling,Patricia Smith,https://scholar.google.com/citations?view_op=medium_photo&user=LgMVJ3wAAAAJ,8926,74,40,411,167,0,0
188347,Bristol University,@bristol.ac.uk,26290,RO4T7pcAAAAJ,{'indices'},Hydrology|remote sensing|flooding,Paul Bates,https://scholar.google.com/citations?view_op=medium_photo&user=RO4T7pcAAAAJ,13626,94,65,250,215,0,0
188348,"Professor,  Professor Georgia Institute of Technology, Professor Emeritus MIT",@mit.edu,25664,mWxD1a0AAAAJ,{'indices'},Hydrology,Rafael L. Bras,https://scholar.google.com/citations?view_op=medium_photo&user=mWxD1a0AAAAJ,6580,86,45,245,140,0,0
188349,Max Planck Institute for Meteorology,@zmaw.de,25096,J6zD2SYAAAAJ,{'indices'},Climate Research|Hydrology,"Hagemann, S.",https://scholar.google.com/citations?view_op=medium_photo&user=J6zD2SYAAAAJ,10046,63,49,119,97,0,0
188350,University of Southampton,@soton.ac.uk,24490,Uv1sQxYAAAAJ,{'indices'},Hydrology|Hydroclimatology|Drought|Climate Change,Justin Sheffield,https://scholar.google.com/citations?view_op=medium_photo&user=Uv1sQxYAAAAJ,15898,69,59,148,136,0,0
188351,"Agricultural and Food Engineering Department, IIT Kharagpur, India",@agfe.iitkgp.ernet.in,24472,wg3NBd8AAAAJ,{'indices'},Natural Resources Management|Agricultural Water Management|Irrigation|Hydrology|Groundwater and Hydrogeology,Dr. Ajay Singh,https://scholar.google.com/citations?view_op=medium_photo&user=wg3NBd8AAAAJ,16339,45,39,787,510,0,0
188352,"Professor, College of Hydrology & Water Resources, Hohai University",@hhu.edu.cn,23718,TBuiYp8AAAAJ,{'indices'},Hydrology|Water Resources|Uncertainty Quantification,Qingyun Duan,https://scholar.google.com/citations?view_op=medium_photo&user=TBuiYp8AAAAJ,10940,62,48,131,120,0,0
188353,"Nanjing Institute of Geography & Limnology, Chinese Academy of Science",@niglas.ac.cn,23609,3ybS9jYAAAAJ,{'indices'},Lake Science|Aquatic Ecology|Hydrology|Paleolimnology,Boqiang Qin,https://scholar.google.com/citations?view_op=medium_photo&user=3ybS9jYAAAAJ,11412,73,50,415,226,0,0
188354,"Professor and Executive Director, Global Institute for Water Security, University of …",@usask.ca,23567,-6lu8GsAAAAJ,{'indices'},Hydrology|Remote Sensing|Global Change|Groundwater Depletion|Water Security,JS Famiglietti,https://scholar.google.com/citations?view_op=medium_photo&user=-6lu8GsAAAAJ,13115,79,57,167,148,0,0
188355,University of Leeds,@leeds.ac.uk,23360,iXl-snMAAAAJ,{'indices'},geomorphology|hydrology,Mike Kirkby,https://scholar.google.com/citations?view_op=medium_photo&user=iXl-snMAAAAJ,5776,70,35,142,87,0,0
188356,fisheries and oceans canada,@dfo-mpo.gc.ca,23133,xA8cZOwAAAAJ,{'indices'},oceanography|limnology|hydrology|climate|arctic,Eddy Carmack,https://scholar.google.com/citations?view_op=medium_photo&user=xA8cZOwAAAAJ,6944,78,41,187,131,0,0
188357,"Professor of Hydrology and Water Resources, EPFL (CH) and Università di Padova (IT)",@epfl.ch,23023,27F9Y3cAAAAJ,{'indices'},Hydrology|ecohydrology|river networks as ecological corridors|spatially explicit epidemiology of waterborne …,Andrea Rinaldo,https://scholar.google.com/citations?view_op=medium_photo&user=27F9Y3cAAAAJ,9456,94,54,237,190,0,0
188358,"research hydrologist, US Geological Survey",@usgs.gov,22636,WNg-WVYAAAAJ,{'indices'},hydrology,Paul CD Milly,https://scholar.google.com/citations?view_op=medium_photo&user=WNg-WVYAAAAJ,9164,60,38,99,74,0,0
188359,USDA Agricultural Research Service,@ars.usda.gov,22612,39DEBxMAAAAJ,{'indices'},Soil Erosion|Soil Conservation|Climate Change|Hydrology|Watershed Management,Mark A Nearing,https://scholar.google.com/citations?view_op=medium_photo&user=39DEBxMAAAAJ,8927,82,50,218,174,0,0
188360,"Professor of Hydrology, Utrecht University",@geo.uu.nl,22491,tLb7kHEAAAAJ,{'indices'},Hydrology|Water Resources|Geosciences|Environmental Sciences|Ecology,Marc Bierkens,https://scholar.google.com/citations?view_op=medium_photo&user=tLb7kHEAAAAJ,14975,73,56,188,152,0,0
188361,US Geological Survey,@usgs.gov,22361,nrbbsOMAAAAJ,{'indices'},hydrology|climate,"PCD (""Chris"") Milly",https://scholar.google.com/citations?view_op=medium_photo&user=nrbbsOMAAAAJ,9086,59,38,96,72,0,0
188362,University of Oslo,@geo.uio.no,22108,5ngjovQAAAAJ,{'indices'},Hydrology|Hydrological modeling|Climate change impact,Chong-Yu Xu,https://scholar.google.com/citations?view_op=medium_photo&user=5ngjovQAAAAJ,12517,80,58,270,241,0,0
188363,"Professor, Australian National University",@anu.edu.au,22093,EBdc894AAAAJ,{'indices'},Hydrology|integrated water resources assessment|modeling,AJ Jakeman,https://scholar.google.com/citations?view_op=medium_photo&user=EBdc894AAAAJ,8102,67,40,207,96,0,0
188364,School of Civil Engineering Environmental Science & School of Meteorology & Hydraulic …,@ou.edu,21704,zFsgkJgAAAAJ,{'indices'},Remote Sensing|Hydrology|Civil Engineering|Water Resources|GIS,Yang Hong,https://scholar.google.com/citations?view_op=medium_photo&user=zFsgkJgAAAAJ,13157,63,50,275,221,0,0
188365,"(1927-1999), CSIRO scientist",@csiro.au,21605,RiyNL6IAAAAJ,{'indices'},soil physics|applied mathematics|hydrology,"Philip, John R.",https://scholar.google.com/citations?view_op=medium_photo&user=RiyNL6IAAAAJ,2987,67,21,186,50,0,0
188366,"Director of IDL, Univ Lisbon",@fc.ul.pt,21272,qAW5awsAAAAJ,{'indices'},Geoscience|Climatology|Hydrology|Environmental Sciences|Astronomy,Ricardo M Trigo,https://scholar.google.com/citations?view_op=medium_photo&user=qAW5awsAAAAJ,12537,68,56,216,191,0,0
188367,NASA Goddard Space Flight Center,@nasa.gov,21086,pW6k8CgAAAAJ,{'indices'},Hydrology|Remote Sensing,Matthew Rodell,https://scholar.google.com/citations?view_op=medium_photo&user=pW6k8CgAAAAJ,12558,62,51,113,106,0,0
188368,Professor in the Environmental Science Division at Lancaster University. Director of CRES …,,21035,rz1HmDsAAAAJ,{'indices'},Hydrology|Hydrological Modelling,Peter C. Young,https://scholar.google.com/citations?view_op=medium_photo&user=rz1HmDsAAAAJ,3856,74,31,269,94,0,0
188369,"Hydrologist, US Geological Survey",@usgs.gov,20823,Jt5I-0gAAAAJ,{'indices'},hydrology|water quality|statistics,Robert M. Hirsch,https://scholar.google.com/citations?view_op=medium_photo&user=Jt5I-0gAAAAJ,7405,45,29,65,48,0,0
188370,USDA ARS,@ars.usda.gov,20584,FfD_fhsAAAAJ,{'indices'},Remote Sensing|Hydrology|Drought|Water use,Martha Anderson,https://scholar.google.com/citations?view_op=medium_photo&user=FfD_fhsAAAAJ,12688,74,55,198,179,0,0
188371,Earth System Science & Engineering,@uci.edu,20421,zkNXecUAAAAJ,{'indices'},hydrology|ecology|geophysics|soil physics|uncertainty analysis,Jasper A. Vrugt,https://scholar.google.com/citations?view_op=medium_photo&user=zkNXecUAAAAJ,10973,64,47,132,114,0,0
188372,"Departament of Geography, University of Valencia",@uv.es,20346,2JU_DyQAAAAJ,{'indices'},Physical Geography|Soil Erosion|Soil Science|Geomorphology|Hydrology,Artemi Cerdà,https://scholar.google.com/citations?view_op=medium_photo&user=2JU_DyQAAAAJ,13719,80,65,270,224,0,0
188373,"Professor of the Physics of Environmental Systems, ETH Zurich",@ethz.ch,20274,xSkCtK8AAAAJ,{'indices'},Hydrology|geomorphology|aqueous geochemistry|evolutionary ecology|paleobiology,James Kirchner,https://scholar.google.com/citations?view_op=medium_photo&user=xSkCtK8AAAAJ,8895,71,52,152,135,0,0
188374,"Professor of Civil Engineering, University of Minnesota",@umn.edu,19882,HgsRGjcAAAAJ,{'indices'},groundwater flow|hydrology|applied mathematics,Otto Strack,https://scholar.google.com/citations?view_op=medium_photo&user=HgsRGjcAAAAJ,7101,29,19,45,23,0,0
188375,Cornell University,@cornell.edu,19644,vYOirOkAAAAJ,{'indices'},environmental engineering|geophysics|hydrology|atmospheric science,Wilfried Brutsaert,https://scholar.google.com/citations?view_op=medium_photo&user=vYOirOkAAAAJ,4260,61,30,162,68,0,0
188376,"Professor, Department of Civil and Environmental Engineering, Tokyo Institute of …",@cv.titech.ac.jp,19552,Swa0sTQAAAAJ,{'indices'},water resources|hydrology|climate change|monsoon|civil engineering,Shinjiro Kanae,https://scholar.google.com/citations?view_op=medium_photo&user=Swa0sTQAAAAJ,11385,54,43,114,85,0,0
188377,US Geological Survey,@usgs.gov,19269,Z3r45IMAAAAJ,{'indices'},carbon biogeochemistry|hydrology|carbon dioxide|methane,Robert Striegl,https://scholar.google.com/citations?view_op=medium_photo&user=Z3r45IMAAAAJ,10313,59,46,106,90,0,0
188378,"Professor of Water and Environmental Engineering, University of Bristol, UK",@bristol.ac.uk,19259,qgkaRH0AAAAJ,{'indices'},Hydrology|Hydroinformatics|Sensitivity Analysis|Natural Hazards,Thorsten Wagener,https://scholar.google.com/citations?view_op=medium_photo&user=qgkaRH0AAAAJ,11086,66,55,149,126,0,0
188379,Swedish Meteorological and Hydrological Institute (SMHI),,18957,SCZ_yQcAAAAJ,{'indices'},Hydrology|Hydroclimatology|hydrological modelling|climate change impact assessment,Jonas Olsson,https://scholar.google.com/citations?view_op=medium_photo&user=SCZ_yQcAAAAJ,12054,71,54,242,190,0,0
188380,CSIRO Land and Water and Water,@csiro.au,18848,DLeqensAAAAJ,{'indices'},water resources management|hydrology|climate change|environmental sciences,Lu Zhang,https://scholar.google.com/citations?view_op=medium_photo&user=DLeqensAAAAJ,8989,70,50,169,137,0,0
188381,Regents' Professor of Hydrometeorology,@email.arizona.edu,18441,nIfDln4AAAAJ,{'indices'},Hydrology|Hydrometeorology|Meteorology,W James Shuttleworth,https://scholar.google.com/citations?view_op=medium_photo&user=nIfDln4AAAAJ,4035,65,30,155,78,0,0
188382,"School of Geography, University of Melbourne",@unimelb.edu.au,18391,kj867lsAAAAJ,{'indices'},Geomorphology|Hydrology|Speleology,Brian Finlayson,https://scholar.google.com/citations?view_op=medium_photo&user=kj867lsAAAAJ,8593,41,30,102,52,0,0
188383,"Professor Emeritus of Hydrology, Tel Aviv University",@eng.tau.ac.il,18362,X2jmdu8AAAAJ,{'indices'},Hydrology,Gedeon Dagan,https://scholar.google.com/citations?view_op=medium_photo&user=X2jmdu8AAAAJ,2551,64,26,182,72,0,0
188384,"Centre for Hydrology, University of Saskatchewan",@usask.ca,18256,1wATtH4AAAAJ,{'indices'},snow|hydrology|prediction|climate|cold regions,John Pomeroy,https://scholar.google.com/citations?view_op=medium_photo&user=1wATtH4AAAAJ,8123,73,50,230,177,0,0
188385,"Professor of Civil & Hydraulic Engineering, Hong Kong Polytechnic University",@polyu.edu.hk,18114,d2TtkDAAAAAJ,{'indices'},Hydrology|Hydraulics|Water Quality|Artificial Intelligence|Construction Management,Kwok Wing Chau,https://scholar.google.com/citations?view_op=medium_photo&user=d2TtkDAAAAAJ,10869,74,60,210,159,0,0
188386,The University of Montana,@ntsg.umt.edu,18032,uD6X-q8AAAAJ,{'indices'},hydrology|ecology|plant-water relations|remote sensing,John S. Kimball,https://scholar.google.com/citations?view_op=medium_photo&user=uD6X-q8AAAAJ,9886,66,47,158,141,0,0
188387,"Provost, Senior Vice President, Professor (Civil Engineering) Monash; UBC; EPFL; UC …",@monash.edu,17805,tPOhFIoAAAAJ,{'indices'},Hydrology|Environmental Fluid Mechanics|Water Resources|Environmental Engineering,Marc B. Parlange,https://scholar.google.com/citations?view_op=medium_photo&user=tPOhFIoAAAAJ,6636,69,40,202,133,0,0
188388,"Department of Crop Sciences, University of Goettingen",@uni-goettingen.de,17734,dRgNe14AAAAJ,{'indices'},Agronomy|Hydrology|Food Security|Modeling|Geosciences,Stefan Siebert,https://scholar.google.com/citations?view_op=medium_photo&user=dRgNe14AAAAJ,11459,45,39,75,67,0,0
188389,"Xinjiang Institute of Ecology and Geography, Chinese Academy of Sciences",,17699,ZJoZoV8AAAAJ,{'indices'},Hydrology|Ecology|arid area,Yaning Chen,https://scholar.google.com/citations?view_op=medium_photo&user=ZJoZoV8AAAAJ,8625,62,45,477,230,0,0
188390,University of Zurich,@geo.uzh.ch,17581,lW8QuggAAAAJ,{'indices'},Catchment Hydrology|Hydrological Modelling|Hydrology,Jan Seibert,https://scholar.google.com/citations?view_op=medium_photo&user=lW8QuggAAAAJ,9278,66,47,184,161,0,0
188391,"Professor of Civil & Environmental Engineering, University of Iowa",@uiowa.edu,17345,VHbwCjEAAAAJ,{'indices'},Hydrology|Floods|Remote Sensing,Witold Krajewski,https://scholar.google.com/citations?view_op=medium_photo&user=VHbwCjEAAAAJ,6117,75,38,214,143,0,0
188392,Transmissivity BV | VanderSat BV,@transmissivity.nl,17304,z8s731QAAAAJ,{'indices'},Soil moisture|Remote Sensing|Hydrology,Richard de Jeu,https://scholar.google.com/citations?view_op=medium_photo&user=z8s731QAAAAJ,11471,59,50,115,107,0,0
188393,Princeton University,@princeton.edu,17287,8bkEvH8AAAAJ,{'indices'},Flow in Porous Media|Hydrology|Carbon Storage|Numerical Methods|Contaminant Transport,Michael Celia,https://scholar.google.com/citations?view_op=medium_photo&user=8bkEvH8AAAAJ,5519,66,39,166,104,0,0
188394,"Scientist, Research Professor",@mncn.csic.es,17093,h-P51jUAAAAJ,{'indices'},Fluvial geomorphology|paleofloods|palaeohydrology|hydrology|dryland geomorphology,Gerardo Benito,https://scholar.google.com/citations?view_op=medium_photo&user=h-P51jUAAAAJ,9609,61,41,139,97,0,0
188395,"Professor of Hydrology, Eawag",@eawag.ch,16958,rIkpluIAAAAJ,{'indices'},Hydrology|water resources|system analysis|climate change,Karim Abbaspour,https://scholar.google.com/citations?view_op=medium_photo&user=rIkpluIAAAAJ,10830,58,48,137,109,0,0
188396,Ernest Ern Professor of Environmental Science and Professor of Civil and Environmental …,@virginia.edu,16909,hKmmMrAAAAAJ,{'indices'},Hydrology|ecosystems|simulation modeling|ecohydrology,Lawrence Band,https://scholar.google.com/citations?view_op=medium_photo&user=hKmmMrAAAAAJ,5337,62,41,133,99,0,0
188397,North Carolina State University,@ncsu.edu,16900,gk1fYHwAAAAJ,{'indices'},Geochemistry|Optical Spectroscopy|Hydrology|Military Geoscience|Geospatial Science,Russell Harmon,https://scholar.google.com/citations?view_op=medium_photo&user=gk1fYHwAAAAJ,3765,70,31,211,91,0,0
188398,"Professor of Wildfire Science, Geography Department, Swansea University",@swan.ac.uk,16676,pcIt3RMAAAAJ,{'indices'},wildfire impacts|hydrology|soil|carbon|water repellency,stefan h doerr,https://scholar.google.com/citations?view_op=medium_photo&user=pcIt3RMAAAAJ,8805,63,48,164,133,0,0
188399,IHE Delft,@un-ihe.org,16582,PvxF0X0AAAAJ,{'indices'},Hydrology|meteorology|climate change|adaptation,Eddy Moors,https://scholar.google.com/citations?view_op=medium_photo&user=PvxF0X0AAAAJ,7054,58,39,115,93,0,0
188400,SLU,@slu.se,16537,D8js_gsAAAAJ,{'indices'},Hydrology|biogeochemistry,Hjalmar Laudon,https://scholar.google.com/citations?view_op=medium_photo&user=D8js_gsAAAAJ,9909,70,51,251,213,0,0
188401,Mie University,@bio.mie-u.ac.jp,16525,KPMyQj8AAAAJ,{'indices'},Soil physics|Frozen soil|Hydrology,Kunio Watanabe,https://scholar.google.com/citations?view_op=medium_photo&user=KPMyQj8AAAAJ,5542,56,31,354,119,0,0
188402,"Junior Specialist, Center for Environmental and Geographic Information Services",@cegisbd.com,16342,Z0AQZm8AAAAJ,{'indices'},IWRM|Hydrology|River Morphology|Water Resources|Climate,Md Atiqur Rahman,https://scholar.google.com/citations?view_op=medium_photo&user=Z0AQZm8AAAAJ,9579,49,37,392,244,0,0
188403,"Research Professor of Civil and Environmental Engineering, Tufts University",@tufts.edu,16296,mgew4nEAAAAJ,{'indices'},Water Resources|Hydrology|Environmental Statistics|Natural Hazards|Environmental Engineering,Richard M Vogel,https://scholar.google.com/citations?view_op=medium_photo&user=mgew4nEAAAAJ,6538,64,43,143,117,0,0
188404,International Institute for Applied Systems Analysis,@iiasa.ac.at,15938,meSO9ooAAAAJ,{'indices'},Hydrology|Water Resources|Groundwater|Environment,Yoshihide Wada,https://scholar.google.com/citations?view_op=medium_photo&user=meSO9ooAAAAJ,13580,60,59,131,129,0,0
188405,Research Scholar,,15852,90vY5FYAAAAJ,{'indices'},Soil and Water Conservation|Irrigation|Hydrology|Drainage,Amandeep Singh,https://scholar.google.com/citations?view_op=medium_photo&user=90vY5FYAAAAJ,8263,50,36,337,209,0,0
188406,University of Aberdeen,@abdn.ac.uk,15649,ReyRhmAAAAAJ,{'indices'},hydrology|water resources,Chris Soulsby,https://scholar.google.com/citations?view_op=medium_photo&user=ReyRhmAAAAAJ,7541,75,49,265,209,0,0
188407,"Instituto de Pesquisas Hidráulicas - UFRGS, Rhama Consultoria - Brazil",@rhama.com.br,15285,wnN_MzQAAAAJ,{'indices'},hydrology|water resources|environment|stormwater|flood management,Carlos Eduardo Morelli Tucci,https://scholar.google.com/citations?view_op=medium_photo&user=wnN_MzQAAAAJ,6041,58,38,195,89,0,0
188408,"Professor of hydrology, University of Bristol",@bristol.ac.uk,15138,BZnAWMUAAAAJ,{'indices'},hydrology|water quality|erosion,Jim Freer,https://scholar.google.com/citations?view_op=medium_photo&user=BZnAWMUAAAAJ,7069,61,43,122,112,0,0
188409,"Agriculture, Engineering, Water Resources",@ars.usda.gov,15054,csn8FM0AAAAJ,{'indices'},Environment|earth science|hydrology,David Goodrich,https://scholar.google.com/citations?view_op=medium_photo&user=csn8FM0AAAAJ,5406,65,39,182,103,0,0
188410,Irstea,@irstea.fr,14977,2hHn52EAAAAJ,{'indices'},hydrology,Vazken Andréassian,https://scholar.google.com/citations?view_op=medium_photo&user=2hHn52EAAAAJ,7382,53,42,109,83,0,0
188411,University of Minnesota,@umn.edu,14703,3-Wyhe0AAAAJ,{'indices'},Soil Physics|Soil and Water Mangement|Hydrology,Satish Gupta,https://scholar.google.com/citations?view_op=medium_photo&user=3-Wyhe0AAAAJ,3911,56,28,138,72,0,0
188412,"Director, Utah Water Research Laboratory, Professor of Civil and Environmental …",@usu.edu,14656,fo6rTT8AAAAJ,{'indices'},Hydrology|Water Resources|Hydrologic Information Systems|Digital Elevation Model Analysis,David Tarboton,https://scholar.google.com/citations?view_op=medium_photo&user=fo6rTT8AAAAJ,5351,52,38,123,93,0,0
188413,"Senior Research Scientist, Canada Centre for Remote Sensing",@Canada.ca,14626,j-zqLyoAAAAJ,{'indices'},Land Surface Modelling|Remote Sensing|Hydrology|Climate|Ecology,Shusen Wang,https://scholar.google.com/citations?view_op=medium_photo&user=j-zqLyoAAAAJ,6016,40,28,366,135,0,0
188414,"The University of Newcastle, Australia",,14566,hmZHv38AAAAJ,{'indices'},Hydrology|Bayesian|Uncertainty,George Kuczera,https://scholar.google.com/citations?view_op=medium_photo&user=hmZHv38AAAAJ,5018,56,32,146,89,0,0
188415,"Professor of Climate Change Impacts, Water Group, School of Engineering, Newcastle …",@ncl.ac.uk,14405,vsDVhqkAAAAJ,{'indices'},hydrology|climate change|extreme events|floods|droughts,Hayley J. Fowler,https://scholar.google.com/citations?view_op=medium_photo&user=vsDVhqkAAAAJ,8079,58,44,118,110,0,0
188416,"Distinguished Professor, University of California, Irvine",@uci.edu,14381,THLKqZsAAAAJ,{'indices'},Hydrology|Geomorphology|Stochastic modeling|River networks,Efi Foufoula-Georgiou,https://scholar.google.com/citations?view_op=medium_photo&user=THLKqZsAAAAJ,5539,60,36,182,130,0,0
188417,US Geological Survey,,14136,_5TcWvoAAAAJ,{'indices'},climatology|meteorology|hydrology|climate change|phenology,Gregory McCabe,https://scholar.google.com/citations?view_op=medium_photo&user=_5TcWvoAAAAJ,5626,51,31,100,67,0,0
188418,North Carolina State University,@ncsu.edu,14033,_qZvbCIAAAAJ,{'indices'},Numerical methods for linear and nonlinear …|optimization|integral equations|nuclear engineering|hydrology,CT  Kelley,https://scholar.google.com/citations?view_op=medium_photo&user=_qZvbCIAAAAJ,3946,45,24,135,51,0,0
188419,"Professor of Civil Engineering, The City College of New York",@ccny.cuny.edu,14018,o9kQiw8AAAAJ,{'indices'},Hydrology|water resources|sustainability,Balazs M. Fekete,https://scholar.google.com/citations?view_op=medium_photo&user=o9kQiw8AAAAJ,8147,50,39,86,69,0,0
