,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
181384,"Laura Carnell Professor of Biology, Temple University",@temple.edu,370497,VxOmZDgAAAAJ,{'indices'},Evolution|Evolutionary biology|Molecular evolution|Population genetics|Phylogenetics,Masatoshi Nei,https://scholar.google.com/citations?view_op=medium_photo&user=VxOmZDgAAAAJ,103505,127,58,296,169,0,0
181385,EMBL,@embl.de,251435,M6Etr6oAAAAJ,{'indices'},biology|computational biology|systems biology|bioinformatics|evolution,Peer Bork,https://scholar.google.com/citations?view_op=medium_photo&user=M6Etr6oAAAAJ,103691,209,125,577,442,0,0
181386,"Ecologie Systématique Evolution, Université Paris-Sud CNRS AgroParisTech, Université …",@u-psud.fr,238514,0b1Q-3cAAAAJ,{'indices'},behavior|ecology|evolution,Anders Pape Møller,https://scholar.google.com/citations?view_op=medium_photo&user=0b1Q-3cAAAAJ,113239,208,142,1696,1386,0,0
181387,"Scientific Director, UC Santa Cruz Genomics Institute, University of California, Santa Cruz",@soe.ucsc.edu,234480,S2OjOvYAAAAJ,{'indices'},genomics|computer science|molecular biology|evolution|cancer,David Haussler,https://scholar.google.com/citations?view_op=medium_photo&user=S2OjOvYAAAAJ,99752,170,112,346,264,0,0
181388,"Penn State University, UC Santa Barbara, Arizona",@bx.psu.edu,232133,k9T3V7EAAAAJ,{'indices'},genomics|bioinformatics|evolution,Webb Miller,https://scholar.google.com/citations?view_op=medium_photo&user=k9T3V7EAAAAJ,55866,99,51,248,130,0,0
181389,"Dana-Farber Cancer Institute, Harvard Medical School, Broad Institute, Memorial Sloan …",@sanderlab.org,212994,4R7_wW8AAAAJ,{'indices'},Biology|Data Sciences|Evolution|Cancer Therapy,Chris Sander,https://scholar.google.com/citations?view_op=medium_photo&user=4R7_wW8AAAAJ,106157,186,125,423,312,0,0
181390,naturalist (1809-1882),@unr.edu.ar,192474,D847cGsAAAAJ,{'indices'},life sciences|evolution|biogeography|speciation|natural selection,Charles Robert Darwin,https://scholar.google.com/citations?view_op=medium_photo&user=D847cGsAAAAJ,45872,119,63,666,231,0,0
181391,University College Dublin,@ucd.ie,188739,Ap0K7rUAAAAJ,{'indices'},Evolution|Bioinformatics|Sequence Alignment|Genomics,des higgins,https://scholar.google.com/citations?view_op=medium_photo&user=Ap0K7rUAAAAJ,45269,68,40,137,96,0,0
181392,"Professor, University of California, Berkeley",@berkeley.edu,159156,bMK_K2cAAAAJ,{'indices'},fungi|mycology|evolution|phylogeny,John W. Taylor,https://scholar.google.com/citations?view_op=medium_photo&user=bMK_K2cAAAAJ,77120,126,72,750,395,0,0
181393,"Professor of quantitative ecology, Université de Montréal",@umontreal.ca,128197,VGGBqAUAAAAJ,{'indices'},Ecology|beta diversity|phylogenetic analysis|evolution|multivariate statistics,Pierre Legendre,https://scholar.google.com/citations?view_op=medium_photo&user=VGGBqAUAAAAJ,62466,110,70,347,227,0,0
181394,"Professor of Mathematics and Biology, Harvard University",@harvard.edu,121535,aNFzP50AAAAJ,{'indices'},Mathematical Biology|Evolution|Evolutionary Dynamics|Cooperation|Viral dynamics,Martin Nowak,https://scholar.google.com/citations?view_op=medium_photo&user=aNFzP50AAAAJ,43225,157,97,487,390,0,0
181395,University of Cambridge,@cam.ac.uk,117778,OghCU6kAAAAJ,{'indices'},Genomics|microbiology|bioinformatics|evolution|Infectious diseases,Julian Parkhill,https://scholar.google.com/citations?view_op=medium_photo&user=OghCU6kAAAAJ,57829,147,110,503,461,0,0
181396,"Professor of Systems Biology, Harvard Medical School",@hms.harvard.edu,117763,v811KJoAAAAJ,{'indices'},systems biology|developmental biology|cell biology|evolution,Marc Kirschner,https://scholar.google.com/citations?view_op=medium_photo&user=v811KJoAAAAJ,22766,170,78,388,256,0,0
