Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
585608,"Senior Lecturer,Department of Mathematical Statistics and Actuarial Science, University of Free",,405.0,sq3IpLYAAAAJ,{'indices'},Decision Sciences|Statistics|Econometrics|Mathematical Finance|Energy Forecasting,Dr Delson Chikobvu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sq3IpLYAAAAJ&citpid=2,317.0,12,10,12,11,0,0
585609,University of Limpopo,,138.0,zpfpYBIAAAAJ,{'indices'},Statistics of Extremes|Optimisation Theory|Time Series Analysis and Agricultural Statistics,Daniel Maposa,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zpfpYBIAAAAJ&citpid=2,107.0,7,6,5,4,0,0
585610,University of Limpopo,,292.0,BS5K3I4AAAAJ,{'indices'},Applied Statistics|Operations Research,Maseka Lesaoana,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zpfpYBIAAAAJ&citpid=2,167.0,8,8,6,4,0,0
585611,National University of Science and Technology,,115.0,_bhHo9oAAAAJ,{'indices'},Non Determiistic Polynonial hard poblems,Philimon Nyamugure,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_bhHo9oAAAAJ&citpid=1,99.0,7,6,3,2,0,0
585612,Statistics South Africa,,28.0,VYRl44wAAAAJ,{'indices'},Time Series|Analysing financial figures|Econometrics|Extreme Value Theory.,Makhwiting Rhoda,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VYRl44wAAAAJ&citpid=3,20.0,3,3,1,1,0,0
585613,"Centre for Marketing Analytics and Forecasting, Lancaster University",,8695.0,B3o74TgAAAAJ,{'indices'},forecasting|behavioural OR|practice,Robert Fildes,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VYRl44wAAAAJ&citpid=3,3179.0,48,32,92,60,0,0
585614,"Professor of Business Analytics,  Lancaster University",,4167.0,r0mZkPQAAAAJ,{'indices'},forecasting|inventories,John Boylan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=r0mZkPQAAAAJ&citpid=1,2234.0,31,25,48,39,0,0
585615,"Associate Professor of Statistics, University of South Africa",,34.0,RhgvOt4AAAAJ,{'indices'},Quantile Regression|Time Series Analysis and Forecasting|Robust Statistics|Regression Diagnostics,edmore ranganai,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RhgvOt4AAAAJ&citpid=1,34.0,4,4,0,0,0,0
585616,Lecturer of Operations Research,,192.0,4Npmpr0AAAAJ,{'indices'},Operations Research,Elias Munapo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RhgvOt4AAAAJ&citpid=1,153.0,7,7,4,1,0,0
585617,The University of Alabama,,6381.0,Chh5ZssAAAAJ,{'indices'},Statistics|Operations Research,James J Cochran,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RhgvOt4AAAAJ&citpid=1,2637.0,27,20,45,34,0,0
585618,"Senior Lecturer in Supply Chain Management, SBL, University of South Africa",,16.0,q6EbUsMAAAAJ,{'indices'},supply chain management|logistics|operations|procurement and mathematical modelling,Ozias Ncube,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=q6EbUsMAAAAJ&citpid=1,7.0,2,2,1,0,0,0
585619,"CSIR, Built Environment, Spatial Planning and Systems",,914.0,RvuFUsYAAAAJ,{'indices'},Statistics|Remote Sensing|Spatial Planning|GIS,Pravesh Debba,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=q6EbUsMAAAAJ&citpid=1,439.0,11,9,11,9,0,0
585620,University of Limpopo,,177.0,GdXF5AoAAAAJ,{'indices'},Demography analysis|Spatial Statistics,Timotheus Brian Darikwa,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GdXF5AoAAAAJ&citpid=3,106.0,6,5,5,3,0,0
585621,"School of Mathematics, Statistics and Computer Science, University of KwaZulu-Natal",,18.0,mUXEzJEAAAAJ,{'indices'},Extreme Value Theory|Quantile Regression,Murendeni Maurel Nemukula,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mUXEzJEAAAAJ&citpid=2,18.0,2,2,1,1,0,0
585622,Kent State University,,261.0,3WbWBsUAAAAJ,{'indices'},Health outcomes|Policy Research|Community Health|Care Coordination|Health Economics,Edward T. Chiyaka,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3WbWBsUAAAAJ&citpid=3,238.0,8,8,7,7,0,0
