Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
581421,"PhD, Doc., Faculty of Chemistry, Taras Shevchenko National University of Kyiv",,500.0,C6UfiPcAAAAJ,{'indices'},error,Vitaliy Diyuk,nan,263.0,11,10,12,10,0,0
581422,"DSc., PhD., Faculty of Chemistry, Taras Shevchenko National University of Kyiv",,886.0,OjDTB8sAAAAJ,{'indices'},error,Vladyslav Lisnyak,nan,433.0,16,11,32,13,0,0
581423,Taras Shevchenko National University of Kyiv,,481.0,ZWegMo4AAAAJ,{'indices'},chemistry|physical chemistry|carbon materials|fluorinated carbons|nanoparticles,Alexander N. Zaderko,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZWegMo4AAAAJ&citpid=1,184.0,6,6,6,6,0,0
581424,Інститут хімії поверхні їм. О. О. Чуйка,,221.0,-iZtbX0AAAAJ,{'indices'},фізична хімія,Oleksandr Mischanchuk / Олександр...,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZWegMo4AAAAJ&citpid=1,78.0,5,5,4,4,0,0
581425,"Doz., PhD., Taras Shevchenko National University of Kyiv, Ukraine",,110.0,AnScbCUAAAAJ,{'indices'},catalysis|physical chemistry|materials science,Olga Boldyrieva,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZWegMo4AAAAJ&citpid=1,81.0,6,5,4,4,0,0
581426,Presov University,,282.0,tO5UdMoAAAAJ,{'indices'},,Ruslan Mariychuk / Руслан Марійчук,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZWegMo4AAAAJ&citpid=1,241.0,9,8,9,8,0,0
581427,Institute of Physics  NAS of Ukraine,,859.0,YNxXHaIOhq0C,{'indices'},Nonlinear Optics|Nanophysics|Laser Physics,"Volodymyr Gayvoronsky, Vladimir Gay...",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YNxXHaIOhq0C&citpid=1,368.0,15,11,34,13,0,0
581428,,,142.0,OnhQ-oAAAAAJ,{'indices'},,Volodymyr Multian,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YNxXHaIOhq0C&citpid=1,141.0,9,9,9,9,0,0
581429,"Professor of Catalysis, Applied Chemistry and Environmental Science, School of Science, RMIT",,15842.0,pt4w-Y4AAAAJ,{'indices'},Heterogeneous Catalysis|Green Chemistry|Renewable Feedstocks|Biofuels,Karen Wilson,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pt4w-Y4AAAAJ&citpid=3,8918.0,68,49,211,164,0,0
581430,"Senior Researcher, Taras Shevchenko National University of Kyiv",,194.0,TfVtjUgAAAAJ,{'indices'},semiconductor sensors|nanotechnology,"Matushko, Igor P.",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pt4w-Y4AAAAJ&citpid=3,141.0,8,6,7,5,0,0
