,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
166093,"Ecologie Systématique Evolution, Université Paris-Sud CNRS AgroParisTech, Université …",@u-psud.fr,238514,0b1Q-3cAAAAJ,{'indices'},behavior|ecology|evolution,Anders Pape Møller,https://scholar.google.com/citations?view_op=medium_photo&user=0b1Q-3cAAAAJ,113239,208,142,1696,1386,0,0
166094,"Professor of Ecology, University of Minnesota & Professor, Bren School UCSB",@umn.edu,177969,xlfT8vcAAAAJ,{'indices'},ecology|sustainability|biodiversity|diet-health|agriculture,David Tilman,https://scholar.google.com/citations?view_op=medium_photo&user=xlfT8vcAAAAJ,65610,165,102,325,275,0,0
166095,Kyoto University,@mail.doshisha.ac.jp,175256,A0BsiDgAAAAJ,{'indices'},ecology,Hiroshi Takeda,https://scholar.google.com/citations?view_op=medium_photo&user=A0BsiDgAAAAJ,80419,165,111,1238,662,0,0
166096,"Professor Emeritus of Ecology, University of Alaska Fairbanks",,168975,G23eFUQAAAAJ,{'indices'},ecology|global change|community adaptation,F Stuart Chapin III,https://scholar.google.com/citations?view_op=medium_photo&user=G23eFUQAAAAJ,60608,169,96,571,401,0,0
166097,"Professor Emeritus of Biology, University of New Mexico",@unm.edu,136907,mvn33HYAAAAJ,{'indices'},Ecology|Biological Scaling|Biogeography,James H. Brown,https://scholar.google.com/citations?view_op=medium_photo&user=mvn33HYAAAAJ,39045,157,84,735,404,0,0
166098,"Professor of quantitative ecology, Université de Montréal",@umontreal.ca,128197,VGGBqAUAAAAJ,{'indices'},Ecology|beta diversity|phylogenetic analysis|evolution|multivariate statistics,Pierre Legendre,https://scholar.google.com/citations?view_op=medium_photo&user=VGGBqAUAAAAJ,62466,110,70,347,227,0,0
166099,"Professor and VC's Chair in Public Policy, Crawford School, The Australian National …",@anu.edu.au,117885,EQ-mkaAAAAAJ,{'indices'},Ecological Economics|Landscape Ecology|Ecosystem Services|Environmental Science|Ecology,Robert Costanza,https://scholar.google.com/citations?view_op=medium_photo&user=EQ-mkaAAAAAJ,45879,129,77,418,265,0,0
166100,"Director, Woods Institute for the Environment, Stanford University",@stanford.edu,107436,whhr40wAAAAJ,{'indices'},climate change|ecology|carbon cycle|leaf nitrogen,Christopher B. Field,https://scholar.google.com/citations?view_op=medium_photo&user=whhr40wAAAAJ,42994,147,90,344,266,0,0
166101,"Research Fellow, CSIRO Australia",@csiro.au,106318,1SGgB20AAAAJ,{'indices'},Ecology|resilience|complex systems,Brian Walker,https://scholar.google.com/citations?view_op=medium_photo&user=1SGgB20AAAAJ,44038,95,63,279,144,0,0
166102,"Professor, University of Colorado at Boulder",@colorado.edu,96984,WLqObjoAAAAJ,{'indices'},ecology|microbiology|biogeochemistry|microbial ecology|ecosystem ecology,Noah Fierer,https://scholar.google.com/citations?view_op=medium_photo&user=WLqObjoAAAAJ,69591,110,96,232,222,0,0
