,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
72182,"Professor Emeritus, University of Oklahoma",@ou.edu,10792,kYuhd8QAAAAJ,{'indices'},fish ecology|ichthyology,William Matthews,https://scholar.google.com/citations?view_op=medium_photo&user=kYuhd8QAAAAJ,1941,54,20,105,49,0,0
72183,Yale University,@yale.edu,10716,15X9OTYAAAAJ,{'indices'},ichthyology|fishes|evolution|systematics|speciation,Thomas J. Near,https://scholar.google.com/citations?view_op=medium_photo&user=15X9OTYAAAAJ,5018,54,33,107,85,0,0
72184,"Louis Weintraub Professor of Biology, The George Washington University, Washington DC",@gwu.edu,9706,T5NDlsEAAAAJ,{'indices'},Evolutionary Biology|Systematics|Phylogeny|Ichthyology,Guillermo Orti,https://scholar.google.com/citations?view_op=medium_photo&user=T5NDlsEAAAAJ,4098,53,33,89,72,0,0
72185,"Curator of Ichthyology, California Academy of Sciences",@calacademy.org,8686,xVOucqgAAAAJ,{'indices'},Coral Reefs|Ichthyology|Evolution|Ecology|Conservation Biology,Luiz A. Rocha,https://scholar.google.com/citations?view_op=medium_photo&user=xVOucqgAAAAJ,4994,50,39,107,90,0,0
72186,Natural History Museum,,7283,VWcGXkQAAAAJ,{'indices'},ichthyology|systematics|fishes,P. Humphry Greenwood (1927-1995),https://scholar.google.com/citations?view_op=medium_photo&user=VWcGXkQAAAAJ,764,46,11,83,16,0,0
72187,"Professor of Biodiversity Genomics, Flinders University",@flinders.edu.au,7160,H6cjJZkAAAAJ,{'indices'},Conservation Biology|Landscape Genomics|Ichthyology|Ecological Genomics|Aquatic Biodiversity,Luciano Beheregaray,https://scholar.google.com/citations?view_op=medium_photo&user=H6cjJZkAAAAJ,3332,48,31,133,109,0,0
72188,"Centre for Environment, Fisheries and Aquaculture Science (CEFAS)",@cefas.co.uk,6930,w6aW9qEAAAAJ,{'indices'},Elasmobranch ecology|Elasmobranch fisheries|Ichthyology|Marine zoology,Jim Ellis,https://scholar.google.com/citations?view_op=medium_photo&user=w6aW9qEAAAAJ,2963,37,22,79,59,0,0
72189,"Professor, University of Louisiana at Lafayette",@louisiana.edu,6622,BSslDaEAAAAJ,{'indices'},Evolutionary Biology|Biogeography|Fish systematics|Ichthyology|Tropical biodiversity,James S. Albert,https://scholar.google.com/citations?view_op=medium_photo&user=BSslDaEAAAAJ,3794,39,27,103,79,0,0
72190,"National Marine Fisheries Service and Dept. Invertebrate Zoology, National Museum of …",@si.edu,6346,Xn0YvQIAAAAJ,{'indices'},Ichthyology|Sharks|shark behavior|taxonomy,Stewart Springer (1906-1991),https://scholar.google.com/citations?view_op=medium_photo&user=Xn0YvQIAAAAJ,710,32,10,51,11,0,0
72191,"Proressor Emeritus, Swedish Museum of Natural History",@svenkullander.se,6242,ivgoZvwAAAAJ,{'indices'},Ichthyology|systematics,Sven O. Kullander,https://scholar.google.com/citations?view_op=medium_photo&user=ivgoZvwAAAAJ,2163,34,19,83,39,0,0
72192,Professor of Zoology at Universidade Federal do Rio Grande do Sul,@ufrgs.br,6145,m6a-2h0AAAAJ,{'indices'},Ichthyology|systematics|comparative biology,Luiz R. Malabarba,https://scholar.google.com/citations?view_op=medium_photo&user=m6a-2h0AAAAJ,2064,37,21,113,55,0,0
72193,"Professor Emeritus of Anatomy, Ohio University",@ohio.edu,6042,abWUqJMAAAAJ,{'indices'},Antarctic fish biology|Ichthyology,Joseph T. Eastman,https://scholar.google.com/citations?view_op=medium_photo&user=abWUqJMAAAAJ,1534,39,17,94,43,0,0
72194,"Professor, Faculty of Science, Universiti Brunei Darussalam",@ubd.edu.bn,5740,NDWllLYAAAAJ,{'indices'},Fish Biology|Marine Science|Fisheries Science|Ichthyology|Tropical Ecology,Takaomi Arai,https://scholar.google.com/citations?view_op=medium_photo&user=NDWllLYAAAAJ,1919,43,21,133,71,0,0
72195,"Museum of Paleontology, Department of Earth and Environmental Sciences, University of …",@umich.edu,5598,4d4zhI8AAAAJ,{'indices'},ichthyology|paleontology|macroevolution|fishes|anatomy,Matt Friedman,https://scholar.google.com/citations?view_op=medium_photo&user=4d4zhI8AAAAJ,3760,39,32,79,71,0,0
72196,"National Museum of Natural History & Secretary, Smithsonian Institution",@si.edu,5523,RUu0kzMAAAAJ,{'indices'},Ichthyology|Ornithology|Herpetology,Spencer Fullerton Baird (1823–1887),https://scholar.google.com/citations?view_op=medium_photo&user=RUu0kzMAAAAJ,1037,35,16,71,28,0,0
72197,Stanford University,,5486,S94bosYAAAAJ,{'indices'},Ichthyology,George S. Myers (1905-1985),https://scholar.google.com/citations?view_op=medium_photo&user=S94bosYAAAAJ,821,24,11,65,12,0,0
72198,"Professor of Biology, Boston University",@bu.edu,5228,dPAnEj0AAAAJ,{'indices'},ichthyology|coral reefs|tropical ecology|ecological impact|systematics,Phillip S. Lobel,https://scholar.google.com/citations?view_op=medium_photo&user=dPAnEj0AAAAJ,1177,39,21,75,43,0,0
72199,"Curator, Dept. Vertebrate Zoology, National Museum of Natural History, Smithsonian …",@si.edu,5124,Wlj9x7QAAAAJ,{'indices'},Taxonomy|Ichthyology,Robert H. Gibbs  (1929-1988),https://scholar.google.com/citations?view_op=medium_photo&user=Wlj9x7QAAAAJ,323,21,8,49,5,0,0
72200,South African Institute for Aquatic Biodiversity,@saiab.ac.za,5058,GghPldIAAAAJ,{'indices'},Biology|Ecology|Fisheries|Ichthyology,PD Cowley,https://scholar.google.com/citations?view_op=medium_photo&user=GghPldIAAAAJ,2762,40,25,97,71,0,0
72201,"Professor of Biology, Texas A&M University/Co-director, CICHAZ",@bio.tamu.edu,5019,vCWLBq4AAAAJ,{'indices'},Animal Behavior|Evolutionary Biology|Animal Communication|Evolutionary Genetics|Ichthyology,Gil Rosenthal,https://scholar.google.com/citations?view_op=medium_photo&user=vCWLBq4AAAAJ,2389,42,26,84,64,0,0
72202,Natural History Museum,,4973,Lra98LcAAAAJ,{'indices'},ichthyology|systematics|fishes|evolution,Charles Tate Regan (1878-1943),https://scholar.google.com/citations?view_op=medium_photo&user=Lra98LcAAAAJ,662,36,11,109,15,0,0
72203,Associated Professor Fluminense Federal University,@id.uff.br,4964,Ysqcx3oAAAAJ,{'indices'},Reef fish ecology|Coral reef conservation|Macroecology|Ichthyology,Carlos EL Ferreira,https://scholar.google.com/citations?view_op=medium_photo&user=Ysqcx3oAAAAJ,2518,34,28,66,58,0,0
72204,"NOAA Systematics Laboratory and Dept. Vertebrate Zoology, National Museum of Natural …",@si.edu,4757,OmcxPXYAAAAJ,{'indices'},Fishes|Ichthyology|taxonomy,Daniel M Cohen,https://scholar.google.com/citations?view_op=medium_photo&user=OmcxPXYAAAAJ,1124,31,13,86,25,0,0
72205,The Nature Conservancy,@tnc.org,4695,5QSXjdYAAAAJ,{'indices'},Freshwater Conservation|environmental monitoring|ichthyology,Paulo Petry,https://scholar.google.com/citations?view_op=medium_photo&user=5QSXjdYAAAAJ,3161,19,17,28,21,0,0
72206,"Professor, Fisheries, Wildlife, and Conservation Biology",@umn.edu,4637,t90y_bMAAAAJ,{'indices'},Ichthyology|phylogeography|systematics,Andrew Simons,https://scholar.google.com/citations?view_op=medium_photo&user=t90y_bMAAAAJ,2053,36,24,77,53,0,0
72207,"Researcher, Former Director of the Institute of Marine Biological Resources, HCMR",@hcmr.gr,4607,jmSKf-MAAAAJ,{'indices'},Fish Biology|Fisheries|Fisheries management|Ichthyology|Biodiversity,Costas Papaconstantinou,https://scholar.google.com/citations?view_op=medium_photo&user=jmSKf-MAAAAJ,1389,36,19,96,38,0,0
