,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
147262,Northwestern University and Argonne National Laboratory,@northwestern.edu,85491,dWUKoZUAAAAJ,{'indices'},Chemistry|Materials Science|Catalysis|Inorganic|Electrochemistry,Joseph Hupp,https://scholar.google.com/citations?view_op=medium_photo&user=dWUKoZUAAAAJ,47218,149,106,586,421,0,0
147263,Distinguished University Professor of the Eindhoven University of Technology,@tue.nl,83837,vPOv3boAAAAJ,{'indices'},Chemistry,EW Meijer,https://scholar.google.com/citations?view_op=medium_photo&user=vPOv3boAAAAJ,26119,131,71,668,417,0,0
147264,,@stu.cu.edu.ng,83542,J666WVMAAAAJ,{'indices'},Biochemistry|Chemistry|Biology|Biotechnology,Ayomide Awolesi,https://scholar.google.com/citations?view_op=medium_photo&user=J666WVMAAAAJ,8873,100,35,857,132,0,0
147265,National University of Singapore,@nus.edu.sg,83306,_yF5knkAAAAJ,{'indices'},chemistry|molecular imaging|nanomedicine|drug and gene delivery,Xiaoyuan (Shawn) Chen,https://scholar.google.com/citations?view_op=medium_photo&user=_yF5knkAAAAJ,50733,150,113,786,701,0,0
147266,"NIH Distinguished Investigator, NIDDK/NIH; Member, US National Academy of Sciences",@mail.nih.gov,81110,5KmWmkEAAAAJ,{'indices'},Molecular biophysics|structural biology|magnetic resonance|NMR spectroscopy|Chemistry,G. Marius Clore FRS,https://scholar.google.com/citations?view_op=medium_photo&user=5KmWmkEAAAAJ,9598,136,41,461,206,0,0
147267,"Professor of Biological Chemistry, Harvard Medical School",@hms.harvard.edu,80164,7lp2ziEAAAAJ,{'indices'},chemistry|organic chemistry|natural products|biochemistry|chemical biology,Jon Clardy,https://scholar.google.com/citations?view_op=medium_photo&user=7lp2ziEAAAAJ,23154,132,69,799,370,0,0
147268,California Institute of Technology,@caltech.edu,78699,W_ZpqUwAAAAJ,{'indices'},chemistry|oncology|biotechnology|materials science|physics,James R. Heath,https://scholar.google.com/citations?view_op=medium_photo&user=W_ZpqUwAAAAJ,17176,116,57,306,211,0,0
147269,"Professor of Statistics in Medicine and Society, Glasgow Caledonian University",@wolfbane.com,78607,_Q62CNAAAAAJ,{'indices'},Art|astrophysics|audio|biology|chemistry,Jon Godwin,https://scholar.google.com/citations?view_op=medium_photo&user=_Q62CNAAAAAJ,21116,59,42,105,67,0,0
147270,Peking University,,77078,VCSyIzIAAAAJ,{'indices'},chemistry,Zhang Jun-long,https://scholar.google.com/citations?view_op=medium_photo&user=VCSyIzIAAAAJ,47127,104,87,748,600,0,0
147271,"Ralph W Dornte Professor in Chemistry, Princeton University ",@princeton.edu,76671,spq1_qEAAAAJ,{'indices'},Physics|Chemistry,Roberto Car,https://scholar.google.com/citations?view_op=medium_photo&user=spq1_qEAAAAJ,28789,103,48,294,171,0,0
147272,"University of California, Los Angeles",@chem.ucla.edu,73919,95uwL0cAAAAJ,{'indices'},Chemistry|Materials Science,Richard Kaner,https://scholar.google.com/citations?view_op=medium_photo&user=95uwL0cAAAAJ,33692,110,74,357,261,0,0
147273,"Chief Technology Officer, Pall Corporation",@pall.com,70128,GhG6JNIAAAAJ,{'indices'},chemistry|filtration|nucleic acids|sequencing|genetic testing,Michael Egholm,https://scholar.google.com/citations?view_op=medium_photo&user=GhG6JNIAAAAJ,21567,85,51,164,97,0,0
147274,"Distinguished Professor, Department of Chemistry and Biochemistry, University of Colorado …",@colorado.edu,68458,KC-1Xe0AAAAJ,{'indices'},Biochemistry|Molecular Biology|Chemistry|Education,Thomas R. Cech,https://scholar.google.com/citations?view_op=medium_photo&user=KC-1Xe0AAAAJ,12159,133,53,385,178,0,0
147275,Professor of Chemistry and Materials Science and Engineering,@sas.upenn.edu,68222,UKtotoAAAAAJ,{'indices'},Chemistry|Materials|Nanoscience|Nanoparticles|Nanocrystals,Christopher B. Murray,https://scholar.google.com/citations?view_op=medium_photo&user=UKtotoAAAAAJ,23302,93,70,283,236,0,0
147276,"Anhui Agricultural·University, State Key Laboratory of Tea Plant Biology and Utilization",@ahau.edu.cn,67516,dsggzj8AAAAJ,{'indices'},Tea|ADME|Chemistry|Mass Spectrometry,Liang Zhang (张梁）,https://scholar.google.com/citations?view_op=medium_photo&user=dsggzj8AAAAJ,47565,101,82,1355,992,0,0
147277,university of Groningen,@rug.nl,65815,AGM4TKkAAAAJ,{'indices'},materials science|chemistry|photovoltaics,jchummelen,https://scholar.google.com/citations?view_op=medium_photo&user=AGM4TKkAAAAJ,15158,92,48,212,130,0,0
147278,Beijing University of Technology,@bjut.edu.cn,65143,KcunmsYAAAAJ,{'indices'},chemistry|chemical engineering|materials,Li JR,https://scholar.google.com/citations?view_op=medium_photo&user=KcunmsYAAAAJ,33666,107,69,751,541,0,0
147279,University of Missouri,@missouri.edu,63949,kGDSAu8AAAAJ,{'indices'},chemistry,mark w lee jr,https://scholar.google.com/citations?view_op=medium_photo&user=kGDSAu8AAAAJ,31706,109,77,1028,681,0,0
147280,UNIV Augsburg,@physik.uni-augsburg.de,63645,0Dt1AtUAAAAJ,{'indices'},Physics|Chemistry|Biological Physics|Information science|Quantum Transport,Peter Hanggi or Peter Haenggi or Peter Hänggi,https://scholar.google.com/citations?view_op=medium_photo&user=0Dt1AtUAAAAJ,16661,107,53,579,308,0,0
147281,King Abdulaziz University - Chemistry Department - Faculty of Science,@kau.edu.sa,63621,v26qvdAAAAAJ,{'indices'},Chemistry,Abdullah M. Asiri,https://scholar.google.com/citations?view_op=medium_photo&user=v26qvdAAAAAJ,55938,110,104,1010,935,0,0
147282,Georgia Institute of Technology,@chemistry.gatech.edu,63557,t_OwWIAAAAAJ,{'indices'},Chemistry|Materials|Nonlinear Optics|Organic Electronics|Surface Modifcation,Seth Marder,https://scholar.google.com/citations?view_op=medium_photo&user=t_OwWIAAAAAJ,22729,114,66,539,369,0,0
147283,"Professor of Chemical Engineering and Materials Science, University of Minnesota",@umn.edu,63102,nYoDPMEAAAAJ,{'indices'},polymers|chemistry|physics|chemical engineering|materials science,Frank S Bates,https://scholar.google.com/citations?view_op=medium_photo&user=nYoDPMEAAAAJ,18036,123,62,442,310,0,0
147284,"Joseph Zichis Chair in Chemistry, Michigan State University",@msu.edu,62076,vhpR_AwAAAAJ,{'indices'},Computational Chemistry and Biology|Modeling|Quantum Chemistry|Structure Based Design|Chemistry,Kenneth M. Merz Jr.,https://scholar.google.com/citations?view_op=medium_photo&user=vhpR_AwAAAAJ,19864,89,44,314,159,0,0
147285,Professor of Chemistry,@ugent.be,61863,WYR9EqUAAAAJ,{'indices'},chemistry,Steven  P Nolan,https://scholar.google.com/citations?view_op=medium_photo&user=WYR9EqUAAAAJ,18677,126,62,493,346,0,0
147286,University of Tennessee College of Pharmacy,@uthsc.edu,61784,4fuKR7UAAAAJ,{'indices'},medicinal chemistry|chemistry|androgens|tubulin,Duane D. Miller,https://scholar.google.com/citations?view_op=medium_photo&user=4fuKR7UAAAAJ,19089,114,58,900,436,0,0
147287,"Vagelos Professor in Energy Research, University of Pennsylvania",@sas.upenn.edu,61722,NK94F4kAAAAJ,{'indices'},Chemistry|Materials Science|Physics|Nanoscience,Thomas E. Mallouk,https://scholar.google.com/citations?view_op=medium_photo&user=NK94F4kAAAAJ,20888,130,69,403,272,0,0
147288,University of Minnesota,@umn.edu,58825,rZ90pGgAAAAJ,{'indices'},Chemistry,Christopher J. Cramer,https://scholar.google.com/citations?view_op=medium_photo&user=rZ90pGgAAAAJ,25667,102,61,460,295,0,0
147289,"Adjunct Professor, NU and CTO, Flexterra Inc.",@northwestern.edu,57051,ZVPcKNcAAAAJ,{'indices'},chemistry|materials science|semiconductor|flexible electronics|solar cells,Antonio Facchetti,https://scholar.google.com/citations?view_op=medium_photo&user=ZVPcKNcAAAAJ,27698,116,81,446,382,0,0
147290,"James Franck Professor, The University of Chicago",@uchicago.edu,56615,tcX8qHcAAAAJ,{'indices'},chemistry|materials|bionanotechnology|solar energy|drug delivery,Wenbin Lin,https://scholar.google.com/citations?view_op=medium_photo&user=tcX8qHcAAAAJ,26861,113,86,319,249,0,0
147291,Zhengzhou University,@zzu.edu.cn,56521,ujmJgR0AAAAJ,{'indices'},chemistry,Yang Guang,https://scholar.google.com/citations?view_op=medium_photo&user=ujmJgR0AAAAJ,39885,108,89,944,705,0,0
147292,,,54718,YFZ7BToAAAAJ,{'indices'},Chemistry,Moamen A. Halles,https://scholar.google.com/citations?view_op=medium_photo&user=YFZ7BToAAAAJ,9409,75,34,156,73,0,0
147293,National Institutes of Health,@helix.nih.gov,53352,CpSGQFkAAAAJ,{'indices'},medicinal chemistry|pharmacology|chemistry|GPCRs|purinergic,Kenneth A. Jacobson,https://scholar.google.com/citations?view_op=medium_photo&user=CpSGQFkAAAAJ,13233,108,45,662,318,0,0
147294,"Harvard University, Cornell University",@physics.harvard.edu,52751,jGboazkAAAAJ,{'indices'},physics|chemistry|biology|materials science|engineering,David R. Nelson,https://scholar.google.com/citations?view_op=medium_photo&user=jGboazkAAAAJ,10827,108,48,306,167,0,0
147295,University of Melbourne,@unimelb.edu.au,52297,BeJc50wAAAAJ,{'indices'},chemistry|physics|surface science|excitons,Paul Mulvaney,https://scholar.google.com/citations?view_op=medium_photo&user=BeJc50wAAAAJ,17497,112,65,283,226,0,0
147296,Wuhan University of Technology,,51596,twQnbcYAAAAJ,{'indices'},Chemistry|Materials|Computational Chemistry,Yan Zhao,https://scholar.google.com/citations?view_op=medium_photo&user=twQnbcYAAAAJ,25207,58,44,88,81,0,0
147297,professor of Chemistry,@ucl.ac.uk,51557,eQRHK8EAAAAJ,{'indices'},Chemistry|Physics|materials Science|crystallography|computational science,C. Richard A. Catlow,https://scholar.google.com/citations?view_op=medium_photo&user=eQRHK8EAAAAJ,12982,108,49,733,300,0,0
147298,Professor of Molecular and Cell Biology and Chemistry,@berkeley.edu,51393,zAN_HyYAAAAJ,{'indices'},Biology|Chemistry,John Kuriyan,https://scholar.google.com/citations?view_op=medium_photo&user=zAN_HyYAAAAJ,11430,106,58,203,165,0,0
147299,"Professor, Fritz-Haber-Institut",@fhi-berlin.mpg.de,51327,G7PIb8oAAAAJ,{'indices'},Physics|Chemistry|Catalysis|Surface Science,Hans-Joachim Freund,https://scholar.google.com/citations?view_op=medium_photo&user=G7PIb8oAAAAJ,14359,113,54,672,368,0,0
147300,Tsinghua University,@mail.tsinghua.edu.cn,50731,BcfhJ-4AAAAJ,{'indices'},chemistry,Jinghong Li,https://scholar.google.com/citations?view_op=medium_photo&user=BcfhJ-4AAAAJ,25856,115,77,351,274,0,0
147301,LG Chem,,50244,9VbBuVgAAAAJ,{'indices'},physics|chemistry|semiconductor,Dong Myung Shin,https://scholar.google.com/citations?view_op=medium_photo&user=9VbBuVgAAAAJ,20746,87,49,257,163,0,0
147302,Professor of Environmental Remediation,@unisa.edu.au,49438,0jAOA_kAAAAJ,{'indices'},environmental science|chemistry|environmental remediation|risk assessment,Ravi Naidu,https://scholar.google.com/citations?view_op=medium_photo&user=0jAOA_kAAAAJ,28875,106,79,691,561,0,0
147303,"professor of chemistry, university of missouri",@missouri.edu,49059,jEYVBzgAAAAJ,{'indices'},chemistry,jerry l. atwood,https://scholar.google.com/citations?view_op=medium_photo&user=jEYVBzgAAAAJ,7478,101,35,590,151,0,0
147304,Durham University,@durham.ac.uk,49042,k1XO3g4AAAAJ,{'indices'},chemistry,Judith AK Howard,https://scholar.google.com/citations?view_op=medium_photo&user=k1XO3g4AAAAJ,20026,81,37,726,218,0,0
147305,"Professor of Materials Science & NanoEngineering, and of Chemistry, Rice University",@rice.edu,48709,OYtx5csAAAAJ,{'indices'},materials|modeling|physics|computations|chemistry,Boris Yakobson,https://scholar.google.com/citations?view_op=medium_photo&user=OYtx5csAAAAJ,25132,103,80,285,243,0,0
147306,Harvard University,@fas.harvard.edu,48164,nxb5xhMAAAAJ,{'indices'},chemistry|evolution|genome editing|DNA|RNA,David R. Liu,https://scholar.google.com/citations?view_op=medium_photo&user=nxb5xhMAAAAJ,29580,97,72,289,221,0,0
147307,"professor of chemistry,",,48046,owpG6HYAAAAJ,{'indices'},chemistry,jerry l. atwood,https://scholar.google.com/citations?view_op=medium_photo&user=owpG6HYAAAAJ,7362,101,34,580,151,0,0
147308,"Professor, Faculty of Physical Sciences, University of Iceland",@hi.is,47520,c72NG_sAAAAJ,{'indices'},chemistry|chemical engineering|physics|computational science,Hannes Jónsson,https://scholar.google.com/citations?view_op=medium_photo&user=c72NG_sAAAAJ,25287,60,42,168,121,0,0
147309,Duke University,@duke.edu,46961,8-G09HYAAAAJ,{'indices'},Chemistry|nanoscience|nanotechnology|catalysis|carbon nanotube.,Jie Liu,https://scholar.google.com/citations?view_op=medium_photo&user=8-G09HYAAAAJ,16164,114,68,300,240,0,0
147310,MIT,@mit.edu,46764,YrBMNvkAAAAJ,{'indices'},Chemistry|Materials|Computation|Spectroscopy|Catalysis,Yang Shao-Horn,https://scholar.google.com/citations?view_op=medium_photo&user=YrBMNvkAAAAJ,31613,100,87,292,271,0,0
147311,"Professor, Experimental & Theoretical",@princeton.edu,46742,LI4tzS0AAAAJ,{'indices'},Chemistry,HERSCHEL A. RABITZ ,https://scholar.google.com/citations?view_op=medium_photo&user=LI4tzS0AAAAJ,9698,97,41,645,224,0,0
147312,Professor of chemistry,@chem.ucsb.edu,46650,u_v-7hwAAAAJ,{'indices'},chemistry|nanoscience|plasmonics,Martin Moskovits,https://scholar.google.com/citations?view_op=medium_photo&user=u_v-7hwAAAAJ,12189,100,47,303,169,0,0
147313,"Professor of Chemistry, SBP Medical Discovery Institute",@sbpdiscovery.org,46465,p0NWosUAAAAJ,{'indices'},chemistry|biochemistry|bioinformatics,Piotr Cieplak,https://scholar.google.com/citations?view_op=medium_photo&user=p0NWosUAAAAJ,13696,48,31,94,60,0,0
147314,"Istituto Italiano di Tecnologia & University of Genova (Italy), Delft University of Technology",@iit.it,46280,hWWqp5MAAAAJ,{'indices'},chemistry|materials science|nanoscience|nanotechnology,Liberato Manna,https://scholar.google.com/citations?view_op=medium_photo&user=hWWqp5MAAAAJ,21722,99,70,310,257,0,0
147315,"Professor of Research Institute for Electronic Science, Hokkaido University",@es.hokudai.ac.jp,46149,HYviR7oAAAAJ,{'indices'},Physics|Chemistry|Materials Science,Hiromichi Ohta,https://scholar.google.com/citations?view_op=medium_photo&user=HYviR7oAAAAJ,20904,67,44,175,126,0,0
147316,University of Illinois at Urbana-Champaign,@illinois.edu,45641,nAwF8JAAAAAJ,{'indices'},Chemistry|pharmacology|PET imaging|breast cancer,John Katzenellenbogen,https://scholar.google.com/citations?view_op=medium_photo&user=nAwF8JAAAAAJ,9450,110,49,539,235,0,0
147317,East China University of Science and Technology,@ecust.edu.cn,44591,ibs8b6AAAAAJ,{'indices'},Chemistry|Organic Chemistry|Macromolecular Chemistryy,Tian He,https://scholar.google.com/citations?view_op=medium_photo&user=ibs8b6AAAAAJ,23246,109,76,538,413,0,0
147318,Georg-August-Universität Göttingen,@gwdg.de,44180,gjYT3_sAAAAJ,{'indices'},Organic Chemistry|Chemistry|Catalysis|CH Activation|Electrochemistry,Lutz Ackermann,https://scholar.google.com/citations?view_op=medium_photo&user=gjYT3_sAAAAJ,26354,113,85,362,335,0,0
147319,"Professor of Chemistry, University of Chicago",@uchicago.edu,43972,UfgJCP8AAAAJ,{'indices'},Chemistry|Materials,Dmitri Talapin,https://scholar.google.com/citations?view_op=medium_photo&user=UfgJCP8AAAAJ,18242,93,65,229,189,0,0
147320,Seoul National University,@snu.ac.kr,43515,hO8sR80AAAAJ,{'indices'},Chemistry|Nanotechnology|materials science|condensed matter physics,Byung Hee Hong,https://scholar.google.com/citations?view_op=medium_photo&user=hO8sR80AAAAJ,23673,75,62,188,163,0,0
147321,"Professor, University of Illinois",@illinois.edu,43399,CHMPxh0AAAAJ,{'indices'},Chemistry|Biochemistry|Molecular Biology,Stephen Sligar,https://scholar.google.com/citations?view_op=medium_photo&user=CHMPxh0AAAAJ,10800,108,46,384,186,0,0
147322,"Professor of Chemistry, Cornell University",@cornell.edu,42306,TRyeiYsAAAAJ,{'indices'},Chemistry,Hector D. Abruna,https://scholar.google.com/citations?view_op=medium_photo&user=TRyeiYsAAAAJ,16804,103,58,432,245,0,0
147323,"Professor of Chemistry, University of Washington",@uw.edu,42029,jgOlF7MAAAAJ,{'indices'},Chemistry|Biochemistry,Michael H. Gelb,https://scholar.google.com/citations?view_op=medium_photo&user=jgOlF7MAAAAJ,8701,106,43,403,231,0,0
147324,"Professor of Chemistry, Institute of Chemistry, The Hebrew University of Jerusalem",@yfaat.ch.huji.ac.il,41665,00k1P-YAAAAJ,{'indices'},Chemistry|Theoretcal Chemistry|electric field effects on structure and reactivity|bonding|Valence Bond Theory,Sason Shaik,https://scholar.google.com/citations?view_op=medium_photo&user=00k1P-YAAAAJ,13896,101,55,479,282,0,0
147325,Yale University,@yale.edu,40617,mIg9II0AAAAJ,{'indices'},Chemistry|Materials|Catalysis|Battery,Hailiang Wang,https://scholar.google.com/citations?view_op=medium_photo&user=mIg9II0AAAAJ,25515,64,58,105,105,0,0
147326,"Département de Chimie, Université Laval",@chm.ulaval.ca,40556,e4Zb-JUAAAAJ,{'indices'},chemistry|materials|polymers|polymer science,Mario Leclerc,https://scholar.google.com/citations?view_op=medium_photo&user=e4Zb-JUAAAAJ,12264,97,52,290,171,0,0
147327,"Frank Henry Leslie Chair Professor, Clemson University",@clemson.edu,40067,X4SRnGQAAAAJ,{'indices'},Materials|Nanotechnology|Chemistry,Ya-Ping Sun,https://scholar.google.com/citations?view_op=medium_photo&user=X4SRnGQAAAAJ,15361,97,53,287,168,0,0
147328,"3M, Northwestern University",,39875,ScT2stcAAAAJ,{'indices'},chemistry,Peiwang Zhu,https://scholar.google.com/citations?view_op=medium_photo&user=ScT2stcAAAAJ,23534,75,53,663,422,0,0
147329,University of Connecticut,@uconn.edu,39798,9F0jgAUAAAAJ,{'indices'},Chemistry,Steve Suib,https://scholar.google.com/citations?view_op=medium_photo&user=9F0jgAUAAAAJ,17569,104,64,541,347,0,0
147330,Max-Planck-Institut fuer Kohlenforschung,@mpi-muelheim.mpg.de,39661,7OSgjtMAAAAJ,{'indices'},chemistry,Benjamin List,https://scholar.google.com/citations?view_op=medium_photo&user=7OSgjtMAAAAJ,11601,93,58,237,179,0,0
147331,University of Illinois at Urbanna-Champaign,@illinois.edu,39257,kIXHwsUAAAAJ,{'indices'},Chemistry|Chemical biology|Bioinorganic chemistry|Biomaterials|Bioanalytical chemistry,Yi Lu,https://scholar.google.com/citations?view_op=medium_photo&user=kIXHwsUAAAAJ,17545,98,66,415,317,0,0
147332,Weizmann Institute of Science,@weizmann.ac.il,38284,OpyN2h0AAAAJ,{'indices'},chemistry|catalysis|organometallic chemistry|green chemistry|renewable energy,David Milstein,https://scholar.google.com/citations?view_op=medium_photo&user=OpyN2h0AAAAJ,15282,99,65,334,223,0,0
147333,"Professor of chemistry, Ecole normale supérieure, Paris",@ens.fr,37504,FU1YMjwAAAAJ,{'indices'},Chemistry|physics|biology,Geoffrey Bodenhausen,https://scholar.google.com/citations?view_op=medium_photo&user=FU1YMjwAAAAJ,6560,74,39,341,154,0,0
147334,"Professor of Chemistry, U of Washington",@uw.edu,37237,CbI2quQAAAAJ,{'indices'},chemistry,Thomas Spiro,https://scholar.google.com/citations?view_op=medium_photo&user=CbI2quQAAAAJ,4379,101,32,488,121,0,0
147335,Slovak Technical University,@stuba.sk,37077,Csnoq7QAAAAJ,{'indices'},Chemistry|medicinal chemistry,Marian Valko,https://scholar.google.com/citations?view_op=medium_photo&user=Csnoq7QAAAAJ,16574,34,23,89,45,0,0
147336,UCL,@ucl.ac.uk,36921,rk90U-MAAAAJ,{'indices'},chemistry,Parkin I,https://scholar.google.com/citations?view_op=medium_photo&user=rk90U-MAAAAJ,21131,84,64,587,421,0,0
147337,"Professor of Chemistry, Oregon State University",@oregonstate.edu,36462,4R2qOxsAAAAJ,{'indices'},chemistry|physics,Ab Sleight,https://scholar.google.com/citations?view_op=medium_photo&user=4R2qOxsAAAAJ,6795,93,38,315,141,0,0
147338,University of Cambridge,@cam.ac.uk,36402,EFP4tBIAAAAJ,{'indices'},Nucleic Acids|Chemistry|Chemical Biology,Shankar Balasubramanian,https://scholar.google.com/citations?view_op=medium_photo&user=EFP4tBIAAAAJ,18541,91,65,249,190,0,0
147339,"Inha University, Department of Chemistry",@inha.ac.kr,36170,dzIIsgYAAAAJ,{'indices'},Chemistry|Carbon|Polymer,Soo-Jin Park,https://scholar.google.com/citations?view_op=medium_photo&user=dzIIsgYAAAAJ,19380,90,59,671,451,0,0
147340,Yamaguchi University,@gold.megaegg.ne.jp,35835,y5bsjucAAAAJ,{'indices'},Chemistry,Ken-ichi okamoto,https://scholar.google.com/citations?view_op=medium_photo&user=y5bsjucAAAAJ,7951,83,40,531,163,0,0
147341,"Professor of Materials Chemistry, National Center for Nanoscience and Technology, China",@nanoctr.cn,35665,oLtjyq0AAAAJ,{'indices'},Nanoscience|Chemistry|Materials|Biology,Zhiyong Tang,https://scholar.google.com/citations?view_op=medium_photo&user=oLtjyq0AAAAJ,21788,97,79,266,235,0,0
