,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
216504,Professor at Lappeenranta University of Technology,@lut.fi,140751,GpztXVAAAAAJ,{'indices'},Physics|sensors|readout electronics,Tuure Tuuva,https://scholar.google.com/citations?view_op=medium_photo&user=GpztXVAAAAAJ,84743,164,134,737,604,0,0
216505,King Abdulaziz University - Chemistry Department - Faculty of Science- Jeddah - Saudi …,@kau.edu.sa,67833,BSpCwuQAAAAJ,{'indices'},Photochemistry|Photochromic Materials|Thermochrmic Materials|Nanochemistry|Sensors,Abdullah M. Asiri,https://scholar.google.com/citations?view_op=medium_photo&user=BSpCwuQAAAAJ,59700,114,107,1043,966,0,0
216506,"Former Professor of Mechanical Engineering, Neuroengineering, National University of …",@nus.edu.sg,61604,slE4MC8AAAAJ,{'indices'},Machining|Neuroengineering|Magnetic materials|Sensors|Signal processing,X Li,https://scholar.google.com/citations?view_op=medium_photo&user=slE4MC8AAAAJ,30618,104,70,925,650,0,0
216507,"Assistant Researcher, University of California Santa Cruz",@ucsc.edu,52174,TzrsEZkAAAAJ,{'indices'},physics|instrumentation|hardware|sensors,Hervé Grabas,https://scholar.google.com/citations?view_op=medium_photo&user=TzrsEZkAAAAJ,39687,116,106,226,223,0,0
216508,Lumedyne Technologies Inc,,46764,DI6TjHsAAAAJ,{'indices'},MEMS|bioMEMS|sensors|actuators,Yanting Zhang,https://scholar.google.com/citations?view_op=medium_photo&user=DI6TjHsAAAAJ,30471,86,78,394,342,0,0
216509,Universitat Pompeu Fabra,@upf.edu,46341,o17gMCoAAAAJ,{'indices'},microelectronics|sensors|ASIC|biomedical electronics|particle detectors,ALBERT COMERMA MONTELLS,https://scholar.google.com/citations?view_op=medium_photo&user=o17gMCoAAAAJ,31896,113,89,449,434,0,0
216510,"Professor Química, Universidade Federal de São Carlos",@iq.unesp.br,46023,OHmp6A4AAAAJ,{'indices'},Nanotechnology|Theoretical Chemistry|Sensors|Varistors|Catalysis,Elson Longo,https://scholar.google.com/citations?view_op=medium_photo&user=OHmp6A4AAAAJ,18540,96,55,972,562,0,0
216511,University of Southern California,@provost.usc.edu,39728,m2E7DGEAAAAJ,{'indices'},Convergent Biosciences|Biological Imaging|Sensors,Scott E Fraser,https://scholar.google.com/citations?view_op=medium_photo&user=m2E7DGEAAAAJ,9714,103,49,304,176,0,0
216512,UC Berkeley,@eecs.berkeley.edu,38047,NHIpV98AAAAJ,{'indices'},Integrated circuits|MEMS|Sensors,Bernhard Boser,https://scholar.google.com/citations?view_op=medium_photo&user=NHIpV98AAAAJ,17830,61,36,172,105,0,0
216513,"ARC Laureate Fellow and Prof at University of New South Wales (UNSW), Sydney …",@UNSW.edu.au,36215,hAgYaqIAAAAJ,{'indices'},Sensors|Liquid Metals|Materials Science|Medical Devices|Nanosciences,Kourosh Kalantar-Zadeh,https://scholar.google.com/citations?view_op=medium_photo&user=hAgYaqIAAAAJ,25021,87,70,314,253,0,0
