Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
184403,University of Tokyo,,10574.0,0EUNV2cAAAAJ,{'indices'},Hepatology Virology Metabolism,moriya kyoji,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0EUNV2cAAAAJ&citpid=2,2674.0,47,26,116,73,0,0
184404,"Professor, Department of Gastroenterology & Hepatology, Nagoya University Graduate School of Medicine",,13340.0,vOvIq5gAAAAJ,{'indices'},Gastroenterology|Endoscopy|Hepatology,Mitsuhiro Fujishiro,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0EUNV2cAAAAJ&citpid=2,6317.0,63,43,190,142,0,0
184405,"Department of Gastroenterology, The University of Tokyo Graduate School of Medicine",,13043.0,SCro9G4AAAAJ,{'indices'},Hepatology,Ryosuke TATEISHI,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SCro9G4AAAAJ&citpid=2,6600.0,49,39,136,96,0,0
184406,"The University of Tokyo, Department of Gastroenterology",,5380.0,ScdhC3AAAAAJ,{'indices'},,Hayato Nakagawa,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SCro9G4AAAAJ&citpid=2,3677.0,38,32,69,62,0,0
184407,"Department of Gastroenterology,  Chiba-Nishi General Hospital.",,4645.0,yencwCsAAAAJ,{'indices'},Gastroenterology|Oncology|Endoscopy,Satoshi Ono,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yencwCsAAAAJ&citpid=4,2086.0,31,26,59,44,0,0
184408,"Department of Gastroenterological Imaging and Interventional Oncology,  Juntendo University",,16215.0,N66D1UMAAAAJ,{'indices'},Ablation|Minimally invasive therapy|Liver Cancer,Shuichiro Shiina,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=N66D1UMAAAAJ&citpid=1,5219.0,61,35,163,76,0,0
184409,The University of Tokyo,,4233.0,L_GmuYIAAAAJ,{'indices'},Gastroenterology|Stem cell|Cancer|Tumor microenvironment,Yoku Hayakawa,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L_GmuYIAAAAJ&citpid=3,3418.0,36,32,64,63,0,0
184410,"Department of Gastroenterology, The University of Tokyo",,5999.0,4bFpdCcAAAAJ,{'indices'},Gastroenterology,Motoyuki Otsuka,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L_GmuYIAAAAJ&citpid=3,1705.0,41,24,71,44,0,0
184411,UT Southwestern Medical Center,,1536.0,FaKugmUAAAAJ,{'indices'},Hepatology|Gastroenterology|Oncology,Naoto Fujiwara,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=FaKugmUAAAAJ&citpid=2,1468.0,19,18,28,25,0,0
184412,"Department of Gastroenterology, graduate school of medicine, the University of Tokyo",,773.0,TF15lU8AAAAJ,{'indices'},,Yu Takahashi,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=FaKugmUAAAAJ&citpid=2,618.0,15,13,16,15,0,0
184413,"Professor of Pharmacology and Pathology,UCSD,School of Medicine",,284778.0,xVvyb1gAAAAJ,{'indices'},Molecular Biology|Immunology|Cancer Biology|Signal Transduction,Michael Karin,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=FaKugmUAAAAJ&citpid=2,66201.0,258,125,644,488,0,0
184414,"Professor of Graduate school of Frontier Sciences, The University of Tokyo",,15204.0,4C4p5C8AAAAJ,{'indices'},Genetics|Oncology,Koichi Matsuda,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4C4p5C8AAAAJ&citpid=2,7847.0,60,46,154,142,0,0
184415,Osaka University,,2247.0,ENNYq-QAAAAJ,{'indices'},,Takasuke Fukuhara,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4C4p5C8AAAAJ&citpid=2,1236.0,25,19,47,31,0,0
184416,National Cancer Institute,,152408.0,Fy2BVk4AAAAJ,{'indices'},,Frank J. Gonzalez,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Fy2BVk4AAAAJ&citpid=2,37586.0,189,90,1218,771,0,0
184417,"Prof. of Medicine - Director M Sinai Liver Cancer Prog/ Prof of Research ICREA, BCLC group",,92112.0,edKya1YAAAAJ,{'indices'},Liver Cancer,Josep M Llovet,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=edKya1YAAAAJ&citpid=1,41370.0,120,92,283,217,0,0
184418,EPFL,,3317.0,O_HhJUEAAAAJ,{'indices'},inorganic chemistry|f elements,Anne-Sophie Chauvin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O_HhJUEAAAAJ&citpid=1,1253.0,29,17,47,23,0,0
184419,EPFL,,27154.0,3QmheXUAAAAJ,{'indices'},Chemistry|Crystallography,Rosario Scopelliti,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O_HhJUEAAAAJ&citpid=1,10131.0,89,47,439,278,0,0
184420,Chercheur CEA,,5462.0,O3hcyEAAAAAJ,{'indices'},Chimie coordination lanthanide luminescence,daniel imbert,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O_HhJUEAAAAJ&citpid=1,1690.0,41,25,96,59,0,0
184421,Trinity College Dublin,,2581.0,ejB6DzMAAAAJ,{'indices'},Optical probes and nanomaterials for sensing and/or imaging applications|Optical sensors for intelligent packaging|Coating & P,Steve Comby,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O_HhJUEAAAAJ&citpid=1,1027.0,25,18,30,27,0,0
184422,Center for Molecular Biophysics - CNRS - INSERM - Orléans- France,,6402.0,568Rw94AAAAJ,{'indices'},,Stephane Petoud,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=568Rw94AAAAJ&citpid=1,3086.0,41,29,92,68,0,0
184423,"Professeur de physique et cristallographie, EPFL Lausanne",,9435.0,wZM9il0AAAAJ,{'indices'},Cristallographie|radiation synchrotronique|propriétés physiques et structurales des matériaux,Gervais Chapuis,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=568Rw94AAAAJ&citpid=1,3195.0,38,16,148,33,0,0
184424,Korea University,,9490.0,VNqKOtsAAAAJ,{'indices'},New Molecular Design & Synthesis of Organic and Polymeric Semiconductor Materials for Next Generation Solar Cells,Kim Hwan Kyu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VNqKOtsAAAAJ&citpid=1,3947.0,58,34,161,85,0,0
184425,"Associate Professor, Inorganic Chemistry, University of A Coruña",,7218.0,S4Im-uYAAAAJ,{'indices'},coordination chemistry,Carlos  Platas-Iglesias,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VNqKOtsAAAAJ&citpid=1,3646.0,43,28,165,125,0,0
184426,CNRS Université de Strasbourg,,11821.0,UJR63tAAAAAJ,{'indices'},Self-assembling|liquid crystals|nanoparticles|dendrimers,Bertrand Donnio,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VNqKOtsAAAAJ&citpid=1,3968.0,59,31,214,117,0,0
184427,Marie Skłodowska-Curie Individual Fellow,,1798.0,alh8_E8AAAAJ,{'indices'},Lanthanide Luminescence,Silvanose Biju,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=alh8_E8AAAAJ&citpid=2,698.0,24,16,30,24,0,0
184428,cnrs,,942.0,WVCeLG4AAAAJ,{'indices'},chimie|lanthanide|polymères conjugués|luminescence|capteurs,gael Zucchi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=alh8_E8AAAAJ&citpid=2,277.0,16,9,21,8,0,0
