Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
18235,universiti teknologi malaysia,@mail.fkm.utm.my,1814.0,RP_qp4UAAAAJ,{'indices'},environment|combustion|burner|gas turbine|emission reduction,mohammad nazri mohd jaafar,https://scholar.google.com/citations?view_op=medium_photo&user=RP_qp4UAAAAJ,1284.0,23,19,41,29,1,1
18236,Universiti Teknologi Malaysia,@utm.my,1127.0,304soNMAAAAJ,{'indices'},Emulsion Fuel|Diesel|Burner|Waste to Fuel|Road Safety,Wira Jazair Yahya,https://scholar.google.com/citations?view_op=medium_photo&user=304soNMAAAAJ,1036.0,17,16,25,23,1,1
18237,A researcher at the Technical University of Kosice,@tuke.sk,12.0,5vq0C9gAAAAJ,{'indices'},CFD modelling|combustion|burner|heat transfer,Róbert Dzurňák,https://scholar.google.com/citations?view_op=medium_photo&user=5vq0C9gAAAAJ,12.0,2,2,0,0,1,1
18238,Phd pursing,@mnnit.ac.in,7.0,ieNoYYgAAAAJ,{'indices'},Thermal|Combustion|CFD|Biogas|burner,Dhananjay Singh Yadav,https://scholar.google.com/citations?view_op=medium_photo&user=ieNoYYgAAAAJ,7.0,1,1,0,0,1,1
18239,"RDCIS, SAIL, Doranda, India",@sail.in,,g9DUdPEAAAAJ,{'indices'},energy efficiency|combustion|reheating furnace|burner|refractory insulation,INP Gupta,https://scholar.google.com/citations?view_op=medium_photo&user=g9DUdPEAAAAJ,,0,0,0,0,1,1
18240,"Ph.D Candidate of Mechanical Engineering, Southern Taiwan University of Science and …",@stust.edu.tw,,03geCPAAAAAJ,{'indices'},Combustion|Burner|Gas Emission|Alternative Energy,Masjudin,https://scholar.google.com/citations?view_op=medium_photo&user=03geCPAAAAAJ,,0,0,0,0,1,1
18241,"Professor of Biology, University of Iowa",@uiowa.edu,42557.0,R3gBbQ0AAAAJ,{'indices'},Cell|Molecular and Developmental Biology|Cell Motility|Cardiac Development,Jim Jung-Ching Lin,https://scholar.google.com/citations?view_op=medium_photo&user=R3gBbQ0AAAAJ,18182.0,90,58,804,451,1,1
18242,Harvard,@hsph.harvard.edu,28788.0,FKdk9BQAAAAJ,{'indices'},lung|pulmonary|cell|mechanics|collective migration,Jeffrey J. Fredberg,https://scholar.google.com/citations?view_op=medium_photo&user=FKdk9BQAAAAJ,8968.0,90,45,235,147,1,1
18243,"linyi university,shandong provience",,19501.0,GDGXUScAAAAJ,{'indices'},cell|plant physiology,GAO Haibo,https://scholar.google.com/citations?view_op=medium_photo&user=GDGXUScAAAAJ,12400.0,60,47,408,288,1,1
18244,RIKEN,@brain.riken.jp,10361.0,qeR-ChIAAAAJ,{'indices'},Biochemistry|Cell|Biomedical Chemistry,Kozo HAMADA,https://scholar.google.com/citations?view_op=medium_photo&user=qeR-ChIAAAAJ,6046.0,13,11,18,12,1,1
18245,"Associate Professor, Monash University",@monash.edu,7135.0,Flf5FTkAAAAJ,{'indices'},Cell|Biology|Endocrinology,Timothy J Cole,https://scholar.google.com/citations?view_op=medium_photo&user=Flf5FTkAAAAJ,1296.0,45,18,78,43,1,1
18246,Osaka University,,6338.0,1qTa2gQAAAAJ,{'indices'},Robotics|Cell|Bio,Makoto Kaneko,https://scholar.google.com/citations?view_op=medium_photo&user=1qTa2gQAAAAJ,2001.0,37,24,120,53,1,1
18247,University of Tsukuba,@u.tsukuba.ac.jp,6276.0,B82DdFsAAAAJ,{'indices'},cell|nutrition|natural compounds drug discovery,ISODA H,https://scholar.google.com/citations?view_op=medium_photo&user=B82DdFsAAAAJ,3272.0,37,28,133,105,1,1
18248,"Assistant Professor in Emergency Medicine, Harvard Medical School",@bidmc.harvard.edu,4070.0,haAvNxEAAAAJ,{'indices'},cell|mechanics|airway smooth muscle|asthma|lung,Ramaswamy Krishnan,https://scholar.google.com/citations?view_op=medium_photo&user=haAvNxEAAAAJ,2369.0,32,26,52,48,1,1
18249,CEO Ridgeview Instruments AB,@ridgeview.eu,3291.0,chKlHF0AAAAJ,{'indices'},SPR|Cell|Interactions|proteins|surfaces,Jos Buijs,https://scholar.google.com/citations?view_op=medium_photo&user=chKlHF0AAAAJ,952.0,28,17,46,27,1,1
18250,University of Antwerp,@uantwerpen.be,2766.0,dT_1ry8AAAAJ,{'indices'},Microscopy|Cell|Bioimage Informatics|Nucleus|Lamin,Winnok De Vos; WH De Vos,https://scholar.google.com/citations?view_op=medium_photo&user=dT_1ry8AAAAJ,2028.0,27,23,74,64,1,1
18251,Dublin City University,@dcu.ie,1920.0,iprE2g0AAAAJ,{'indices'},Cell|(Epi)Genetics|Platelets|Cardiovascular|Skin,Ronan Murphy,https://scholar.google.com/citations?view_op=medium_photo&user=iprE2g0AAAAJ,786.0,20,17,29,22,1,1
18252,"Associate Professor, Department of Biomedical Engineering, City University of Hong Kong",@cityu.edu.hk,1900.0,HV-og7kAAAAJ,{'indices'},Microfluidics|Cell|Motion,Raymond HW Lam,https://scholar.google.com/citations?view_op=medium_photo&user=HV-og7kAAAAJ,1205.0,21,20,31,27,1,1
18253,Research Associate Professor,@ufl.edu,1358.0,Z-MCs1AAAAAJ,{'indices'},biophysics|biochemistry|structural|cell|and molecular biology,Elena Yarmola,https://scholar.google.com/citations?view_op=medium_photo&user=Z-MCs1AAAAAJ,355.0,18,11,19,11,1,1
18254,National Institute of Advanced Industrial Science and Technology (AIST),@aist.go.jp,1266.0,ZCxtEbwAAAAJ,{'indices'},oligosaccharide|cell|yeast|inflammation|flavonoid,Hiroko Abe,https://scholar.google.com/citations?view_op=medium_photo&user=ZCxtEbwAAAAJ,377.0,19,12,25,16,1,1
18255,Biology Dept. UALR,@ualr.edu,1213.0,N987Bi8AAAAJ,{'indices'},Cell|Molecular and Developmental Biology,John Bush,https://scholar.google.com/citations?view_op=medium_photo&user=N987Bi8AAAAJ,137.0,20,7,25,4,1,1
18256,"Professor of Histology&Embryology, DEU University",@deu.edu.tr,1183.0,Dyh19_AAAAAJ,{'indices'},cell|tissues,Bekir Ergur,https://scholar.google.com/citations?view_op=medium_photo&user=Dyh19_AAAAAJ,639.0,21,15,38,25,1,1
18257,National Institute for Physiological Schiences,@nips.ac.jp,1064.0,QX2pV9hNjA8C,{'indices'},neuroscience|development|behavior|cell|eye movement,Emiko Shishido,https://scholar.google.com/citations?view_op=medium_photo&user=QX2pV9hNjA8C,247.0,12,9,12,8,1,1
18258,,,760.0,dv4jueAAAAAJ,{'indices'},Biochemistry|cell biology|cell,Jacob Verghese,https://scholar.google.com/citations?view_op=medium_photo&user=dv4jueAAAAAJ,610.0,8,7,8,7,1,1
18259,Cleveland Clinic,,756.0,C5GeqsEAAAAJ,{'indices'},Nanotechnology|Sensor|Microfluidic|Bio-interface|Cell,Feng (Forrest) Zhou,https://scholar.google.com/citations?view_op=medium_photo&user=C5GeqsEAAAAJ,375.0,16,12,17,13,1,1
18260,,@tynandx.com,732.0,6sHpnYkAAAAJ,{'indices'},genetics|cell|marfan,Katherine Tynan,https://scholar.google.com/citations?view_op=medium_photo&user=6sHpnYkAAAAJ,105.0,10,6,10,2,1,1
18261,Professor of Molecular and Cellular Biology,@egasmoniz.edu.pt,685.0,S1NVBKIAAAAJ,{'indices'},Cell|molecular biology|virology,isabel barahona,https://scholar.google.com/citations?view_op=medium_photo&user=S1NVBKIAAAAJ,178.0,11,5,11,4,1,1
18262,"Post Doc, Department of biomedicine, University of Copenhagen",@sund.ku.dk,672.0,zA7JSjAAAAAJ,{'indices'},Beta cell biology|Diabetes|Cell|Signal transduction|GPCR,Gitte Lund Christensen,https://scholar.google.com/citations?view_op=medium_photo&user=zA7JSjAAAAAJ,287.0,14,10,16,11,1,1
18263,"Kharazmi University,Professor in Cell & Developmental biology",@khu.ac.ir,663.0,O3x8MQIAAAAJ,{'indices'},cell|tissue and organ culture|differentiation|organogenesis|reproduction,Homa Mohseni kouchesfahani,https://scholar.google.com/citations?view_op=medium_photo&user=O3x8MQIAAAAJ,507.0,14,13,18,16,1,1
18264,Assistant Professor Faculty of Science and Technology,@dusit.ac.th,644.0,1FWYpyAAAAAJ,{'indices'},Cell|Toxicology,Suchada Thophon,https://scholar.google.com/citations?view_op=medium_photo&user=1FWYpyAAAAAJ,271.0,4,3,3,3,1,1
18265,Yale University,@yale.edu,610.0,1DhF27MAAAAJ,{'indices'},Biolectricity|Cancer|Cell|Molecular|and Developmental Biology,Brook Chernet,https://scholar.google.com/citations?view_op=medium_photo&user=1DhF27MAAAAJ,436.0,8,7,7,7,1,1
18266,Research Scientist Department of Genetics and Case Comprehensive Cancer Center Case …,@case.edu,555.0,xeS5StwAAAAJ,{'indices'},colon cancer|genetics|cell|molecular biology,Yiqing Zhao,https://scholar.google.com/citations?view_op=medium_photo&user=xeS5StwAAAAJ,245.0,10,5,10,4,1,1
18267,"Faculty o Biotechnology, Thu Dau Mot University",@tdmu.edu.vn,545.0,ZhKlo6EAAAAJ,{'indices'},biology|cell|animal,Binh Nguyen Thanh,https://scholar.google.com/citations?view_op=medium_photo&user=ZhKlo6EAAAAJ,274.0,3,3,3,3,1,1
18268,"Associate professor, Université de Montpellier, LMGC",@umontpellier.fr,531.0,PgBuKe4AAAAJ,{'indices'},Biomechanics|cell|tissue|growth/morphogenesis|tissue engineering,Patrick Cañadas,https://scholar.google.com/citations?view_op=medium_photo&user=PgBuKe4AAAAJ,117.0,11,7,11,5,1,1
18269,"Associate Professor, Fukui University of Technology",@fukui-ut.ac.jp,475.0,V1TUmrkAAAAJ,{'indices'},Biopolymer|Gelation|Phase Separation|Cell,Kazuya Furusawa,https://scholar.google.com/citations?view_op=medium_photo&user=V1TUmrkAAAAJ,229.0,12,8,15,6,1,1
18270,"Professor of Biology, Colgate University",@colgate.edu,397.0,7JCHt4YAAAAJ,{'indices'},Molecular|Cell|Cancer Biology,Engda Hagos,https://scholar.google.com/citations?view_op=medium_photo&user=7JCHt4YAAAAJ,202.0,9,8,9,8,1,1
18271,Department of Medical Sciences and Technologies,@srbiau.ac.ir,397.0,UmNYnlQAAAAJ,{'indices'},Tissue engineering|Biomaterials|Ceramics|cell|Cell culture,Mehra Nazempour,https://scholar.google.com/citations?view_op=medium_photo&user=UmNYnlQAAAAJ,381.0,5,5,4,4,1,1
18272,Universidad San Sebastián,@uss.cl,345.0,LYFD1wkAAAAJ,{'indices'},Cell|Molecular and Structural Biology,Andrea  V. Gómez,https://scholar.google.com/citations?view_op=medium_photo&user=LYFD1wkAAAAJ,209.0,7,7,6,6,1,1
18273,"University of São Paulo, School of Dentistry",@usp.br,338.0,gayJtN8AAAAJ,{'indices'},Bone regeneration|Bone tissue engineering|Biomaterials|Cell,"Emanuela Prado Ferraz; DDS, MsC",https://scholar.google.com/citations?view_op=medium_photo&user=gayJtN8AAAAJ,256.0,10,10,11,10,1,1
18274,PDRA,@sheffield.ac.uk,293.0,nKnAYtIAAAAJ,{'indices'},Role of Biofilms in biomedical and bioenrgy|Proteomics|Fermentation|Anaerobic digestion and host-microbial …|cell,Mahendra Raut,https://scholar.google.com/citations?view_op=medium_photo&user=nKnAYtIAAAAJ,172.0,5,5,4,4,1,1
18275,"Burdur Mehmet Akif Ersoy Üniversitesi, Veteriner Fakültesi",@mehmetakif.edu.tr,244.0,cobJVrgAAAAJ,{'indices'},histoloji|cell|mast cell|histokimya|immunohistokimya,Sema USLU,https://scholar.google.com/citations?view_op=medium_photo&user=cobJVrgAAAAJ,125.0,9,6,8,3,1,1
18276,"PhD, Indian Institute of Technology",@iiti.ac.in,240.0,L0ZcLW4AAAAJ,{'indices'},Biotechnology|Biology|Cell|Photobiology|Flouroscense,Dr. Raina Thakur,https://scholar.google.com/citations?view_op=medium_photo&user=L0ZcLW4AAAAJ,169.0,7,6,6,5,1,1
18277,Dicle University,,210.0,cPDLefwAAAAJ,{'indices'},Medical biology|molecular biology|cell,Sevgi IRTEGUN KANDEMIR,https://scholar.google.com/citations?view_op=medium_photo&user=cPDLefwAAAAJ,155.0,7,6,4,3,1,1
18278,Tufts University; Suffolk University,@suffolk.edu,201.0,Ex6R8icAAAAJ,{'indices'},Cell|Molecular|and Developmental Biology|Intellectual Property,Steven C. Pageau,https://scholar.google.com/citations?view_op=medium_photo&user=Ex6R8icAAAAJ,73.0,6,4,6,3,1,1
18279,"Bachelor of Pharmacy,  Varendra University",,186.0,hFZGyaAAAAAJ,{'indices'},Cell,Anwarul Haque,https://scholar.google.com/citations?view_op=medium_photo&user=hFZGyaAAAAAJ,65.0,4,3,4,2,1,1
18280,shanghai veterinary research institute,@shvri.ac.cn,142.0,CLh5ahuLDfAC,{'indices'},virus|cell,yingjie sun,https://scholar.google.com/citations?view_op=medium_photo&user=CLh5ahuLDfAC,101.0,2,2,2,2,1,1
18281,"Postdoc, University of Hawai'i",@hawaii.edu,127.0,PHEaLwQAAAAJ,{'indices'},Molecular|Cell|and Developmental Biology,Andrew K Knutson,https://scholar.google.com/citations?view_op=medium_photo&user=PHEaLwQAAAAJ,97.0,5,3,3,2,1,1
18282,Yale University,@nyulangone.org,121.0,6AtMlRQAAAAJ,{'indices'},Reproductive Biology|Embryology|Cell|Fertility,Turgay Barut,https://scholar.google.com/citations?view_op=medium_photo&user=6AtMlRQAAAAJ,58.0,7,5,5,1,1,1
18283,Cleveland State University,@vikes.csuohio.edu,117.0,BCJmd2YAAAAJ,{'indices'},Sensor|Cell|Machine learning|Bacterial|Animal experiment,Xuyang Shi,https://scholar.google.com/citations?view_op=medium_photo&user=BCJmd2YAAAAJ,114.0,3,3,3,3,1,1
18284,Al-Farabi Kazakh National University,@kaznu.kz,107.0,F6WRVEQAAAAJ,{'indices'},microbiology|cell|biology,Togzhan Mukasheva,https://scholar.google.com/citations?view_op=medium_photo&user=F6WRVEQAAAAJ,93.0,5,3,2,2,1,1
18285,Kerman Medical University,,105.0,v5YyHI4AAAAJ,{'indices'},Stem Cell|Cell|cell therapy|tissue regeneration,Ali Derakhshani,https://scholar.google.com/citations?view_op=medium_photo&user=v5YyHI4AAAAJ,75.0,5,5,5,3,1,1
18286,Al-Farabi Kazakh National University,@kaznu.kz,88.0,nAlp6cQAAAAJ,{'indices'},microbiology|cell|biology,Ramza Berzhanova,https://scholar.google.com/citations?view_op=medium_photo&user=nAlp6cQAAAAJ,82.0,3,3,2,2,1,1
18287,Seoul National University,,78.0,tdo6IhkAAAAJ,{'indices'},Cell,Hyun Jin Jung,https://scholar.google.com/citations?view_op=medium_photo&user=tdo6IhkAAAAJ,78.0,5,5,4,4,1,1
18288,Zimmer Biomet,@zimmerbiomet.com,76.0,TaE8t8wAAAAJ,{'indices'},Biology|Cell|Ablation|Biocompatibility,Rasagnya Viswanadha,https://scholar.google.com/citations?view_op=medium_photo&user=TaE8t8wAAAAJ,71.0,2,2,2,2,1,1
18289,Selçuk Universitesi,@selcuk.edu.tr,60.0,25mxFnYAAAAJ,{'indices'},cell|tissue,Sadettin Ünsal,https://scholar.google.com/citations?view_op=medium_photo&user=25mxFnYAAAAJ,36.0,4,4,2,0,1,1
18290,"Physiology Department, Alex Ekwueme Federal University Ndufu Alike, Nigeria",@funai.edu.ng,52.0,uKJMRUAAAAAJ,{'indices'},Cardiovascular|Cell|Blood and Body Fluids Physiology. Exercise …,Sharon Oluchukwu Azubuike-Osu PhD,https://scholar.google.com/citations?view_op=medium_photo&user=uKJMRUAAAAAJ,52.0,2,2,2,2,1,1
18291,"Master of science, Universitas Islam Indonesia",@uii.ac.id,49.0,mYnm154AAAAJ,{'indices'},Histology|Cell|Cancer|Fasting,Ika  Fidianingsih,https://scholar.google.com/citations?view_op=medium_photo&user=mYnm154AAAAJ,38.0,3,3,1,1,1,1
18292,The Beatson Institute for Cancer Research,@beatson.gla.ac.uk,41.0,oddXOOcAAAAJ,{'indices'},Cell|Molecular Biology|Cell migration|Cancer,Shashi Prakash Singh,https://scholar.google.com/citations?view_op=medium_photo&user=oddXOOcAAAAJ,38.0,3,2,1,1,1,1
18293,"Medtronic, University of Missouri",@medtronic.com,41.0,rP1bfU8AAAAJ,{'indices'},sensor|electrochemistry|cell|biomaterial|polymer,Jia Yao,https://scholar.google.com/citations?view_op=medium_photo&user=rP1bfU8AAAAJ,25.0,3,2,1,1,1,1
