Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
295622,ulster university,,147893,eezX33IAAAAJ,{'indices'},design|medical problems of performing arts,Mark porter,https://scholar.google.com/citations?view_op=medium_photo&user=eezX33IAAAAJ,40188,52,35,235,99,0,1
295623,"JA Jones Distinguished Professor of Mechanical Engineering, Duke University",@duke.edu,77863,Inu2EBwAAAAJ,{'indices'},Design|Nature|Evolution|Thermodynamics|Heat Transfer,Adrian Bejan,https://scholar.google.com/citations?view_op=medium_photo&user=Inu2EBwAAAAJ,26073,100,51,533,313,0,1
295624,"Cross Professor, Emeritus, MIT & President (2006-2013), KAIST",@mit.edu,41077,mVqr5KQAAAAJ,{'indices'},mechanical engineering|design|manufacturing|tribology|polymer processing,np suh,https://scholar.google.com/citations?view_op=medium_photo&user=mVqr5KQAAAAJ,9843,89,45,385,162,0,1
295625,"Professor, University of Twente, Enschede, NL; and NOVA IMS, Universidade Nova de …",@utwente.nl,36730,YiLHdRMAAAAJ,{'indices'},Design|Marketing|Management|Structural Equation Modeling,Jörg Henseler,https://scholar.google.com/citations?view_op=medium_photo&user=YiLHdRMAAAAJ,29238,50,43,82,79,0,1
295626,"Professor of Aerospace Engineering, Texas A&M University",@tamu.edu,36534,74eUkXgAAAAJ,{'indices'},Computational Mechanics|Aerodynamics|Design,Antony Jameson,https://scholar.google.com/citations?view_op=medium_photo&user=74eUkXgAAAAJ,8969,89,42,351,180,0,1
295627,"Assoc. Dean of Scholarship & Innovation, Mary Lou Fulton Teacher's College, Arizona State",@asu.edu,34617,BvF3pA4AAAAJ,{'indices'},Educational Technology|Creativity|Teacher Education|Design|Faculty Development,Punya Mishra,https://scholar.google.com/citations?view_op=medium_photo&user=BvF3pA4AAAAJ,19893,54,41,137,94,0,1
295628,"INESC-ID, IST, Univ. Lisboa, Portugal",@ist.utl.pt,33508,yHZxgdMAAAAJ,{'indices'},Microelectronics|design|test and reliability,Paulo Teixeira,https://scholar.google.com/citations?view_op=medium_photo&user=yHZxgdMAAAAJ,16280,56,40,250,145,0,1
295629,"Professor of Computer Science and Surgery, Stanford University",@robotics.stanford.edu,32703,FmrDR68AAAAJ,{'indices'},robotics-haptics|surgical-simulation|design|magic|flute,Kenneth Salisbury,https://scholar.google.com/citations?view_op=medium_photo&user=FmrDR68AAAAJ,13558,63,42,137,87,0,1
295630,"Associate -professor , Department of Mechanical Engineering ,SVTM,Madanapalli.",,32330,dKctHrEAAAAJ,{'indices'},Design|Thermal and Analysis,M.Rama Narasimha Reddy,https://scholar.google.com/citations?view_op=medium_photo&user=dKctHrEAAAAJ,12894,76,42,593,288,0,1
295631,"professor, University of Lausanne (HEC)",@unil.ch,32082,VwC-1OwAAAAJ,{'indices'},information systems|design|business model,yves pigneur,https://scholar.google.com/citations?view_op=medium_photo&user=VwC-1OwAAAAJ,19825,49,35,106,68,0,1
295632,"INESC-ID, Instituto Superior Técnico, Universidade Técnica de Lisboa",,31445,adE6OswAAAAJ,{'indices'},Microelectronics|Design|Test and Reliability,Isabel Teixeira,https://scholar.google.com/citations?view_op=medium_photo&user=adE6OswAAAAJ,14408,28,13,65,18,0,1
295633,"Vice Dean of Entrepreneurship & Innovation; CIBC Professor, The",@wharton.upenn.edu,31175,boZIGjQAAAAJ,{'indices'},innovation|entrepreneurship|product development|design,Karl Ulrich,https://scholar.google.com/citations?view_op=medium_photo&user=boZIGjQAAAAJ,9574,51,33,88,55,0,1
295634,DTU - Technical University of Denmark,@dtu.dk,29820,YM7mTkwAAAAJ,{'indices'},Applied mathematics|mechanics|design|design optimization,Martin Bendsoe,https://scholar.google.com/citations?view_op=medium_photo&user=YM7mTkwAAAAJ,10944,41,26,78,42,0,1
295635,"Mechanical Engineering,kluniversity",,29411,bZh2NZAAAAAJ,{'indices'},design|automobile|ansys,Raj Kumar,https://scholar.google.com/citations?view_op=medium_photo&user=bZh2NZAAAAAJ,11402,78,45,522,310,0,1
