id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
29000,"Data give the numbers of trees at least 10 cm in diameter at breast height (1.3 m above the ground) in each one hectare square of forest. Within each one hectare square, all individuals of all species were tallied and are recorded in this table.",Jari Oksanen and Roeland Kindt and Pierre Legendre and Bob O’Hara and M Henry H Stevens and Maintainer Jari Oksanen and MASS Suggests,24722,18169449377869593617,Community ecology package,631-637,719,,The vegan package,https://www.researchgate.net/profile/Gavin_Simpson/publication/228339454_The_vegan_Package/links/0912f50be86bc29a7f000000/The-vegan-Package.pdf,10,2007,/scholar?cites=18169449377869593617,2WBRFVIAAAAJ:u5HHmVD_uO8C
29001,,Jari Oksanen and F Guillaume Blanchet and Michael Friendly and Roeland Kindt and Pierre Legendre and Dan McGlinn and Peter R Minchin and RB O’hara and Gavin L Simpson and Peter Solymos and M Henry H Stevens and Eduard Szoecs and Helene Wagner,5788,15709528115688233081,Vienna: R Foundation for Statistical Computing.[Google Scholar],,,,vegan: Community Ecology Package. R package version 2.4-3,http://scholar.google.com/scholar?cluster=15709528115688233081&hl=en&oi=scholarr,,2016,/scholar?cites=15709528115688233081,2WBRFVIAAAAJ:k8Z6L05lTy4C
29002,"The functions in the vegan package contain tools for diversity analysis, ordination methods and tools for the analysis of dissimilarities. Together with the labdsv package, the vegan package provides most standard tools of descriptive community analysis. Package ade4 provides an alternative comprehensive package, and several other packages complement vegan and provide tools for deeper analysis in specific fields. Package BiodiversityR provides a GUI for a large subset of vegan functionality.",Jari Oksanen and F Guillaume Blanchet and Roeland Kindt and Pierre Legendre and Peter R Minchin and RB O’hara and Gavin L Simpson and Peter Solymos and M Henry H Stevens and Helene Wagner and Maintainer Jari Oksanen,1998,7924820732168137866,"Community ecology package, version",9,1-295,,Package ‘vegan’,http://cran.ism.ac.jp/web/packages/vegan/vegan.pdf,2,2013,/scholar?cites=7924820732168137866,2WBRFVIAAAAJ:2osOgNQ5qMEC
29003,"The functions in the vegan package contain tools for diversity analysis, ordination methods and tools for the analysis of dissimilarities. Together with the labdsv package, the vegan package provides most standard tools of descriptive community analysis. Package ade4 provides an alternative comprehensive package, and several other packages complement vegan and provide tools for deeper analysis in specific fields. Package BiodiversityR provides a GUI for a large subset of vegan functionality.",Jari Oksanen and F Guillaume Blanchet and Roeland Kindt and Pierre Legendre and Peter R Minchin and RB O’hara and Gavin L Simpson and Peter Solymos and M Henry H Stevens and Helene Wagner and Maintainer Jari Oksanen,1961,7924820732168137866,"Community ecology package, version",9,1-295,,Package ‘vegan’,http://cran.ism.ac.jp/web/packages/vegan/vegan.pdf,2,2013,/scholar?cites=7924820732168137866,2WBRFVIAAAAJ:GnPB-g6toBAC
29004,"The functions in the vegan package contain tools for diversity analysis, ordination methods and tools for the analysis of dissimilarities. Together with the labdsv package, the vegan package provides most standard tools of descriptive community analysis. Package ade4 provides an alternative comprehensive package, and several other packages complement vegan and provide tools for deeper analysis in specific fields. Package BiodiversityR provides a GUI for a large subset of vegan functionality.",Jari Oksanen and F Guillaume Blanchet and Roeland Kindt and Pierre Legendre and Peter R Minchin and RB O’hara and Gavin L Simpson and Peter Solymos and M Henry H Stevens and Helene Wagner and Maintainer Jari Oksanen,1961,7924820732168137866,"Community ecology package, version",9,1-295,,Package ‘vegan’,http://cran.ism.ac.jp/web/packages/vegan/vegan.pdf,2,2013,/scholar?cites=7924820732168137866,2WBRFVIAAAAJ:mB3voiENLucC
29005,"The functions in the vegan package contain tools for diversity analysis, ordination methods and tools for the analysis of dissimilarities. Together with the labdsv package, the vegan package provides most standard tools of descriptive community analysis. Package ade4 provides an alternative comprehensive package, and several other packages complement vegan and provide tools for deeper analysis in specific fields. Package BiodiversityR provides a GUI for a large subset of vegan functionality.",Jari Oksanen and F Guillaume Blanchet and Roeland Kindt and Pierre Legendre and Peter R Minchin and RB O’hara and Gavin L Simpson and Peter Solymos and M Henry H Stevens and Helene Wagner and Maintainer Jari Oksanen,1961,7924820732168137866,"Community ecology package, version",9,1-295,,Package ‘vegan’,http://cran.ism.ac.jp/web/packages/vegan/vegan.pdf,2,2013,/scholar?cites=7924820732168137866,2WBRFVIAAAAJ:QIV2ME_5wuYC
29006,"Data give the numbers of trees at least 10 cm in diameter at breast height (1.3 m above the ground) in each one hectare square of forest. Within each one hectare square, all individuals of all species were tallied and are recorded in this table.",Jari Oksanen and F Guillaume Blanchet and R Kindt and P Legendre and PR Minchin and RB O’hara and GL Simpson and P Solymos and MHH Stevens and H Wagner,1212,9640018657201573126,R package version,,2.0-2,,Community ecology package,http://www.sortie-nd.org/lme/R%20Packages/vegan.pdf,,2013,/scholar?cites=9640018657201573126,2WBRFVIAAAAJ:g3aElNc5_aQC
29007,"Species spatial distributions are the result of population demography, behavioral traits, and species interactions in spatially heterogeneous environmental conditions. Hence the composition of species assemblages is an integrative response variable, and its variability can be explained by the complex interplay among several structuring factors. The thorough analysis of spatial variation in species assemblages may help infer processes shaping ecological communities. We suggest that ecological studies would benefit from the combined use of the classical statistical models of community composition data, such as constrained or unconstrained multivariate analyses of site‐by‐species abundance tables, with rapidly emerging and diversifying methods of spatial pattern analysis. Doing so allows one to deal with spatially explicit ecological models of beta diversity in a biogeographic context through the multiscale …",Stéphane Dray and Raphaël Pélissier and Pierre Couteron and M-J Fortin and Pierre Legendre and Pedro R Peres-Neto and Edwige Bellier and Roger Bivand and F Guillaume Blanchet and Miquel De Cáceres and A-B Dufour and Einar Heegaard and Thibaut Jombart and Franҫois Munoz and Jari Oksanen and Jean Thioulouse and Helene H Wagner,426,6949325368837636805,Ecological Monographs,3,257-275,Ecological Society of America,Community ecology in the age of multivariate multiscale spatial analysis,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/11-1183.1,82,2012,/scholar?cites=6949325368837636805,2WBRFVIAAAAJ:IWHjjKOFINEC
29008,,Helene Wagner,394,12406434899088543066,R package,,,,Vegan: community ecology package,http://scholar.google.com/scholar?cluster=12406434899088543066&hl=en&oi=scholarr,,2015,/scholar?cites=12406434899088543066,2WBRFVIAAAAJ:DUooU5lO8OsC
29009,"The shape of species’ responses along ecological gradients has important implications for both continuum theory and community analysis. Most current theories and analytical models in community ecology assume that responses are unimodal and symmetric. However, interactions between species and extreme environmental stress may cause skewed or non-unimodal responses. To date, statistical tools for evaluating response shapes have been either inappropriate, inefficient or biased. Using a data set on vascular plant distributions along an elevation gradient, we show that Huisman–Olff–Fresco (HOF) models are an effective method for this purpose, allowing models of various forms (skewed, symmetric, plateau, monotonic) to be tested for adequacy. HOF modeling was compared with alternative methods for response fitting, including Gaussian responses as Generalized linear model (GLMs), Generalized …",Jari Oksanen and Peter R Minchin,394,15178616373897243466,Ecological Modelling,2-3,119-129,Elsevier,Continuum theory revisited: what shape are species responses along ecological gradients?,https://www.sciencedirect.com/science/article/pii/S0304380002001904,157,2002,/scholar?cites=15178616373897243466,2WBRFVIAAAAJ:d1gkVwhDpl0C
