id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
26000,"The design of sustainable wireless sensor networks (WSNs) is a very challenging issue. On the one hand, energy-constrained sensors are expected to run autonomously for long periods. However, it may be cost-prohibitive to replace exhausted batteries or even impossible in hostile environments. On the other hand, unlike other networks, WSNs are designed for specific applications which range from small-size healthcare surveillance systems to large-scale environmental monitoring. Thus, any WSN deployment has to satisfy a set of requirements that differs from one application to another. In this context, a host of research work has been conducted in order to propose a wide range of solutions to the energy-saving problem. This research covers several areas going from physical layer optimisation to network layer solutions. Therefore, it is not easy for the WSN designer to select the efficient solutions that should be …",Tifenn Rault and Abdelmadjid Bouabdallah and Yacine Challal,765,4131130361008006211,,,104-122,Elsevier,Energy efficiency in wireless sensor networks: A top-down survey,https://www.sciencedirect.com/science/article/pii/S1389128614001418,67,2014,/scholar?cites=4131130361008006211,A-ac-iAAAAAJ:XiSMed-E-HIC
26001,"Group key management is an important functional building block for any secure multicast architecture. Thereby, it has been extensively studied in the literature. In this paper we present relevant group key management protocols. Then, we compare them against some pertinent performance criteria.",Yacine Challal and Hamida Seba,263,1751403665753273657,International journal of information technology,1,105-118,,Group key management protocols: A novel taxonomy,https://pdfs.semanticscholar.org/3ec2/7ec63888017b2c15325f2e1e788b7e458c88.pdf,2,2005,/scholar?cites=1751403665753273657,A-ac-iAAAAAJ:u5HHmVD_uO8C
26002,"Unquestionably, communicating entities (object, or things) in the Internet of Things (IoT) context are playing an active role in human activities, systems and processes. The high connectivity of intelligent objects and their severe constraints lead to many security challenges, which are not included in the classical formulation of security problems and solutions. The Security Shield for IoT has been identified by DARPA (Defense Advanced Research Projects Agency) as one of the four projects with a potential impact broader than the Internet itself. To help interested researchers contribute to this research area, an overview of the IoT security roadmap overview is presented in this paper based on a novel cognitive and systemic approach. The role of each component of the approach is explained, we also study its interactions with the other main components, and their impact on the overall. A case study is presented to …",Arbia Riahi Sfar and Enrico Natalizio and Yacine Challal and Zied Chtourou,220,6948679790648414940,Digital Communications and Networks,2,118-137,Elsevier,A roadmap for security challenges in the Internet of Things,https://www.sciencedirect.com/science/article/pii/S2352864817300214,4,2018,/scholar?cites=6948679790648414940,A-ac-iAAAAAJ:uJ-U7cs_P_0C
26003,"A mobile ad hoc network is a wireless communication network which does not rely on a pre-existing infrastructure or any centralized management. Securing the exchanges in such network is compulsory to guarantee a widespread development of services for this kind of networks. The deployment of any security policy requires the definition of a trust model that defines who trusts who and how. There is a host of research efforts in trust models framework to securing mobile ad hoc networks. The majority of well-known approaches is based on public-key certificates, and gave birth to miscellaneous trust models ranging from centralized models to web-of-trust and distributed certificate authorities. In this paper, we survey and classify the existing trust models that are based on public-key certificates proposed for mobile ad hoc networks, and then we discuss and compare them with respect to some relevant criteria. Also …",Mawloud Omar and Yacine Challal and Abdelmadjid Bouabdallah,202,13109950147906313719,,1,268-286,Academic Press,Certification-based trust models in mobile ad hoc networks: A survey and taxonomy,https://www.sciencedirect.com/science/article/pii/S1084804511001767,35,2012,/scholar?cites=13109950147906313719,A-ac-iAAAAAJ:BqipwSGYUEgC
26004,"Rehabilitation supervision has emerged as a new application of wireless sensor networks (WSN), with unique communication, signal processing and hardware design requirements. It is a broad and complex interdisciplinary research area on which more than one hundred papers have been published by several research communities (electronics, bio-mechanical, control and computer science). In this paper, we present WSN for rehabilitation supervision with a focus on key scientific and technical challenges that have been solved as well as interdisciplinary challenges that are still open. We thoroughly review existing projects conducted by several research communities involved in this exciting field. Furthermore, we discuss the open research issues and give directions for future research works. Our aim is to gather information that encourage engineers, clinicians and computer scientists to work together in this field …",Abdelkrim Hadjidj and Marion Souil and Abdelmadjid Bouabdallah and Yacine Challal and Henry Owen,175,558890034522363370,,1,1-15,Academic Press,Wireless sensor networks for rehabilitation applications: Challenges and opportunities,https://www.sciencedirect.com/science/article/pii/S1084804512002196,36,2013,/scholar?cites=558890034522363370,A-ac-iAAAAAJ:ZHo1McVdvXMC
26005,"In this paper we want to explore a new approach for security mechanisms design and deployment in the context of Internet of Things (IoT). We claim that the usual approach to security issues, typical of more classical systems and networks, does not grab all the aspects related to this new paradigm of communication, sharing and actuation. In fact, the IoT paradigm involves new features, mechanisms and dangers that cannot be completely taken into consideration through the classical formulation of security problems. The IoT calls for a new paradigm of security, which will have to consider the security problem from a holistic perspective including the new actors and their interactions. In this paper, we propose a systemic approach to security in IoT and explore the role of each actor and its interactions with the other main actors of the proposed scheme.",Arbia Riahi and Yacine Challal and Enrico Natalizio and Zied Chtourou and Abdelmadjid Bouabdallah,147,14766822778302048605,,,351-355,IEEE,A systemic approach for IoT security,https://ieeexplore.ieee.org/abstract/document/6569455/,,2013,/scholar?cites=14766822778302048605,A-ac-iAAAAAJ:a0OBvERweLwC
26006,"With the constant increasing of vehicular traffic around the world, especially in urban areas, existing traffic management solutions become inefficient. This can be clearly seen in our life through persistent traffic jam and rising number of accidents. Wireless sensor networks (WSN) based intelligent transportation systems (ITS) have emerged as a cost effective technology that bear a pivotal potential to overcome these difficulties. This technology enables a new broad range of smart city applications around urban sensing including traffic safety, traffic congestion control, road state monitoring, vehicular warning services, and parking management.This manuscript gives a comprehensive review on WSN based ITS solutions. The main contribution of this paper is to classify current WSNs based ITS projects from the application perspective, with discussions on the fulfillment of the application requirements.",Mohamed Amine Kafi and Yacine Challal and Djamel Djenouri and Messaoud Doudou and Abdelmadjid Bouabdallah and Nadjib Badache,117,16944029135341755014,Procedia computer science,,617-626,Elsevier,A study of wireless sensor networks for urban traffic monitoring: applications and architectures,https://www.sciencedirect.com/science/article/pii/S187705091300690X,19,2013,/scholar?cites=16944029135341755014,A-ac-iAAAAAJ:cFHS6HbyZ2cC
26007,"In wireless sensor networks, reliability is a design goal of a primary concern. To build a comprehensive reliable system, it is essential to consider node failures and intruder attacks as unavoidable phenomena. In this paper, we present a new intrusion-fault tolerant routing scheme offering a high level of reliability through a secure multipath routing construction. Unlike existing intrusion-fault tolerant solutions, our protocol is based on a distributed and in-network verification scheme, which does not require any referring to the base station. Furthermore, it employs a new multipath selection scheme seeking to enhance the tolerance of the network and conserve the energy of sensors. Extensive analysis and simulations using TinyOS showed that our approach improves many important performance metrics such as: the mean time to failure of the network, detection overhead of some security attacks, energy consumption …",Yacine Challal and Abdelraouf Ouadjaout and Noureddine Lasla and Miloud Bagaa and Abdelkrim Hadjidj,117,191657269699000719,Journal of Network and Computer Applications,4,1380-1397,Academic Press,Secure and efficient disjoint multipath construction for fault tolerant routing in wireless sensor networks,https://www.sciencedirect.com/science/article/pii/S1084804511000762,34,2011,/scholar?cites=191657269699000719,A-ac-iAAAAAJ:8k81kl-MbHgC
26008,"In wireless sensor networks, reliability is a design goal of a primary concern. To build a comprehensive reliable system, it is essential to consider node failures and intruder attacks as unavoidable phenomena. In this paper, we present a new intrusion-fault tolerant routing scheme offering a high level of reliability through a secure multipath routing construction. Unlike existing intrusion-fault tolerant solutions, our protocol is based on a distributed and in-network verification scheme, which does not require any referring to the base station. Furthermore, it employs a new multipath selection scheme seeking to enhance the tolerance of the network and conserve the energy of sensors. Extensive analysis and simulations using TinyOS showed that our approach improves many important performance metrics such as: the mean time to failure of the network, detection overhead of some security attacks, energy consumption …",Yacine Challal and Abdelraouf Ouadjaout and Noureddine Lasla and Miloud Bagaa and Abdelkrim Hadjidj,117,191657269699000719,Journal of network and computer applications,4,1380-1397,Academic Press,Secure and efficient disjoint multipath construction for fault tolerant routing in wireless sensor networks,https://www.sciencedirect.com/science/article/pii/S1084804511000762,34,2011,/scholar?cites=191657269699000719,A-ac-iAAAAAJ:NhqRSupF_l8C
26009,"There has been a host of research works on wireless sensor networks for medical applications. However, the major shortcoming of these efforts is a lack of consideration of data management. Indeed, the huge amount of high sensitive data generated and collected by medical sensor networks introduces several challenges that existing architectures cannot solve. These challenges include scalability, availability and security. In this paper, we propose an innovative architecture for collecting and accessing large amount of data generated by medical sensor networks. Our architecture resolves all the aforementioned challenges and makes easy information sharing between healthcare professionals. Furthermore, we propose an effective and flexible security mechanism that guarantees confidentiality, integrity as well as fine grained access control to outsourced medical data. This mechanism combines several …",Ahmed Lounis and Abdelkrim Hadjidj and Abdelmadjid Bouabdallah and Yacine Challal,113,11936658893508330881,,,1-7,IEEE,Secure and scalable cloud-based architecture for e-health wireless sensor networks,https://ieeexplore.ieee.org/abstract/document/6289252/,,2012,/scholar?cites=11936658893508330881,A-ac-iAAAAAJ:isC4tDSrTZIC
