id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
22000,"Each year, the American Heart Association (AHA), in conjunction with the Centers for Disease Control and Prevention, the National Institutes of Health, and other government agencies, brings together the most up-to-date statistics on heart disease, stroke, other vascular diseases, and their risk factors and presents them in its Heart Disease and Stroke Statistical Update. The Statistical Update is a critical resource for researchers, clinicians, healthcare policy makers, media professionals, the lay public, and many others who seek the best available national data on heart disease, stroke, and other cardiovascular disease–related morbidity and mortality and the risks, quality of care, use of medical procedures and operations, and costs associated with the management of these diseases in a single document. Indeed, since 1999, the Statistical Update has been cited> 10 500 times in the literature, based on citations of all …",Alan S Go and Dariush Mozaffarian and Véronique L Roger and Emelia J Benjamin and Jarett D Berry and Michael J Blaha and Shifan Dai and Earl S Ford and Caroline S Fox and Sheila Franco and Heather J Fullerton and Cathleen Gillespie and Susan M Hailpern and John A Heit and Virginia J Howard and Mark D Huffman and Suzanne E Judd and Brett M Kissela and Steven J Kittner and Daniel T Lackland and Judith H Lichtman and Lynda D Lisabeth and Rachel H Mackey and David J Magid and Gregory M Marcus and Ariane Marelli and David B Matchar and Darren K McGuire and Emile R Mohler III and Claudia S Moy and Michael E Mussolino and Robert W Neumar and Graham Nichol and Dilip K Pandey and Nina P Paynter and Matthew J Reeves and Paul D Sorlie and Joel Stein and Amytis Towfighi and Tanya N Turan and Salim S Virani and Nathan D Wong and Daniel Woo and Melanie B Turner,24139,10257194513212918033,Circulation,3,399-410,Lippincott Williams & Wilkins,Executive summary: heart disease and stroke statistics—2014 update: a report from the American Heart Association,https://www.ahajournals.org/doi/abs/10.1161/01.cir.0000442015.53336.12,129,2014,/scholar?cites=10257194513212918033,iTloox8AAAAJ:lvd772isFD0C
22001,"Each year, the American Heart Association (AHA), in conjunction with the Centers for Disease Control and Prevention, the National Institutes of Health, and other government agencies, brings together the most up-to-date statistics related to heart disease, stroke, and other cardiovascular and metabolic diseases and presents them in its Heart Disease and Stroke Statistical Update. The Statistical Update represents a critical resource for the lay public, policy makers, media professionals, clinicians, healthcare administrators, researchers, and others seeking the best available data on these conditions. Together, cardiovascular disease (CVD) and stroke produce immense health and economic burdens in the United States and globally. The Statistical Update brings together in a single document up-to-date information on the core health behaviors and health factors that define cardiovascular health; a range of major …",Dariush Mozaffarian and Emelia J Benjamin and Alan S Go and Donna K Arnett and Michael J Blaha and Mary Cushman and Sarah De Ferranti and Jean-Pierre Després and Heather J Fullerton and Virginia J Howard and Mark D Huffman and Suzanne E Judd and Brett M Kissela and Daniel T Lackland and Judith H Lichtman and Lynda D Lisabeth and Simin Liu and Rachel H Mackey and David B Matchar and Darren K McGuire and Emile R Mohler III and Claudia S Moy and Paul Muntner and Michael E Mussolino and Khurram Nasir and Robert W Neumar and Graham Nichol and Latha Palaniappan and Dilip K Pandey and Mathew J Reeves and Carlos J Rodriguez and Paul D Sorlie and Joel Stein and Amytis Towfighi and Tanya N Turan and Salim S Virani and Joshua Z Willey and Daniel Woo and Robert W Yeh and Melanie B Turner,15321,13697592986102470826,Circulation,4,434-441,Lippincott Williams & Wilkins,Executive summary: heart disease and stroke statistics—2015 update: a report from the American Heart Association,https://www.ahajournals.org/doi/abs/10.1161/CIR.0000000000000157,131,2015,/scholar?cites=13697592986102470826,iTloox8AAAAJ:mNrWkgRL2YcC
22002,"In 2010, overweight and obesity were estimated to cause 3·4 million deaths, 3·9% of years of life lost, and 3·8% of disability-adjusted life-years (DALYs) worldwide. The rise in obesity has led to widespread calls for regular monitoring of changes in overweight and obesity prevalence in all populations. Comparable, up-to-date information about levels and trends is essential to quantify population health effects and to prompt decision makers to prioritise action. We estimate the global, regional, and national prevalence of overweight and obesity in children and adults during 1980–2013.We systematically identified surveys, reports, and published studies (n=1769) that included data for height and weight, both through physical measurements and self-reports. We used mixed effects linear regression to correct for bias in self-reports. We obtained data for prevalence of obesity and overweight by age …",Marie Ng and Tom Fleming and Margaret Robinson and Blake Thomson and Nicholas Graetz and Christopher Margono and Erin C Mullany and Stan Biryukov and Cristiana Abbafati and Semaw Ferede Abera and Jerry P Abraham and Niveen ME Abu-Rmeileh and Tom Achoki and Fadia S AlBuhairan and Zewdie A Alemu and Rafael Alfonso and Mohammed K Ali and Raghib Ali and Nelson Alvis Guzman and Walid Ammar and Palwasha Anwari and Amitava Banerjee and Simon Barquera and Sanjay Basu and Derrick A Bennett and Zulfiqar Bhutta and Jed Blore and Norberto Cabral and Ismael Campos Nonato and Jung-Chen Chang and Rajiv Chowdhury and Karen J Courville and Michael H Criqui and David K Cundiff and Kaustubh C Dabhadkar and Lalit Dandona and Adrian Davis and Anand Dayama and Samath D Dharmaratne and Eric L Ding and Adnan M Durrani and Alireza Esteghamati and Farshad Farzadfar and Derek FJ Fay and Valery L Feigin and Abraham Flaxman and Mohammad H Forouzanfar and Atsushi Goto and Mark A Green and Rajeev Gupta and Nima Hafezi-Nejad and Graeme J Hankey and Heather C Harewood and Rasmus Havmoeller and Simon Hay and Lucia Hernandez and Abdullatif Husseini and Bulat T Idrisov and Nayu Ikeda and Farhad Islami and Eiman Jahangir and Simerjot K Jassal and Sun Ha Jee and Mona Jeffreys and Jost B Jonas and Edmond K Kabagambe and Shams Eldin Ali Hassan Khalifa and Andre Pascal Kengne and Yousef Saleh Khader and Young-Ho Khang and Daniel Kim and Ruth W Kimokoti and Jonas M Kinge and Yoshihiro Kokubo and Soewarta Kosen and Gene Kwan and Taavi Lai and Mall Leinsalu and Yichong Li and Xiaofeng Liang and Shiwei Liu and Giancarlo Logroscino and Paulo A Lotufo and Yuan Lu and Jixiang Ma and Nana Kwaku Mainoo and George A Mensah and Tony R Merriman and Ali H Mokdad and Joanna Moschandreas and Mohsen Naghavi and Aliya Naheed and Devina Nand and KM Venkat Narayan and Erica Leigh Nelson and Marian L Neuhouser and Muhammad Imran Nisar and Takayoshi Ohkubo and Samuel O Oti and Andrea Pedroza and Dorairaj Prabhakaran and Nobhojit Roy and Uchechukwu Sampson and Hyeyoung Seo and Sadaf G Sepanlou and Kenji Shibuya and Rahman Shiri and Ivy Shiue and Gitanjali M Singh and Jasvinder A Singh and Vegard Skirbekk and Nicolas JC Stapelberg and Lela Sturua and Bryan L Sykes and Martin Tobias and Bach X Tran and Leonardo Trasande and Hideaki Toyoshima and Steven Van De Vijver and Tommi J Vasankari and J Lennert Veerman and Gustavo Velasquez-Melendez and Vasiliy Victorovich Vlassov and Stein Emil Vollset and Theo Vos and Claire Wang and XiaoRong Wang and Elisabete Weiderpass and Andrea Werdecker and Jonathan L Wright and Y Claire Yang and Hiroshi Yatsuya and Jihyun Yoon and Seok-Jun Yoon and Yong Zhao and Maigeng Zhou and Shankuan Zhu and Alan D Lopez and Christopher JL Murray and Emmanuela Gakidou,10280,6670673578393082323,The lancet,9945,766-781,Elsevier,"Global, regional, and national prevalence of overweight and obesity in children and adults during 1980–2013: a systematic analysis for the Global Burden of Disease Study 2013",https://www.sciencedirect.com/science/article/pii/S0140673614604608,384,2014,/scholar?cites=6670673578393082323,iTloox8AAAAJ:eq2jaN3J8jMC
22003,"Up-to-date evidence on levels and trends for age-sex-specific all-cause and cause-specific mortality is essential for the formation of global, regional, and national health policies. In the Global Burden of Disease Study 2013 (GBD 2013) we estimated yearly deaths for 188 countries between 1990, and 2013. We used the results to assess whether there is epidemiological convergence across countries.",II Abubakar and T Tillmann and A Banerjee,3336,14785048617678551849,Lancet,9963,117-171,,"Global, regional, and national age-sex specific all-cause and cause-specific mortality for 240 causes of death, 1990-2013: a systematic analysis for the Global Burden of …",https://discovery.ucl.ac.uk/id/eprint/1462383/,385,2015,/scholar?cites=14785048617678551849,iTloox8AAAAJ:AHdEip9mkN0C
22004,"The fifth Millennium Development Goal (MDG 5) established the goal of a 75% reduction in the maternal mortality ratio (MMR; number of maternal deaths per 100 000 livebirths) between 1990 and 2015. We aimed to measure levels and track trends in maternal mortality, the key causes contributing to maternal death, and timing of maternal death with respect to delivery.We used robust statistical methods including the Cause of Death Ensemble model (CODEm) to analyse a database of data for 7065 site-years and estimate the number of maternal deaths from all causes in 188 countries between 1990 and 2013. We estimated the number of pregnancy-related deaths caused by HIV on the basis of a systematic review of the relative risk of dying during pregnancy for HIV-positive women compared with HIV-negative women. We also estimated the fraction of these deaths aggravated by pregnancy …",Nicholas J Kassebaum and Amelia Bertozzi-Villa and Megan S Coggeshall and Katya A Shackelford and Caitlyn Steiner and Kyle R Heuton and Diego Gonzalez-Medina and Ryan Barber and Chantal Huynh and Daniel Dicker and Tara Templin and Timothy M Wolock and Ayse Abbasoglu Ozgoren and Foad Abd-Allah and Semaw Ferede Abera and Ibrahim Abubakar and Tom Achoki and Ademola Adelekan and Zanfina Ademi and Arsène Kouablan Adou and José C Adsuar and Emilie E Agardh and Dickens Akena and Deena Alasfoor and Zewdie Aderaw Alemu and Rafael Alfonso-Cristancho and Samia Alhabib and Raghib Ali and Mazin J Al Kahbouri and François Alla and Peter J Allen and Mohammad A AlMazroa and Ubai Alsharif and Elena Alvarez and Nelson Alvis-Guzmán and Adansi A Amankwaa and Azmeraw T Amare and Hassan Amini and Walid Ammar and Carl AT Antonio and Palwasha Anwari and Johan Ärnlöv and Valentina S Arsic Arsenijevic and Ali Artaman and Majed Masoud Asad and Rana J Asghar and Reza Assadi and Lydia S Atkins and Alaa Badawi and Kalpana Balakrishnan and Arindam Basu and Sanjay Basu and Justin Beardsley and Neeraj Bedi and Tolesa Bekele and Michelle L Bell and Eduardo Bernabe and Tariku J Beyene and Zulfiqar Bhutta and Aref Bin Abdulhak and Jed D Blore and Berrak Bora Basara and Dipan Bose and Nicholas Breitborde and Rosario Cárdenas and Carlos A Castañeda-Orjuela and Ruben Estanislao Castro and Ferrán Catalá-López and Alanur Cavlin and Jung-Chen Chang and Xuan Che and Costas A Christophi and Sumeet S Chugh and Massimo Cirillo and Samantha M Colquhoun and Leslie Trumbull Cooper and Cyrus Cooper and Iuri da Costa Leite and Lalit Dandona and Rakhi Dandona and Adrian Davis and Anand Dayama and Louisa Degenhardt and Diego De Leo and Borja del Pozo-Cruz and Kebede Deribe and Muluken Dessalegn and A deVeber Gabrielle and Samath D Dharmaratne and Uğur Dilmen and Eric L Ding and Rob E Dorrington and Tim R Driscoll and Sergei Petrovich Ermakov and Alireza Esteghamati and Jose A Faraon and Farshad Farzadfar and Manuela Mendonca Felicio and Seyed-Mohammad Fereshtehnejad and Graça Maria Ferreira De Lima and Mohammad H Forouzanfar and Elisabeth B França and Lynne Gaffikin and Ketevan Gambashidze and Fortuné Gbètoho Gankpé and Ana C Garcia and Johanna M Geleijnse and Katherine B Gibney and Maurice Giroud and Elizabeth L Glaser and Ketevan Goginashvili and Philimon Gona and Dinorah González-Castell and Atsushi Goto and Hebe N Gouda and Harish Chander Gugnani and Rahul Gupta and Rajeev Gupta and Nima Hafezi-Nejad and Randah Ribhi Hamadeh and Mouhanad Hammami and Graeme J Hankey and Hilda L Harb and Rasmus Havmoeller and Simon I Hay and Ileana B Heredia Pi and Hans W Hoek and H Dean Hosgood and Damian G Hoy and Abdullatif Husseini and Bulat T Idrisov and Kaire Innos and Manami Inoue and Kathryn H Jacobsen and Eiman Jahangir and Sun Ha Jee and Paul N Jensen and Vivekanand Jha and Guohong Jiang and Jost B Jonas and Knud Juel and Edmond Kato Kabagambe and Haidong Kan and Nadim E Karam and André Karch and Corine Kakizi Karema and Anil Kaul and Norito Kawakami and Konstantin Kazanjan and Dhruv S Kazi,1361,17848896473580482145,The Lancet,9947,980-1004,Elsevier,"Global, regional, and national levels and causes of maternal mortality during 1990–2013: a systematic analysis for the Global Burden of Disease Study 2013",https://www.sciencedirect.com/science/article/pii/S0140673614606966,384,2014,/scholar?cites=17848896473580482145,iTloox8AAAAJ:9vf0nzSNQJEC
22005,"Remarkable financial and political efforts have been focused on the reduction of child mortality during the past few decades. Timely measurements of levels and trends in under-5 mortality are important to assess progress towards the Millennium Development Goal 4 (MDG 4) target of reduction of child mortality by two thirds from 1990 to 2015, and to identify models of success.We generated updated estimates of child mortality in early neonatal (age 0–6 days), late neonatal (7–28 days), postneonatal (29–364 days), childhood (1–4 years), and under-5 (0–4 years) age groups for 188 countries from 1970 to 2013, with more than 29 000 survey, census, vital registration, and sample registration datapoints. We used Gaussian process regression with adjustments for bias and non-sampling error to synthesise the data for under-5 mortality for each country, and a separate model to estimate mortality …",Haidong Wang and Chelsea A Liddell and Matthew M Coates and Meghan D Mooney and Carly E Levitz and Austin E Schumacher and Henry Apfel and Marissa Iannarone and Bryan Phillips and Katherine T Lofgren and Logan Sandar and Rob E Dorrington and Ivo Rakovac and Troy A Jacobs and Xiaofeng Liang and Maigeng Zhou and Jun Zhu and Gonghuan Yang and Yanping Wang and Shiwei Liu and Yichong Li and Ayse Abbasoglu Ozgoren and Semaw Ferede Abera and Ibrahim Abubakar and Tom Achoki and Ademola Adelekan and Zanfina Ademi and Zewdie Aderaw Alemu and Peter J Allen and Mohammad AbdulAziz AlMazroa and Elena Alvarez and Adansi A Amankwaa and Azmeraw T Amare and Walid Ammar and Palwasha Anwari and Solveig Argeseanu Cunningham and Majed Masoud Asad and Reza Assadi and Amitava Banerjee and Sanjay Basu and Neeraj Bedi and Tolesa Bekele and Michelle L Bell and Zulfiqar Bhutta and Jed D Blore and Berrak Bora Basara and Soufiane Boufous and Nicholas Breitborde and Nigel G Bruce and Linh Ngoc Bui and Jonathan R Carapetis and Rosario Cárdenas and David O Carpenter and Valeria Caso and Ruben Estanislao Castro and Ferrán Catalá-Lopéz and Alanur Cavlin and Xuan Che and Peggy Pei-Chia Chiang and Rajiv Chowdhury and Costas A Christophi and Ting-Wu Chuang and Massimo Cirillo and Iuri da Costa Leite and Karen J Courville and Lalit Dandona and Rakhi Dandona and Adrian Davis and Anand Dayama and Kebede Deribe and Samath D Dharmaratne and Mukesh K Dherani and Uğur Dilmen and Eric L Ding and Karen M Edmond and Sergei Petrovich Ermakov and Farshad Farzadfar and Seyed-Mohammad Fereshtehnejad and Daniel Obadare Fijabi and Nataliya Foigt and Mohammad H Forouzanfar and Ana C Garcia and Johanna M Geleijnse and Bradford D Gessner and Ketevan Goginashvili and Philimon Gona and Atsushi Goto and Hebe N Gouda and Mark A Green and Karen Fern Greenwell and Harish Chander Gugnani and Rahul Gupta and Randah Ribhi Hamadeh and Mouhanad Hammami and Hilda L Harb and Simon Hay and Mohammad T Hedayati and H Dean Hosgood and Damian G Hoy and Bulat T Idrisov and Farhad Islami and Samaya Ismayilova and Vivekanand Jha and Guohong Jiang and Jost B Jonas and Knud Juel and Edmond Kato Kabagambe and Dhruv S Kazi and Andre Pascal Kengne and Maia Kereselidze and Yousef Saleh Khader and Shams Eldin Ali Hassan Khalifa and Young-Ho Khang and Daniel Kim and Yohannes Kinfu and Jonas M Kinge and Yoshihiro Kokubo and Soewarta Kosen and Barthelemy Kuate Defo and G Anil Kumar and Kaushalendra Kumar and Ravi B Kumar and Taavi Lai and Qing Lan and Anders Larsson and Jong-Tae Lee and Mall Leinsalu and Stephen S Lim and Steven E Lipshultz and Giancarlo Logroscino and Paulo A Lotufo and Raimundas Lunevicius and Ronan Anthony Lyons and Stefan Ma and Abbas Ali Mahdi and Melvin Barrientos Marzan and Mohammad Taufiq Mashal and Tasara T Mazorodze and John J McGrath and Ziad A Memish and Walter Mendoza and George A Mensah and Atte Meretoja and Ted R Miller and Edward J Mills and Karzan Abdulmuhsin Mohammad and Ali H Mokdad and Lorenzo Monasta and Marcella Montico and Ami R Moore,757,7729472813602174718,The Lancet,9947,957-979,Elsevier,"Global, regional, and national levels of neonatal, infant, and under-5 mortality during 1990–2013: a systematic analysis for the Global Burden of Disease Study 2013",https://www.sciencedirect.com/science/article/pii/S0140673614604979,384,2014,/scholar?cites=7729472813602174718,iTloox8AAAAJ:dTyEYWd-f8wC
22006,"ContextThe association between coffee intake and risk of myocardial infarction (MI) remains controversial. Coffee is a major source of caffeine, which is metabolized by the polymorphic cytochrome P450 1A2 (CYP1A2) enzyme. Individuals who are homozygous for the CYP1A2*1A allele are “rapid” caffeine metabolizers, whereas carriers of the variant CYP1A2*1F are “slow” caffeine metabolizers.ObjectiveTo determine whether CYP1A2 genotype modifies the association between coffee consumption and risk of acute nonfatal MI.Design, Setting, and ParticipantsCases (n = 2014) with a first acute nonfatal MI and population-based controls (n = 2014) living in Costa Rica between 1994 and 2004, matched for age, sex, and area of residence, were genotyped by restriction fragment–length polymorphism polymerase chain reaction. A food frequency questionnaire was used to assess the intake of caffeinated coffee.Main …",Marilyn C Cornelis and Ahmed El-Sohemy and Edmond K Kabagambe and Hannia Campos,494,14259804491194229566,Jama,10,1135-1141,American Medical Association,"Coffee, CYP1A2 genotype, and risk of myocardial infarction",https://jamanetwork.com/journals/jama/article-abstract/202502,295,2006,/scholar?cites=14259804491194229566,iTloox8AAAAJ:4DMP91E08xMC
22007," Background: Biomarkers can provide a more accurate measure of long-term intake than can dietary questionnaires. Objective: The objective was to identify which adipose tissue fatty acids are suitable biomarkers of intake as assessed with a validated food-frequency questionnaire. Design: Costa Rican men with a mean (± SD) age of 56 ± 11 y (n = 367) and women aged 60 ± 10 y (n = 136) completed a 135-item food-frequency questionnaire and provided an adipose tissue sample. Fifty fatty acids were identified by capillary gas chromatography. Correlation coefficients were calculated after adjustment for age, sex, body mass index, and smoking status. Results: The best adipose tissue marker for total intake of saturated fatty acids was 15:0 + 17:0 (r = 0.18). Both 15:0 and 17:0 were also the best correlates of dairy product intake (r = 0.31 for each). The diet-adipose tissue …",Ana Baylin and Edmond K Kabagambe and Xinia Siles and Hannia Campos,379,3211589700602181231,The American journal of clinical nutrition,4,750-757,Oxford University Press,Adipose tissue biomarkers of fatty acid intake,https://academic.oup.com/ajcn/article-abstract/76/4/750/4677442,76,2002,/scholar?cites=3211589700602181231,iTloox8AAAAJ:Wp0gIr-vW9MC
22008,"Long-chain n-3 polyunsaturated fatty acids (PUFAs) can derive from diet or from α-linolenic acid (ALA) by elongation and desaturation. We investigated the association of common genetic variation with plasma phospholipid levels of the four major n-3 PUFAs by performing genome-wide association studies in five population-based cohorts comprising 8,866 subjects of European ancestry. Minor alleles of SNPs in FADS1 and FADS2 (desaturases) were associated with higher levels of ALA (p = 3×10−64) and lower levels of eicosapentaenoic acid (EPA, p = 5×10−58) and docosapentaenoic acid (DPA, p = 4×10−154). Minor alleles of SNPs in ELOVL2 (elongase) were associated with higher EPA (p = 2×10−12) and DPA (p = 1×10−43) and lower docosahexaenoic acid (DHA, p = 1×10−15). In addition to genes in the n-3 pathway, we identified a novel association of DPA with several SNPs in GCKR (glucokinase regulator, p = 1×10−8). We observed a weaker association between ALA and EPA among carriers of the minor allele of a representative SNP in FADS2 (rs1535), suggesting a lower rate of ALA-to-EPA conversion in these subjects. In samples of African, Chinese, and Hispanic ancestry, associations of n-3 PUFAs were similar with a representative SNP in FADS1 but less consistent with a representative SNP in ELOVL2. Our findings show that common variation in n-3 metabolic pathway genes and in GCKR influences plasma phospholipid levels of n-3 PUFAs in populations of European ancestry and, for FADS1, in other ancestries.",Rozenn N Lemaitre and Toshiko Tanaka and Weihong Tang and Ani Manichaikul and Millennia Foy and Edmond K Kabagambe and Jennifer A Nettleton and Irena B King and Lu-Chen Weng and Sayanti Bhattacharya and Stefania Bandinelli and Joshua C Bis and Stephen S Rich and David R Jacobs Jr and Antonio Cherubini and Barbara McKnight and Shuang Liang and Xiangjun Gu and Kenneth Rice and Cathy C Laurie and Thomas Lumley and Brian L Browning and Bruce M Psaty and Yii-Der I Chen and Yechiel Friedlander and Luc Djousse and Jason HY Wu and David S Siscovick and André G Uitterlinden and Donna K Arnett and Luigi Ferrucci and Myriam Fornage and Michael Y Tsai and Dariush Mozaffarian and Lyn M Steffen,301,1477414037840390621,PLoS Genet,7,e1002193,Public Library of Science,Genetic loci associated with plasma phospholipid n-3 fatty acids: a meta-analysis of genome-wide association studies from the CHARGE Consortium,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1002193,7,2011,/scholar?cites=1477414037840390621,iTloox8AAAAJ:qUcmZB5y_30C
22009,"Little is documented about the performance of the food frequency questionnaire (FFQ) in US minority groups and in populations in developing countries. The authors applied a novel technique, the method of triads, to assess the validity and reproducibility of the FFQ among Hispanics. The subjects were men (n = 78) and women (n = 42) living in Costa Rica. Seven 24-hour dietary recalls and two FFQ interviews (12 months apart) were conducted between 1995 and 1998 to estimate dietary intake during the past year. Plasma and adipose tissue samples were collected from all subjects. Validity coefficients, which measure the correlation between observed and “true” dietary intake, were also estimated. The median validity coefficients for tocopherols and carotenoids estimated by dietary recall, the average of the two FFQs, and plasma were 0.71, 0.60, and 0.52, respectively. Compared with adipose tissue, plasma …",Edmond K Kabagambe and Ana Baylin and Damon A Allan and Xinia Siles and Donna Spiegelman and Hannia Campos,261,6298188929754273363,American journal of epidemiology,12,1126-1135,Oxford University Press,Application of the method of triads to evaluate the performance of food frequency questionnaires and biomarkers as indicators of long-term dietary intake,https://academic.oup.com/aje/article-abstract/154/12/1126/64377,154,2001,/scholar?cites=6298188929754273363,iTloox8AAAAJ:mVmsd5A6BfQC
