id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
9000,"In this article, we report on the fabrication and characterization of Ti2AlC, Ti2AlN, and Ti2AlC0.5N0.5. Reactive hot isostatic pressing (hipping) at ≈40 MPa of the appropriate mixtures of Ti, Al4C3 graphite, and/or AlN powders for 15 hours at 1300 °C yields predominantly single-phase samples of Ti2AlC0.5N0.5, 30 hours at 1300 °C yields predominantly single-phase samples of Ti2AlC. Despite our best efforts, samples of Ti2AlN (hot isostatic pressed (hipped) at 1400 °C for 48 hours) contain anywhere between 10 and 15 vol pct of ancillary phases. At ≈25 µM, the average grain sizes of Ti2AlC0.5N0.5 and Ti2AlC are comparable and are significantly smaller than those of Ti2AlN, at ≈100 µm. All samples are fully dense and readily machinable. The room-temperature deformation under compression of the end-members is noncatastrophic or graceful. At room temperature, solid-solution strengthening is …",MW Barsoum and T El-Raghy and M Ali,579,10981085029539888737,Metallurgical and Materials Transactions A,7,1857-1865,Springer-Verlag,"Processing and characterization of Ti2AlC, Ti2AlN, and Ti2AlC0.5N0.5",https://link.springer.com/article/10.1007/s11661-006-0243-3,31,2000,/scholar?cites=10981085029539888737,ggyoQ3UAAAAJ:9w-KRoa3VEQC
9001,"The trace metals are frequently encountered as mixtures of essential and non-essential elements. Therefore, evaluation of their toxic effects individually does not offer a realistic estimate of their impact on biological processes. We studied effects of a mixture of four essential and toxic metals (Cu, Cd, Fe and Ni) on biochemical and morphological characteristics of the gills of a biomarker freshwater fish Channa punctata (Bloch) using environmentally relevant concentrations. Fish were exposed to metal mixture through tank water for 7, 15 and 30 days. Biochemical studies as well as light microscopy (LM) and scanning electron microscopy (SEM) revealed significant metal exposure-induced alterations in gills. Besides ultastructural changes, activities of antioxidant enzymes such catalase (CAT), glutathione S-transferase (GST) and superoxide dismutase (SOD) were significantly altered in the gills of exposed fish. The …",Suwarna Pandey and Suhel Parvez and Rizwan Ahamd Ansari and Mehboob Ali and Manpreet Kaur and Faisal Hayat and Firoz Ahmad and Sheikh Raisuddin,275,5961799328860115022,Chemico-biological interactions,3,183-192,Elsevier,"Effects of exposure to multiple trace metals on biochemical, histological and ultrastructural features of gills of a freshwater fish, Channa punctata Bloch",https://www.sciencedirect.com/science/article/pii/S0009279708002664,174,2008,/scholar?cites=5961799328860115022,ggyoQ3UAAAAJ:Ns2bVKt8YxIC
9002,"Ionic liquids have shown their potential as a solvent media for many enzymatic reactions as well as protein preservation, because of their unusual characteristics. It is also observed that change in cation or anion alters the physiochemical properties of the ionic liquids, which in turn influence the enzymatic reactions by altering the structure, activity, enatioselectivity, and stability of the enzymes. Thus, it is utmost need of the researchers to have full understanding of these influences created by ionic liquids before choosing or developing an ionic liquid to serve as solvent media for enzymatic reaction or protein preservation. So, in the present review, we try to shed light on effects of ionic liquids chemistry on structure, stability, and activity of enzymes, which will be helpful for the researchers in various biocatalytic applications.",Mu Naushad and Zied Abdullah ALOthman and Abbul Bashar Khan and Maroof Ali,237,10088663942678815842,,4,555-560,Elsevier,"Effect of ionic liquid on activity, stability, and structure of enzymes: a review",https://www.sciencedirect.com/science/article/pii/S014181301200236X,51,2012,/scholar?cites=10088663942678815842,ggyoQ3UAAAAJ:f13iAvnbnnYC
9003,This study seeks to examine the relationship between rewards and employee performance as well as to identify the relationship between extrinsic and intrinsic rewards. The study explored factors determining extrinsic and intrinsic rewards and their impact on employee performance and actions to influence the commercial banks for a consideration of a more systematic and structured approach to acknowledge employee’s efforts which would in turn prosper high performance culture in commercial banks of Bangladesh. Descriptive statistics based frequency tables and graphs were used in the study to provide information on demographic variables. The results are investigated in terms of descriptive statistics followed by inferential statistics on the variables. A total of 200 questionnaires were distributed to employees of the commercial bank and a total of 180 employees completed the questionnaire properly. The result indicate that there is a statistical significant relationship between all of the independent variables with dependent variables employee work performance and all the independent variables have a positive influence on employee work performance.,Serena Aktar and Muhammad Kamruzzaman Sachu and Md Emran Ali,222,9800011650648670028,IOSR Journal of Business and Management,2,9-15,,The impact of rewards on employee performance in commercial banks of Bangladesh: an empirical study,https://pdfs.semanticscholar.org/50b1/b9b6ec885144386a27f7063d6971471f2422.pdf,6,2012,/scholar?cites=9800011650648670028,ggyoQ3UAAAAJ:dfsIfKJdRG4C
9004,"Polymer/fullerene solar cells are printed on paper using a combination of gravure and flexographic printing techniques. The printed paper photovoltaic cells are free from expensive electrodes made with indium–tin oxide, silver, or gold. Oxidized zinc film is used as the electron‐collecting layer.        ",Arved Hübler and Bystrik Trnovec and Tino Zillger and Moazzam Ali and Nora Wetzold and Markus Mingebach and Alexander Wagenpfahl and Carsten Deibel and Vladimir Dyakonov,222,12021361661528310269,Advanced Energy Materials,6,1018-1022,WILEY‐VCH Verlag,Printed paper photovoltaic cells,https://onlinelibrary.wiley.com/doi/abs/10.1002/aenm.201100394,1,2011,/scholar?cites=12021361661528310269,ggyoQ3UAAAAJ:DIubQTN3OvUC
9005,"Since 1990, South Asia has experienced a resurgence of kala-azar (visceral leishmaniasis). To determine risk factors for kala-azar, we performed cross-sectional surveys over a 3-year period in a Bangladeshi community. By history, active case detection, and serologic screening, 155 of 2,356 residents had kala-azar with onset from 2000 to 2003. Risk was highest for persons 3–45 years of age, and no significant difference by sex was seen. In age-adjusted multivariable models, 3 factors were identified: proximity to a previous kala-azar patient (odds ratio [OR] 25.4, 95% confidence interval [CI] 15–44 within household; OR 3.2 95% CI 1.7–6.1 within 50 m), bed net use in summer (OR 0.7, 95% CI 0.53–0.93), and cattle per 1,000 m 2 (OR 0.8, 95% CI 0.70–0.94]). No difference was seen by income, education, or occupation; land ownership or other assets; housing materials and condition; or keeping goats or chickens …",Caryn Bern and Allen W Hightower and Rajib Chowdhury and Mustakim Ali and Josef Amann and Yukiko Wagatsuma and Rashidul Haque and Katie Kurkjian and Louise E Vaz and Moarrita Begum and Tangin Akter and Catherine B Cetre-Sossah and Indu B Ahluwalia and Ellen Dotson and W Evan Secor and Robert F Breiman and James H Maguire,211,12240551715294714204,Emerging infectious diseases,5,655,Centers for Disease Control and Prevention,Risk factors for kala-azar in Bangladesh,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3320384/,11,2005,/scholar?cites=12240551715294714204,ggyoQ3UAAAAJ:6Dd5luMImnEC
9006,"Of 57 male children, aged 5 months to 21/2 years with rotavirus diarrhœa, 28 were given oral therapy with sucrose electrolyte solution and 29 were given glucose electrolyte solution in a randomised double-blind trial. All were rehydrated and remained so on oral therapy alone. These patients were compared with 44 children, also with rotavirus, who were treated only with intravenous hydration. The oral therapy and intravenous therapy groups did not differ clinically in the rate of rehydration or the rate of purging. Vomiting did not prevent the giving of oral therapy during hospital admission. Bangladeshi children with rotavirus diarrhœa have a defect of carbohydrate digestion but this defect does not prevent the use of a sugar electrolyte solution for oral hydration.",DavidA Sack and Abu Eusof and MichaelH Merson and RobertE Black and AzadM AK Chowdhury and MD Akbar Ali and Sirajul Islam and KennethH Brown,207,10763734698046311658,The Lancet,8084,280-283,Elsevier,Oral hydration in rotavirus diarrhoea: a double blind comparison of sucrose with glucose electrolyte solution,https://www.sciencedirect.com/science/article/pii/S0140673678916872,312,1978,/scholar?cites=10763734698046311658,ggyoQ3UAAAAJ:GtqhT-R7ZnwC
9007,"Third generation biodiesel production from microalgae currently necessitates many stages, some of which are complex and energy consuming, cell disruption is such an example. Microalgal strains which are prime candidates for oil extraction normally possess a robust cell wall which prevents the release of intracellular products, and breaking them can be energy intensive. This study investigated several laboratory scale methods (solid and liquid shear, thermolysis, and microwave and laser treatments) to disrupt Nannochloropsis oculata cells with a view to monitor the treatment efficiency and induced damage traits. Bright field microscopy analysis was used to quantify the reduction of intact cells as a function of time, whilst measuring the treatment’s cumulative energy requirements. A figure of merit was defined to assess the relative energy consumption, taking into consideration the percentage disruption, energy …",Jonathan R McMillan and Ian A Watson and Mehmood Ali and Weaam Jaafar,178,610288278110301759,Applied energy,,128-134,Elsevier,"Evaluation and comparison of algal cell disruption methods: microwave, waterbath, blender, ultrasonic and laser treatment",https://www.sciencedirect.com/science/article/pii/S0306261912006605,103,2013,/scholar?cites=610288278110301759,ggyoQ3UAAAAJ:BAanoTsO0WEC
9008,"Walnut (Juglans regia L.) is extensively used in traditional systems of medicine for                 treatment of various ailments. It is described as an anticancer, tonic, blood                 purifier and detoxifier agent. The present study was undertaken to investigate                 modulatory effects of walnut extract on the toxicity of an anticancer drug,                 cyclophosphamide (CP) with special reference to protection against disruption of                 drug metabolizing and antioxidant enzymes. Plant extract+CP group animals                 showed restoration in the level of cytochrome P450 (CYP) content and in the                 activities of glutathione S-transferase (GST), glutathione peroxidase (GP) and                 catalase (CAT) in both liver and kidneys. But plant extract restored the activity of                 super oxide dismutase (SOD) and the level of reduced glutathione (GSH) in the                 kidneys only when compared with CP-treated …",R Haque and B Bin-Hafeez and S Parvez and S Pandey and I Sayeed and M Ali and S Raisuddin,169,10231612408370907103,Human & experimental toxicology,9,473-480,Sage Publications,Aqueous extract of walnut (Juglans regia L.) protects mice against cyclophosphamideinduced biochemical toxicity,https://journals.sagepub.com/doi/abs/10.1191/0960327103ht388oa,22,2003,/scholar?cites=10231612408370907103,ggyoQ3UAAAAJ:5bFWG3eDk9wC
9009,"Candida lusitaniae is an emerging human pathogen that, unlike other fungal pathogens, frequently develops resistance to the commonly used antifungal agent amphotericin B. Amphotericin B is a member of the polyene class of antifungal drugs, which impair fungal cell membrane integrity. Here we analyzed mechanisms contributing to amphotericin B resistance in C. lusitaniae. Sensitivity to polyenes in the related fungi Saccharomyces cerevisiae and Candida albicans requires the ergosterol biosynthetic gene ERG6. In an effort to understand the mechanisms contributing to amphotericin B resistance in C. lusitaniae, we isolated the ERG6 gene and created a C. lusitaniae erg6Δ strain. This mutant strain exhibited a growth defect, was resistant to amphotericin B, and was hypersensitive to other sterol inhibitors. Based on the similarities between the phenotypes of the erg6Δ mutant and clinical isolates of C. lusitaniae …",Laura Y Young and Christina M Hull and Joseph Heitman,147,443664565102368006,Antimicrobial agents and chemotherapy,9,2717-2724,American Society for Microbiology Journals,Disruption of ergosterol biosynthesis confers resistance to amphotericin B in Candida lusitaniae,https://aac.asm.org/content/47/9/2717.short,47,2003,/scholar?cites=443664565102368006,ggyoQ3UAAAAJ:epqYDVWIO7EC
