id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
28000,"During the 1990s, reconstruction of flowering plant phylogeny took a great step forward. Rapidly accumulating DNA sequences, in particular from the plastid gene rbcL (eg Chase et al., 1993), provided new and informative sets of data. Cladistic analysis of these data sets was also much improved, especially through",Apg Ii,4195,6823309662891513156,Botanical journal of the Linnean Society,4,399-436,,An update of the Angiosperm Phylogeny Group classification for the orders and families of flowering plants: APG II,https://plantnetwork.org/wordpress/wp-content/uploads/2746/apg2fulltext.pdf,141,2003,/scholar?cites=6823309662891513156,tQynSj0AAAAJ:JdL-Xu2nR38C
28001,,,3325,18277052518441466601,Botanical Journal of the Linnean Society,105-121,,,An update of the Angiosperm Phylogeny Group classification for the orders and families of flowering plants: APG III,,161,2009,/scholar?cites=18277052518441466601,tQynSj0AAAAJ:MIg0yeAD4ggC
28002,"We present the results of two exploratory parsimony analyses of DNA sequences from 475 and 499 species of seed plants, respectively, representing all major taxonomic groups. The data are exclusively from the chloroplast gene rbcL, which codes for the large subunit of ribulose-1,5-bisphosphate carboxylase/oxygenase (RuBisCO or RuBPCase). We used two different state-transformation assumptions resulting in two sets of cladograms: (i) equal-weighting for the 499-taxon analysis; and (ii) a procedure that differentially weights transversions over transitions within characters and codon positions among characters for the 475-taxon analysis. The degree of congruence between these results and other molecular, as well as morphological, cladistic studies indicates that rbcL sequence variation contains historical evidence appropriate for phylogenetic analysis at this taxonomic level of sampling. Because the …",Mark W Chase and Douglas E Soltis and Richard G Olmstead and David Morgan and Donald H Les and Brent D Mishler and Melvin R Duvall and Robert A Price and Harold G Hills and Yin-Long Qiu and Kathleen A Kron and Jeffrey H Rettig and Elena Conti and Jeffrey D Palmer and James R Manhart and Kenneth J Sytsma and Helen J Michaels and W John Kress and Kenneth G Karol and W Dennis Clark and Mikael Hedren and Brandon S Gaut and Robert K Jansen and Ki-Joong Kim and Charles F Wimpee and James F Smith and Glenn R Furnier and Steven H Strauss and Qui-Yun Xiang and Gregory M Plunkett and Pamela S Soltis and Susan M Swensen and Stephen E Williams and Paul A Gadek and Christopher J Quinn and Luis E Eguiarte and Edward Golenberg and Gerald H Learn Jr and Sean W Graham and Spencer CH Barrett and Selvadurai Dayanandan and Victor A Albert,2418,12015340279518633463,Annals of the Missouri Botanical Garden,,528-580,Missouri Botanical Garden,Phylogenetics of seed plants: an analysis of nucleotide sequences from the plastid gene rbcL,https://www.jstor.org/stable/2399846,,1993,/scholar?cites=12015340279518633463,tQynSj0AAAAJ:UeHWp8X0CEIC
28003,"The homosporous pteridophytes have been largely uninvestigated by electrophoresis, despite the fact that they offer many exciting research possibilities (Soltis et al., 1980). The paucity of electrophoretic studies of ferns and fern allies may be due in large part to the high concentrations of condensed tannins that many species contain (Cooper-Driver, 1976 and pers. comm.). These compounds render enzymes inactive by binding with them following cellular disruption, thereby frustrating researchers who have attempted electrophoretic analysis utilizing standard methods of sample preparation.The method of sample preparation developed by Kelley and Adams (1977a, b) in their analysis of enzyme variation in Juniperus was an important procedural breakthrough in overcoming the difficulties that result from the liberation of large amounts of phenolic compounds during tissue preparation. Recently, a simplified version …",Douglas E Soltis and Christopher H Haufler and David C Darrow and Gerald J Gastony,1649,17072296904214549222,American fern journal,1,9-27,American Fern Society,"Starch gel electrophoresis of ferns: a compilation of grinding buffers, gel and electrode buffers, and staining schedules",https://www.jstor.org/stable/1546611,73,1983,/scholar?cites=17072296904214549222,tQynSj0AAAAJ:IjCSPb-OGe4C
28004,"Gel electrophoresis of proteins has become a standard and powerful research tool for application in a multitude of biological disciplines. One form of protein electrophoresis, isozyme analysis, has become particularly prominent in systematic and evolutionary biology as well as agronomy (Tanksley and Orton, 1983). Isozymes, or multiple molecular forms of enzymes, are enzymes that share a common substrate but differ in electrophoretic mobility (Markert and Moller, 1959). They are revealed when tissue extracts are subjected to electrophoresis in various types of gels and subsequently submersed in solutions containing enzyme-specific stains. Genetic analysis may indicate that some of the variant electromorphs are encoded by alternate alleles at a single locus, in which case the allelic products are termed allozymes (Prakash et al., 1969). Data retrieved from electrophoretic gels consist of the number and …",Jonathan F Wendel and Norman F Weeden,1627,6588791623633935462,,,5-45,"Springer, Dordrecht",Visualization and interpretation of plant isozymes,https://link.springer.com/chapter/10.1007/978-94-009-1840-5_2,,1989,/scholar?cites=6588791623633935462,tQynSj0AAAAJ:AFmTUeZ1pmEC
28005,"A phylogenetic analysis of a combined data set for 560 angiosperms and seven outgroups based on three genes, 18S rDNA (1855 bp), rbcL (1428 bp), and atpB (1450 bp) representing a total of 4733 bp is presented. Parsimony analysis was expedited by use of a new computer program, the RATCHET. Parsimony jackknifing was performed to assess the support of clades. The combination of three data sets for numerous species has resulted in the most highly resolved and strongly supported topology yet obtained for angiosperms. In contrast to previous analyses based on single genes, much of the spine of the tree and most of the larger clades receive jackknife support 250%. Some of the noneudicots form a grade followed by a strongly supported eudicot clade. The early-branching angiosperms are Amborellaceae, Nymphaeaceae, and a clade of Austrobaileyaceae, Illiciaceae, and Schi-sandraceae. The …",Douglas E Soltis and Pamela S Soltis and Mark W Chase and Mark E Mort and Dirk C Albach and Michael Zanis and Vincent Savolainen and William H Hahn and Sara B Hoot and Michael F Fay and Michael Axtell and Susan M Swensen and Linda M Prince and W John Kress and Kevin C Nixon and James S Farris,1518,3739566584874137761,Botanical Journal of the Linnean Society,4,381-461,Oxford University Press,"Angiosperm phylogeny inferred from 18S rDNA, rbcL, and atpB sequences",https://academic.oup.com/botlinnean/article-abstract/133/4/381/2557057,133,2000,/scholar?cites=3739566584874137761,tQynSj0AAAAJ:zYLM7Y9cAGgC
28006,"Whole-genome duplication (WGD), or polyploidy, followed by gene loss and diploidization has long been recognized as an important evolutionary force in animals, fungi and other organisms 1, 2, 3, especially plants. The success of angiosperms has been attributed, in part, to innovations associated with gene or whole-genome duplications 4, 5, 6, but evidence for proposed ancient genome duplications pre-dating the divergence of monocots and eudicots remains equivocal in analyses of conserved gene order. Here we use comprehensive phylogenomic analyses of sequenced plant genomes and more than 12.6 million new expressed-sequence-tag sequences from phylogenetically pivotal lineages to elucidate two groups of ancient gene duplications—one in the common ancestor of extant seed plants and the other in the common ancestor of extant angiosperms. Gene duplication events were intensely …",Yuannian Jiao and Norman J Wickett and Saravanaraj Ayyampalayam and André S Chanderbali and Lena Landherr and Paula E Ralph and Lynn P Tomsho and Yi Hu and Haiying Liang and Pamela S Soltis and Douglas E Soltis and Sandra W Clifton and Scott E Schlarbaum and Stephan C Schuster and Hong Ma and Jim Leebens-Mack and Claude W Depamphilis,1514,15441139547548212383,Nature,7345,97-100,Nature Publishing Group,Ancestral polyploidy in seed plants and angiosperms,https://www.nature.com/articles/nature09916?page=28,473,2011,/scholar?cites=15441139547548212383,tQynSj0AAAAJ:kNdYIx-mwKoC
28007,"Polyploidy has played a major role in the evolution of many eukaryotes. Recent studies have dramatically reshaped views of polyploid evolution, demonstrating that most polyploid species examined, both plant and animal, have formed recurrently from different populations of their progenitors. Populations of independent origin can subsequently come into contact and hybridize, generating new genotypes. Because of the frequency of polyploidy in plants, many recognized species are probably polyphyletic. Extensive and rapid genome restructuring can occur after polyploidization. Such changes can be mediated by transposons. Polyploidization could represent a period of transilience, during which genomic changes occur, potentially producing new gene complexes and facilitating rapid evolution.",Douglas E Soltis and Pamela S Soltis,1106,4281308590300913464,,9,348-352,Elsevier Current Trends,Polyploidy: recurrent formation and genome evolution,https://www.sciencedirect.com/science/article/pii/S0169534799016389,14,1999,/scholar?cites=4281308590300913464,tQynSj0AAAAJ:Tyk-4Ss8FVUC
28008,"In 1950, G. Ledyard Stebbins devoted two chapters of his book  Variation and Evolution in Plants (Columbia Univ. Press,  New York) to polyploidy, one on occurrence and nature and one on  distribution and significance. Fifty years later, many of the questions  Stebbins posed have not been answered, and many new questions have  arisen. In this paper, we review some of the genetic attributes of  polyploids that have been suggested to account for the tremendous  success of polyploid plants. Based on a limited number of studies, we  conclude: (i) Polyploids, both individuals and  populations, generally maintain higher levels of heterozygosity than do  their diploid progenitors. (ii) Polyploids exhibit less  inbreeding depression than do their diploid parents and can therefore  tolerate higher levels of selfing; polyploid ferns indeed have higher  levels of selfing than do their diploid parents, but polyploid  angiosperms do …",Pamela S Soltis and Douglas E Soltis,1095,3126146823587282511,Proceedings of the National Academy of Sciences,13,7051-7057,National Academy of Sciences,The role of genetic and genomic attributes in the success of polyploids,https://www.pnas.org/content/97/13/7051.short,97,2000,/scholar?cites=3126146823587282511,tQynSj0AAAAJ:YsMSGLbcyi4C
28009,"Polyploidy has long been recognized as a major force in angiosperm evolution. Recent genomic investigations not only indicate that polyploidy is ubiquitous among angiosperms, but also suggest several ancient genome‐doubling events. These include ancient whole genome duplication (WGD) events in basal angiosperm lineages, as well as a proposed paleohexaploid event that may have occurred close to the eudicot divergence. However, there is currently no evidence for WGD in Amborella, the putative sister species to other extant angiosperms. The question is no longer “What proportion of angiosperms are polyploid?”, but “How many episodes of polyploidy characterize any given lineage?” New algorithms provide promise that ancestral genomes can be reconstructed for deep divergences (e.g., it may be possible to reconstruct the ancestral eudicot or even the ancestral angiosperm genome). Comparisons …",Douglas E Soltis and Victor A Albert and Jim Leebens‐Mack and Charles D Bell and Andrew H Paterson and Chunfang Zheng and David Sankoff and Claude W de Pamphilis and P Kerr Wall and Pamela S Soltis,1050,10084190229934566772,American journal of botany,1,336-348,Botanical Society of America,Polyploidy and angiosperm diversification,https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.3732/ajb.0800079,96,2009,/scholar?cites=10084190229934566772,tQynSj0AAAAJ:hqOjcs7Dif8C
